geo_label_city,date_label,strata_race_label,strata_sex_label,Cancer | All Cancer Deaths,Cancer | Colorectal Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Cardiovascular Disease | Heart Disease Deaths,Crime Incidents | Homicides,Deaths | Deaths from All Causes,Deaths | Gun Deaths (Firearms),Deaths | Injury Deaths,Deaths | Motor Vehicle Deaths,Deaths | Premature Death,Diabetes and Obesity | Diabetes Deaths,Life Expectancy at Birth | Life Expectancy,Mental Health | Suicide,Respiratory Infection | COVID-19 Deaths,Respiratory Infection | Pneumonia or Influenza Deaths,Sexually Transmitted Disease | HIV-Related Deaths,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths
El Paso,2019,Black,Male,,,,473.424611,407.9553793,,1302.991635,31.14389282,114.3466093,,10742.74673,53.13105396,,,,,,,
El Paso,2019,Hispanic,Female,120.0164759,10.03382258,13.24996609,152.9177317,111.7239849,1.738964036,668.8628267,1.887752026,26.11030191,5.831303092,4538.336391,36.73476841,83.06419618,3.800218699,,8.543945341,,5.90926929,3.531381781
El Paso,2019,Hispanic,Male,157.2333173,20.80471795,21.2522265,252.1180573,201.1636456,5.382600663,1053.951615,10.32370044,75.36962292,19.01741453,9096.294612,56.90859644,77.45820989,13.59188046,,13.14692655,3.166145356,18.88272834,11.79398705
El Paso,2019,White,Female,142.6568762,11.71849263,28.34873098,213.204173,173.9329711,,815.9974275,9.512493601,67.75241512,,6939.675613,,79.12690638,16.03704742,,11.18842915,,29.48591399,16.43956258
El Paso,2019,White,Male,194.2292674,18.90167988,42.09917779,328.4493745,273.869687,,1167.951741,38.5484318,129.5611434,23.40685076,10677.13033,30.86826414,73.37715217,48.85511523,,14.43291331,,25.27120678,16.9136222
El Paso,2020,Asian/PI,Female,,,,,,,,,,,3045.024576,,,,,,,,
El Paso,2020,Asian/PI,Male,,,,,,,,,,,9530.035997,,,,,,,,
El Paso,2020,Black,Female,,,,216.9946577,162.2980186,,717.1567784,,73.27599532,,10290.38298,45.75136425,,,135.9353161,,,47.77028953,
El Paso,2020,Black,Male,207.4245731,,,,,33.17181699,1902.290107,45.52501233,154.2780721,,14217.00743,41.93360595,,,109.655142,,,23.26589529,
El Paso,2020,Hispanic,Female,123.0541751,11.50662903,13.58774198,163.7393487,121.5305057,1.878655877,,1.973180951,29.53320474,6.049258832,5156.348156,37.93453976,79.95214015,3.864514554,208.2541189,8.93361723,,7.828598852,4.601430617
El Paso,2020,Hispanic,Male,159.8110119,22.02489733,19.47866748,256.6681087,203.0101683,5.455977688,1157.67777,11.21129638,87.2925929,20.79786839,10394.36236,58.15171972,73.0943474,16.08126555,441.294587,12.6365051,2.212647691,23.08537345,16.16109423
El Paso,2020,White,Female,152.7348204,13.61119349,29.48083844,213.7451546,169.8633367,,,,71.66386333,,7012.166309,,78.16895003,14.28565837,73.55888361,11.88157266,,35.61885856,23.28914753
El Paso,2020,White,Male,192.417927,,35.32932947,345.9178557,288.3143447,,,39.23846664,124.3909037,20.60573519,11329.37403,,72.5191218,43.0730059,175.5045788,9.809738749,,30.25346126,21.68163364
El Paso,2021,Asian/PI,Female,,,,,,,,,,,5949.836344,,,,,,,,
El Paso,2021,Asian/PI,Male,,,,,,,,,,,6735.616125,,,,,,,,
El Paso,2021,Black,Female,,,,215.2217119,160.4051206,,766.6129948,,71.03807065,,9926.462233,46.98421255,,,,,,,
El Paso,2021,Black,Male,179.3024368,,,464.715252,395.3486291,,1435.426519,24.76147798,97.05926016,,11319.83263,59.28291373,,,133.1278002,,,18.19588778,
El Paso,2021,Hispanic,Female,124.5662858,12.46767113,12.38876023,168.82023,124.0929722,2.282381277,,2.317176337,31.02927184,6.207796166,5417.272148,38.1300551,79.55853473,2.977492416,129.3250707,9.888379237,,8.385163922,5.35775701
El Paso,2021,Hispanic,Male,164.4012239,23.00808538,19.6370041,267.949272,212.5879044,7.183215342,1237.012044,13.0224351,101.8452335,22.45809484,11195.54371,61.80418876,71.31765531,18.953476,225.5536863,12.14316627,2.62034811,28.71688059,20.38976143
El Paso,2021,White,Female,157.6935019,13.40567159,33.76783543,207.4834952,163.7738454,,,,66.79842831,,7425.580932,,77.62826891,11.41926556,56.43157168,12.92503803,,33.42954044,21.85933988
El Paso,2021,White,Male,182.9224763,19.5914687,32.20048165,374.4447707,,,,43.51062466,138.1958933,22.82766077,12242.4996,,71.42705416,50.95489022,149.7655454,12.43695782,,35.27347687,26.43876096
El Paso,2022,Asian/PI,Female,,,,,,,,,,,5430.45546,,,,,,,,
El Paso,2022,Asian/PI,Male,,,,,,,,,,,12298.59992,,,,,,,,
El Paso,2022,Black,Female,156.0613974,,,227.823553,159.6968778,,815.4084235,,,,8392.683987,,,,,,,,
El Paso,2022,Black,Male,150.646383,,,353.0432756,282.0301367,,1209.678574,26.73225444,118.4466781,,11996.33026,,,,301.5518659,,,,
El Paso,2022,Hispanic,Female,122.8001187,12.53355926,11.02141357,166.4290378,121.5525655,2.206484811,,2.39486324,32.73498929,5.338131962,5346.170204,35.96176289,81.22965126,3.712682816,53.817445,10.21880492,,9.504307892,6.183786228
El Paso,2022,Hispanic,Male,166.9616762,24.71200771,18.36684074,264.9563387,208.1742796,7.898171173,1140.919615,13.9045303,107.8035929,24.68497857,10736.47586,56.89907238,73.40075546,19.43592236,114.2936695,12.28290097,2.514467259,30.36035111,23.10251725
El Paso,2022,White,Female,160.2645214,13.36495931,29.83073981,207.8219187,164.1221765,,,,68.97156915,,8022.525477,,77.29134657,,39.51691097,13.74657546,,34.00891485,21.98104519
El Paso,2022,White,Male,182.5319026,18.41268137,28.59514113,,,,,54.07057623,147.3875894,19.07358971,12890.75414,,70.39518324,58.004919,93.5475609,13.93272604,,36.24100808,28.6435386
Fort Worth,2010,Asian/PI,Female,,,,,,,,,,,2343.279054,,,,,,,,
Fort Worth,2010,Asian/PI,Male,,,,,,,,,,,6418.276276,,,,,,,,
Fort Worth,2010,Black,Female,170.522728,21.80583883,32.08845153,270.4065105,176.1844336,6.368858574,785.5829467,,21.03987947,,8205.10788,32.99907964,,,,11.75883398,6.366161363,,
Fort Worth,2010,Black,Male,333.2526664,,88.45355918,431.1770307,325.4036108,37.36258425,1323.857531,36.2499715,92.71368569,16.75977179,14028.95799,43.24163564,,8.99160767,,,12.69059353,20.94009099,
Fort Worth,2010,Hispanic,Female,99.94041602,9.26983609,11.52023852,171.7470169,113.5428216,,499.9266558,,14.31112503,,3344.637136,25.81523998,,,,11.19900523,,,
Fort Worth,2010,Hispanic,Male,164.3758036,15.01806006,32.3632154,179.6932256,140.6285664,11.81210876,677.0802216,9.331514353,63.62227516,20.26642627,6754.658801,35.51438992,,5.523497447,,20.70059374,,4.437307104,
Fort Worth,2010,White,Female,155.6819696,,44.12048859,223.2084737,163.0187965,3.365786029,724.2233486,2.731919632,32.41445607,3.252187749,5548.714939,11.98363186,,5.886552168,,11.5960225,,8.2928758,
Fort Worth,2010,White,Male,,18.25695001,,319.0201579,251.7892181,5.616833021,1056.051566,20.45152423,81.97714118,16.73073096,8465.444799,28.32746056,,26.17987789,,21.62727484,4.353741751,15.27794359,5.145214732
Fort Worth,2011,Asian/PI,Female,,,,,,,,,,,2449.772931,,,,,,,,
Fort Worth,2011,Asian/PI,Male,,,,,,,,,,,6088.672935,,,,,,,,
Fort Worth,2011,Black,Female,172.3036418,21.72026862,34.59012194,292.7733283,193.7380026,5.817567965,852.4541017,4.261905728,22.82922199,5.873549752,8131.010359,36.35002334,77.23965104,,,14.25567957,5.195806572,,
Fort Worth,2011,Black,Male,317.82913,,88.39911915,418.2281125,313.5499815,29.88373989,1299.060193,32.74708039,89.13228982,17.3968135,13292.64704,41.52694177,69.65916716,12.49468185,,18.10721688,14.7680208,17.6422499,
Fort Worth,2011,Hispanic,Female,96.71543934,6.861828604,11.37884606,156.2564416,105.9253253,,479.8850697,,12.84163036,3.280197865,3514.023976,27.10615496,85.63154129,,,11.15738587,,,
Fort Worth,2011,Hispanic,Male,158.702956,16.67501583,29.93794774,165.925975,123.0265101,10.16267517,648.6278142,9.876436824,56.69661939,17.19070064,6092.611608,32.37856888,79.76519765,7.260103233,,24.23891951,,4.759902547,
Fort Worth,2011,White,Female,157.028012,,46.52466513,220.762888,160.1511472,2.748208114,722.4744547,2.803360127,31.264693,3.733907776,5409.417179,11.89237328,80.61452531,5.662256445,,11.59437245,,9.208562743,1.999830155
Fort Worth,2011,White,Male,241.1132479,18.09259071,71.43899179,304.2199031,236.7475551,4.883605218,1012.245862,19.70586964,81.17715207,17.37230429,8495.438942,27.88427459,74.25762016,25.42696872,,19.04766485,3.942637598,17.03342146,7.066169127
Fort Worth,2012,Asian/PI,Female,,,,,,,,,,,2811.628052,,,,,,,,
Fort Worth,2012,Asian/PI,Male,,,,,,,,,,,5759.338003,,,,,,,,
Fort Worth,2012,Black,Female,176.4039648,22.48070335,37.07463081,300.9451883,194.7046811,6.080385374,907.958894,4.950159016,28.2002199,7.341614951,8151.553056,43.53154404,76.99869076,,,16.464256,4.983466674,4.666587158,
Fort Worth,2012,Black,Male,310.592163,28.8663959,90.06720583,416.4765716,309.9327177,30.57730254,1310.617044,33.0923496,91.48489199,18.01859439,13179.4518,55.46523965,70.5977124,11.85519608,,19.60440583,18.09157503,14.42674696,
Fort Worth,2012,Hispanic,Female,101.5874272,6.855437248,9.433180308,142.0157788,89.54958022,,489.089597,,12.5747766,4.192746777,3552.142979,31.34667532,82.88971108,,,11.4643791,,,
Fort Worth,2012,Hispanic,Male,155.3589467,11.76442434,31.24884427,205.052766,142.9131303,7.36891798,681.821796,9.614060365,49.97143132,14.53455519,6089.120643,32.69239079,79.25604113,7.042285791,,22.53527612,,4.144271966,
Fort Worth,2012,White,Female,153.025798,14.09241669,42.84476478,213.1926732,154.4160015,2.152642068,725.0967438,2.856890181,32.82535266,6.029347874,5282.729937,12.77485301,80.09380103,5.747297402,,13.58535833,,9.911456398,2.704507001
Fort Worth,2012,White,Male,222.2643955,17.81009873,70.0443361,296.7604384,229.9730179,6.223613943,988.0976246,21.46173229,82.85260201,18.82220853,8474.552149,28.26910615,75.10715269,27.33203762,,16.36197026,3.527006991,17.37445507,7.173901519
Fort Worth,2013,Asian/PI,Female,,,,,,,,,,,3138.051126,,,,,,,,
Fort Worth,2013,Asian/PI,Male,,,,,,,,,,,5410.515472,,,,,,,,
Fort Worth,2013,Black,Female,178.6186302,22.07383074,33.7684597,291.4206288,184.7973077,4.679684092,905.3905569,,27.54271017,8.154826778,8058.256132,,76.46307416,,,11.38705165,,4.818655605,
Fort Worth,2013,Black,Male,277.6729883,20.52054444,82.2529402,375.6500703,270.4726646,23.75604321,1171.431202,28.2786808,85.07690133,18.43167998,12331.99312,55.11183181,71.9181196,12.88925051,,19.64121152,15.68260268,12.54148481,
Fort Worth,2013,Hispanic,Female,89.94499342,7.015380905,,135.8631691,80.85829123,3.065414508,467.9821272,,13.0063541,3.209948575,3738.585255,34.46887288,83.96015688,,,9.214042366,,,
Fort Worth,2013,Hispanic,Male,146.5430304,14.00039124,29.86782431,221.4651218,147.5754841,7.609809989,697.1110638,10.09404085,45.63757072,13.9702917,5879.066841,30.13331356,80.30467253,8.765034797,,22.04717218,,4.081266895,2.208655454
Fort Worth,2013,White,Female,156.5970413,13.0948201,42.60231772,213.2341308,147.1183599,,731.9613522,3.251493821,34.45322857,5.808469715,5117.224519,14.44873112,79.66357035,5.771664476,,12.0658108,,12.48272064,4.20914039
Fort Worth,2013,White,Male,225.0618599,19.65710269,63.08208506,312.1577111,237.4902434,5.0725534,1015.810217,21.00340675,83.77182089,18.49385791,8667.080018,28.73655683,75.14740367,29.08440949,,14.79366177,3.409952164,17.6246543,8.245126516
Fort Worth,2014,Asian/PI,Female,,,,,,,,,,,3307.29485,,,,,,,,
Fort Worth,2014,Asian/PI,Male,,,,,,,,,,,5267.391971,,,,,,,,
Fort Worth,2014,Black,Female,184.3773329,21.32810439,30.83414235,284.7873757,174.2278628,,882.4972946,,26.46199585,5.932590128,7989.379543,48.86485557,77.05859638,,,7.835955284,3.644532671,6.653793612,
Fort Worth,2014,Black,Male,250.9251942,23.46751172,76.35510051,375.8422307,269.0012904,28.64591929,1128.882934,30.32310439,92.0578948,19.76575421,11998.3566,57.58800075,70.74239805,10.30877289,,17.87939053,13.45233797,13.24956059,
Fort Worth,2014,Hispanic,Female,86.91727333,10.90178274,7.356060423,129.1474453,75.13302777,2.901988653,437.1524148,2.493089123,12.64655235,4.707845491,3464.72547,30.36210334,85.49611837,,,6.778374698,,,
Fort Worth,2014,Hispanic,Male,137.3247631,13.78717421,22.30126135,218.39539,144.6655399,6.766179641,674.9598977,9.292148179,46.79422975,13.68481096,5800.344406,34.39065056,79.44615617,7.731262226,,15.03365796,,3.352785649,2.314982551
Fort Worth,2014,White,Female,151.4038707,11.48281672,38.63734345,203.8325771,138.9900066,1.865566772,722.3860967,3.756723821,35.11661961,5.571838953,5045.465929,18.32610032,80.5024334,6.985680946,,10.73468345,,12.56062041,4.603328352
Fort Worth,2014,White,Male,219.4601575,19.12049424,61.17285444,310.1320286,237.4397643,6.65997993,1004.089587,22.16394103,88.69293897,17.75414426,8428.374967,27.43277368,75.13634054,30.37190416,,15.05088387,2.855842088,16.43620147,7.206522881
Fort Worth,2015,Asian/PI,Female,,,,,,,,,,,2743.696995,,,,,,,,
Fort Worth,2015,Asian/PI,Male,,,,,,,,,,,5508.476715,,,,,,,,
Fort Worth,2015,Black,Female,192.3006637,21.44888987,30.41128107,276.3337785,175.9398338,,852.6324398,,26.54288141,4.595013184,8001.752566,40.70013857,76.93989771,,,10.18104293,3.325452826,9.479012975,
Fort Worth,2015,Black,Male,237.2192308,22.99681143,75.00945766,408.2985681,287.6154736,23.06114093,1174.315995,25.92896603,86.68365506,19.30655513,12249.40037,48.36797096,70.99304975,12.26406687,,18.39342688,11.50185274,14.68334176,
Fort Worth,2015,Hispanic,Female,84.07238663,10.97689409,10.31709971,137.7234891,80.87727752,3.935937748,441.8645745,3.353168349,16.27748163,4.861500239,3339.543824,30.31990474,85.34353234,,,8.389274383,,2.834121422,
Fort Worth,2015,Hispanic,Male,134.3305736,13.93094137,21.27315535,202.9584574,127.5733251,8.578022607,663.7348526,11.2631326,53.51614877,14.15714793,5622.824375,32.28445824,79.14324225,8.668287416,,17.14145717,,4.517737464,2.143819484
Fort Worth,2015,White,Female,150.5652395,11.27223447,38.28248222,197.0216331,135.7566908,2.791656049,704.4069429,5.29429689,34.53610408,3.749474992,5017.753808,19.79716239,80.96483568,7.460622557,,9.07362785,,12.36294557,4.794308712
Fort Worth,2015,White,Male,213.2699184,18.28775466,56.53437291,302.2552833,232.8057146,5.852672666,978.9651587,21.39638104,89.43376455,17.57854984,8308.464569,26.82929952,75.42207751,29.26838308,,14.80755015,2.222026536,17.13826652,8.625154182
Fort Worth,2016,Asian/PI,Female,64.56163538,,26.71264879,146.1348065,55.97198672,,415.2222283,,,,2636.407387,,,,,,,,
Fort Worth,2016,Asian/PI,Male,176.6680491,,,275.8941711,180.8372519,,909.3358874,,,,5452.258353,,,,,,,,
Fort Worth,2016,Black,Female,199.097065,19.96926155,38.19145892,298.1857804,195.3448759,3.766145547,895.4443261,,28.95559501,6.80844423,8075.638667,37.69979006,76.78938593,,,11.34951104,4.006643174,8.530486612,
Fort Worth,2016,Black,Male,242.9977025,24.34380085,77.3289246,404.6707315,296.0922347,31.08680572,1187.086718,33.41667174,94.89473725,20.60713249,12735.598,47.67618648,71.16007972,9.043343457,,22.07417373,10.23184172,16.32226561,6.006593232
Fort Worth,2016,Hispanic,Female,92.53790018,11.20928647,15.19885649,150.1406206,93.34122372,2.251930615,479.1344005,,17.77439559,7.117173667,3184.229895,29.52947956,83.34547371,,,9.129999073,,2.49774737,
Fort Worth,2016,Hispanic,Male,119.8016256,14.38783427,16.36059438,190.7650909,128.1054952,8.131299004,628.1296037,11.93116886,57.90631968,15.71159893,5507.441104,31.45402076,79.84145441,9.168851564,,12.64254696,,5.652034396,2.443272538
Fort Worth,2016,White,Female,142.4383185,10.58840735,38.55278117,191.9326918,133.508909,2.786656575,672.761941,5.114818846,34.50397995,5.657938515,4936.800565,18.29804205,80.83487518,7.290747499,,9.696884527,,10.38303947,3.448311148
Fort Worth,2016,White,Male,201.622547,17.33027976,53.45810471,297.7603629,233.9241089,6.464306252,959.83474,21.92529605,88.97447247,15.09709245,8083.925916,26.29526825,76.03132639,27.70386974,,15.55123299,2.234552211,18.3281214,9.339571798
Fort Worth,2017,Asian/PI,Female,74.41556062,,,133.4454907,53.24744521,,399.3332091,,,,2408.447029,,,,,,,,
Fort Worth,2017,Asian/PI,Male,182.5473592,,,281.544341,122.0332268,,926.5962867,,,,4916.496562,,,17.26312196,,,,,
Fort Worth,2017,Black,Female,178.7049005,18.11443873,36.60206181,276.3490648,182.5203562,5.439548259,824.995741,,32.20717203,8.256500177,7776.041325,43.41002949,77.58792161,,,13.13722413,4.311444967,9.090151389,
Fort Worth,2017,Black,Male,260.3564533,24.87550375,74.39480646,424.0950744,305.4064613,29.95480981,1235.254719,33.34792447,91.75322504,19.56993256,12971.1,49.60321993,70.22120094,9.81362286,,21.47878602,9.432894567,15.29048892,7.168179471
Fort Worth,2017,Hispanic,Female,90.20666778,9.134875348,12.90569825,151.797334,92.06961916,,478.5076272,,18.00210545,5.972165644,3192.53964,30.44573033,83.22791476,,,9.965349419,,2.727298237,
Fort Worth,2017,Hispanic,Male,130.1504896,12.65184339,22.7309637,195.9955807,129.2936555,9.4289103,628.8923626,13.5778023,59.57661338,18.13205712,5774.035911,24.30908857,80.03619009,9.282150452,,11.6792443,,6.454683478,2.639584014
Fort Worth,2017,White,Female,138.7986402,11.27617984,37.6820177,201.1036892,140.3288705,2.720814962,677.9748103,5.741068242,38.1093979,6.997262014,4997.188725,15.58319076,81.06778706,8.85673791,,10.76966784,,10.00267438,3.861467732
Fort Worth,2017,White,Male,209.8451122,17.60280968,51.05265765,306.5727581,242.2184835,4.804980432,990.8788681,22.6102427,84.88041334,14.14572623,8120.423528,27.95794281,76.39376154,28.63057153,,17.94270364,2.837509939,17.85887403,9.286105114
Fort Worth,2018,Asian/PI,Female,90.91987081,,,156.8234695,91.35477971,,446.7983312,,,,2619.021875,,,,,,,,
Fort Worth,2018,Asian/PI,Male,161.0290227,,,252.0089063,143.1185282,,751.1899729,,,,4723.88759,32.65678924,,15.96937438,,,,,
Fort Worth,2018,Black,Female,173.7022471,16.91156946,37.99368839,278.7696163,181.2647116,6.353910512,850.6295069,4.498666434,37.60657029,11.74929284,7680.453336,43.43529527,77.77492996,,,9.956328038,4.179347058,9.080551729,
Fort Worth,2018,Black,Male,265.414329,29.27987205,76.03521904,417.6627677,299.9869344,33.46604061,1256.766654,38.29188946,103.8345105,18.22368356,12496.35555,60.19064937,70.39317702,10.58851931,,21.90798551,6.848396593,17.00925551,6.974912396
Fort Worth,2018,Hispanic,Female,95.25295643,9.762179094,11.24189036,149.9397989,92.96587545,,469.6750247,,15.34153254,5.941848361,3156.763344,25.07936274,82.8943561,,,6.281280762,,,
Fort Worth,2018,Hispanic,Male,137.9405779,9.791509978,27.70968265,184.4800156,124.1891693,7.421306134,618.7886259,10.72146579,61.79848165,19.07842989,5807.206665,24.56926844,80.84700843,9.646154108,,9.741186606,,7.079119079,3.061831805
Fort Worth,2018,White,Female,130.8123066,12.03717058,35.52000426,199.2389011,138.0076734,2.4277402,670.3539215,5.477308838,38.67947736,6.768535366,4860.276325,15.36564319,81.08143936,8.507832309,,9.879126754,,10.19101819,4.407375677
Fort Worth,2018,White,Male,206.3012457,18.70335448,48.72147286,308.0031923,238.9904157,5.157200253,990.512052,21.77634407,82.48908499,10.98301075,7897.269879,27.73319226,75.74974536,28.72186981,,16.502178,3.591154804,19.73288779,10.15841513
Fort Worth,2019,Asian/PI,Female,86.1489722,,,204.3200198,131.635274,,555.1396977,,,,2857.591366,,,,,,,,
Fort Worth,2019,Asian/PI,Male,193.0063751,,,235.9946797,164.2038412,,886.8495607,,,,4720.607567,,,,,,,,
Fort Worth,2019,Black,Female,160.4573637,14.94357245,30.38549689,268.6536781,175.2873696,9.000741079,896.1510362,6.678713093,42.67580928,11.0395369,8126.782516,51.4439953,77.45807197,,,12.46929965,3.859941092,12.17887009,5.514009509
Fort Worth,2019,Black,Male,256.9260421,28.64293146,66.69308741,450.5220438,307.9653387,37.27365335,1410.1982,39.38778145,126.0851438,20.28233652,13436.25021,65.10294418,69.89085379,10.91495478,,21.73892793,6.720175866,27.01862614,9.590831152
Fort Worth,2019,Hispanic,Female,100.5250137,8.37992752,9.608602662,140.3372478,84.78932081,,520.2513591,,16.54887504,6.481771651,3439.356709,25.44684243,84.68414029,,,6.487546386,,,
Fort Worth,2019,Hispanic,Male,146.0605338,13.07874793,26.06380884,189.9744789,124.6546196,9.262122261,713.8796548,12.12301224,65.51233989,18.60741227,6683.681539,33.96083363,81.77701785,9.312932456,,11.10467648,,9.165966231,3.651597599
Fort Worth,2019,White,Female,136.0078347,12.19717512,37.38382805,198.1592335,136.7432166,2.569498852,713.8412834,5.6047675,41.87011067,5.962441022,5092.871015,18.53500309,80.90441021,9.709481819,,9.194353836,,11.95123902,6.031606768
Fort Worth,2019,White,Male,201.8942079,17.28563323,48.9106658,309.0762833,236.1603625,6.387269757,1025.952894,24.79572723,88.62162199,13.04907206,8307.354602,30.93901839,75.41406391,28.26586686,,17.54312118,3.32750947,21.66921082,11.63008213
Fort Worth,2020,Asian/PI,Female,97.62512912,,,,154.3841695,,759.5973139,,,,3159.354452,30.81663158,,,87.29675267,,,,
Fort Worth,2020,Asian/PI,Male,159.9217058,,,209.1948811,147.7826869,,789.9396793,,,,5392.999476,,,,333.9546854,,,,
Fort Worth,2020,Black,Female,171.0109869,20.77544735,31.37470209,268.9832834,172.4906952,7.528260933,989.2250141,6.329451075,50.45422717,11.77509768,8728.749628,,75.9102014,,120.6130554,9.031066886,,16.69727328,10.18904592
Fort Worth,2020,Black,Male,261.0429592,34.29687474,62.90154332,426.9810069,292.9864733,49.10657861,1517.651425,52.34153772,159.5951714,25.54312632,15467.52357,80.54736502,67.45139757,12.62132443,251.0623248,19.59724314,6.292110079,41.8856964,17.22567127
Fort Worth,2020,Hispanic,Female,116.431142,8.656141096,10.67304662,177.6551523,106.4341834,,,,22.27544918,6.444478692,4130.020818,30.14327917,83.89037149,,161.2883546,7.830788292,,2.899465517,
Fort Worth,2020,Hispanic,Male,138.9285171,17.61626571,20.62000205,195.9097375,134.022316,13.19449663,853.7744408,15.01697761,78.67476038,19.71938636,8494.941807,42.60920387,78.24290514,11.53410759,212.1709404,9.589279055,,13.25446517,5.11012228
Fort Worth,2020,White,Female,136.6916139,12.3202555,33.11484986,201.8128437,137.4526648,2.912129433,770.2894589,5.250347742,45.38400496,6.748634885,5297.446675,20.16751328,79.87287524,8.037463269,50.06243392,9.022328744,,15.52777119,8.122396178
Fort Worth,2020,White,Male,195.1277203,14.51704282,44.53291288,310.0476232,234.1387637,8.137954498,1104.462615,28.16629563,103.9032867,15.56965242,9157.915271,33.44445506,74.7828703,30.19768126,94.84449152,17.08889187,2.655676166,27.63294323,15.1108125
Fort Worth,2021,Asian/PI,Female,63.39601578,,,220.4659615,149.6485285,,750.0238359,,,,2669.940728,34.19100714,,,130.7485344,,,,
Fort Worth,2021,Asian/PI,Male,122.1811347,,21.13443871,144.7115703,84.53481562,,569.1771458,,,,4542.372148,,,,124.9356451,,,,
Fort Worth,2021,Black,Female,160.8925179,20.41049824,26.96780239,265.0795943,167.970504,7.547866668,996.4139251,5.781266713,55.3502474,12.41975488,9003.905688,,74.92584928,,170.2456793,13.90721321,,20.41682324,12.8812968
Fort Worth,2021,Black,Male,244.7039428,29.94281322,47.6096477,443.8226665,315.1836252,51.47773842,1548.211813,57.34808855,175.5899921,31.98613807,15968.66935,74.64557798,66.30487091,15.05391447,258.7982059,18.85401313,7.808589105,51.01779783,24.78313043
Fort Worth,2021,Hispanic,Female,106.5293182,10.41203559,7.876952034,155.3002897,93.4145238,,665.9971961,,25.49467374,6.581256298,4302.743711,26.56049956,81.60249751,2.144820123,180.6514394,10.16883809,,5.991524953,2.665210438
Fort Worth,2021,Hispanic,Male,133.3449218,22.15443243,12.47419725,203.1700231,139.3233651,15.35692303,914.4629538,18.22943931,89.52159285,22.11501347,8919.750366,46.26199131,74.01425588,12.70750679,300.5882163,11.57342664,,18.78863203,6.969865505
Fort Worth,2021,White,Female,137.4351231,12.57875928,32.69848015,188.344628,128.2761671,2.074950559,778.2579369,4.413051795,48.25019806,8.248035219,5506.575054,18.83453148,79.18017084,8.630328761,102.7734912,9.568897035,,16.64368069,9.025785275
Fort Worth,2021,White,Male,183.1604493,13.60307726,39.02345131,302.0605357,232.2716757,7.617483549,1096.428879,29.53373764,113.8102867,17.06204822,9433.193954,33.40961183,73.22997921,30.29262752,180.8910127,17.61134838,1.903184424,32.00848232,17.85532452
Fort Worth,2022,Asian/PI,Female,64.95343646,,,224.9713939,,,756.3907417,,,,2635.251446,,,,,,,,
Fort Worth,2022,Asian/PI,Male,102.8880022,,,124.0416852,55.44373942,,471.4906352,,,,4238.861053,,,,,,,,
Fort Worth,2022,Black,Female,167.8248262,23.54548378,29.17851765,267.6780483,166.6733013,4.765094054,985.6955934,,57.45726404,12.26746525,8943.648672,52.42704239,75.42499051,,59.3225861,14.14079441,,23.29103223,14.72362056
Fort Worth,2022,Black,Male,273.0214475,33.70007154,43.14461444,503.1951623,366.1986083,52.70669103,1720.743865,62.57587137,183.6745873,33.75844695,16036.02156,82.18858197,68.58701856,18.83830595,118.4743461,16.0442358,8.638705047,53.18430375,28.05373027
Fort Worth,2022,Hispanic,Female,98.1049003,10.06959905,,148.9267933,90.17758608,,614.9872475,,25.6673711,4.652215009,4461.789993,23.77812203,84.337213,2.950572186,41.26142538,11.89875049,,8.570678583,3.458581898
Fort Worth,2022,Hispanic,Male,124.5424951,21.52238584,,196.359381,134.6466475,16.9712324,920.0115263,19.70835723,98.7922362,24.1651961,9183.524712,42.83666076,75.97383425,14.27785251,133.722984,11.82905819,,21.18851034,7.890859914
Fort Worth,2022,White,Female,135.0860944,12.86016848,28.85557797,194.4765359,132.7927217,,796.784966,4.569820231,50.33212614,9.078842372,5502.19779,16.823511,79.88616031,8.861400325,35.98371058,10.10202073,,18.28954942,10.02648415
Fort Worth,2022,White,Male,181.0627534,13.43474835,36.05418555,293.3228718,227.7923223,6.61700845,1095.369944,29.86677244,120.7295261,18.2664293,9593.947014,32.10053463,74.16761928,33.17901249,54.74877268,17.24748841,,34.7009347,18.8881015
Houston,2010,Asian/PI,Female,133.1125292,10.60091597,29.7276725,144.3411537,85.6291111,,500.8495154,,24.05461228,,3018.911959,12.73235776,,,,17.92865879,,,
Houston,2010,Asian/PI,Male,226.5907735,16.67445249,47.27184631,246.9241804,172.6432959,8.300767182,810.5685794,9.791800047,48.68418317,7.043378716,5443.487214,15.90149923,,10.18502731,,18.04677946,,,
Houston,2010,Black,Female,,,44.26249041,307.1898879,218.7543495,9.833633242,974.5932395,7.158067506,45.22490875,9.572275861,10678.09457,39.88008896,,3.197129069,,17.74068821,19.77645106,9.79727934,4.401627389
Houston,2010,Black,Male,315.394322,,102.1698789,435.6288663,325.6663171,38.68937925,1303.684253,38.79900187,110.0012805,17.59640858,15433.62844,40.85129162,,11.04765947,,21.04317204,30.84942643,23.97236758,4.620506122
Houston,2010,Hispanic,Female,121.1958364,9.854020657,16.2102459,160.3496301,111.488546,3.106304658,534.0569536,2.993212052,24.7331283,7.137324052,4114.888788,25.78643817,,2.65508834,,10.41443582,2.346305018,1.924592351,
