,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | Cardiovascular Disease Deaths,Deaths | Premature Death,Heat and Disasters | Longer Summers,Income-related | Service Workers,Mental Health | Suicide,Sexually Transmitted Disease | New Gonorrhea Cases
0,20,0,0,2,1,0,0,0,2010,188.9291091,5094.792265,50.90238095,32.72458,12.06194214,140.2
1,20,0,1,2,1,0,0,0,2010,153.5750842,3807.898474,36.776587303999996,37.75181318,4.792585459,183.33999999999997
2,20,0,2,2,1,0,0,0,2010,237.9129081,6377.25679,36.776587303999996,37.75181318,19.86349818,183.33999999999997
3,20,4,0,2,1,0,0,0,2010,102.7632712,2579.797021,36.776587303999996,18.85036711,7.1060060438517265,183.33999999999997
4,20,4,1,2,1,0,0,0,2010,71.38923082,2025.151915,36.776587304,32.923359702,3.782828298774665,183.33999999999997
5,20,4,2,2,1,0,0,0,2010,161.099229,3244.60378,36.776587304,32.923359702,11.586369553400079,183.33999999999997
6,20,2,0,2,1,0,0,0,2010,275.5111508,9309.636235,36.776587303999996,36.02018503,7.362212058,183.33999999999997
7,20,2,1,2,1,0,0,0,2010,228.1356625,7672.368289,36.776587304,43.077637087999996,3.9326067611428575,183.33999999999997
8,20,2,2,2,1,0,0,0,2010,350.0364904,10945.54208,36.776587304,43.077637087999996,12.200132604250001,183.33999999999997
9,20,3,0,2,1,0,0,0,2010,173.7642223,4657.919234,36.776587303999996,57.64453585,4.742059421,183.33999999999997
10,20,3,1,2,1,0,0,0,2010,140.8506695,3312.773042,36.776587304,66.304261638,2.9855297427500003,183.33999999999997
11,20,3,2,2,1,0,0,0,2010,236.2237151,6004.098064,36.776587304,66.304261638,7.0040341,183.33999999999997
12,20,5,0,2,1,0,0,0,2010,221.63723918,6568.7360698,36.776587303999996,50.16820858,12.2646072716,183.33999999999997
13,20,1,0,2,1,0,0,0,2010,187.9392192,4926.24818,36.776587303999996,19.66626083,16.9749379,183.33999999999997
14,20,1,1,2,1,0,0,0,2010,152.8290376,3729.416655,36.776587304,26.881755707999996,6.608157048,183.33999999999997
15,20,1,2,2,1,0,0,0,2010,234.3856937,6108.084778,36.776587304,26.881755707999996,27.72699917,183.33999999999997
16,20,0,0,2,1,0,0,0,2011,190.5724099,5095.44413,50.90238095,32.72458,13.08844854,142.8
17,20,0,1,2,1,0,0,0,2011,155.2753939,3761.318821,36.776587304,37.75181318,5.174335824,199.85999999999999
18,20,0,2,2,1,0,0,0,2011,239.0897256,6421.457571,36.776587304,37.75181318,21.66746639,199.85999999999999
19,20,4,0,2,1,0,0,0,2011,107.2708554,2412.616192,36.776587304,18.85036711,8.2507387966,199.85999999999999
20,20,4,1,2,1,0,0,0,2011,81.46164776,1968.819666,36.776587304,32.923359702000006,3.789441415699105,199.85999999999999
21,20,4,2,2,1,0,0,0,2011,174.4089107,2930.628153,36.776587304,32.923359702000006,12.8766033258,199.85999999999999
22,20,2,0,2,1,0,0,0,2011,297.468536,9639.976735,36.776587304,36.02018503,8.29037384,199.85999999999999
23,20,2,1,2,1,0,0,0,2011,248.7483327,7504.660627,36.776587304,43.077637087999996,4.138896197,199.85999999999999
24,20,2,2,2,1,0,0,0,2011,370.9069928,11846.24854,36.776587304,43.077637087999996,15.030459,199.85999999999999
25,20,3,0,2,1,0,0,0,2011,161.6767369,4584.786725,36.776587304,57.64453585,4.93047941,199.85999999999999
26,20,3,1,2,1,0,0,0,2011,134.7492247,3267.514995,36.776587304,66.304261638,3.0212362371052635,199.85999999999999
27,20,3,2,2,1,0,0,0,2011,203.3140051,5877.314008,36.776587304,66.304261638,7.969602676,199.85999999999999
28,20,5,0,2,1,0,0,0,2011,220.92641334,6592.290651400001,36.776587304,50.16820858,12.7099489498,199.85999999999999
29,20,1,0,2,1,0,0,0,2011,188.4665734,5096.044359,36.776587304,19.66626083,18.76316311,199.85999999999999
30,20,1,1,2,1,0,0,0,2011,151.265635,3818.693508,36.776587304,26.881755707999996,7.956069061,199.85999999999999
31,20,1,2,2,1,0,0,0,2011,238.2303727,6347.941352,36.776587304,26.881755707999996,30.31782951,199.85999999999999
32,20,0,0,2,1,0,0,0,2012,181.977635,4920.523665,50.90238095,32.72458,12.87254119,152.9
33,20,0,1,2,1,0,0,0,2012,143.1146835,3665.71229,36.776587303999996,37.75181318,5.818541565,183.04000000000002
34,20,0,2,2,1,0,0,0,2012,238.7645226,6185.547362,36.776587303999996,37.75181318,20.86608578,183.04000000000002
35,20,4,0,2,1,0,0,0,2012,144.469644,2499.317653,36.776587303999996,18.85036711,8.646791475812499,183.04000000000002
36,20,4,1,2,1,0,0,0,2012,105.6240605,2013.085946,36.776587304,32.923359702,4.877509351977287,183.04
37,20,4,2,2,1,0,0,0,2012,216.3289768,3048.157932,36.776587304,32.923359702,14.293696273999998,183.04
38,20,2,0,2,1,0,0,0,2012,291.7200033,9384.397512,36.776587303999996,36.02018503,8.848003259,183.04000000000002
