,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Low Birthweight,Deaths | Deaths from All Causes,Education | College Graduates,Housing | Renters vs. Owners,Language and Nativity | Primarily Speak English,Race/Ethnicity | Minority Population,Substance Use | Drug Overdose Deaths
0,20,0,0,2,1,0,0,0,2010,7.836413514,688.4098865,44.78169182,1.21912036,76.890041168,51.36841684,14.8143794
1,20,0,1,2,1,0,0,0,2010,8.9041411606,587.9776467,32.930064706,0.7842145078,76.89004116799998,47.869648176000005,12.11040148
2,20,0,2,2,1,0,0,0,2010,8.9041411606,829.423526,32.930064706,0.7842145078,76.89004116799998,47.869648176000005,17.45165182
3,20,4,0,2,1,0,0,0,2010,8.785405665,392.403955,70.57371383,1.438026162,76.89004116799998,47.869648176000005,4.263229135596298
4,20,4,1,2,1,0,0,0,2010,8.377893327199999,304.9997472,51.337292473999995,0.7927632175999999,76.890041168,47.86964817599999,3.4423948475841906
5,20,4,2,2,1,0,0,0,2010,8.377893327199999,591.412447,51.337292473999995,0.7927632175999999,76.890041168,47.86964817599999,5.7299744837356394
6,20,2,0,2,1,0,0,0,2010,14.07894737,910.4160578,21.48810121,2.128226478,76.89004116799998,47.869648176000005,23.6023676
7,20,2,1,2,1,0,0,0,2010,14.11473503,762.6494237,19.02868172,1.5856791985999998,76.890041168,47.86964817599999,10.478043816000001
8,20,2,2,2,1,0,0,0,2010,14.11473503,1153.246434,19.02868172,1.5856791985999998,76.890041168,47.86964817599999,33.41172603
9,20,3,0,2,1,0,0,0,2010,7.56941213,656.1195646,18.17644689,1.887775144,76.89004116799998,47.869648176000005,7.564694252
10,20,3,1,2,1,0,0,0,2010,6.9277733364,534.7145243,13.7450423104,1.3588212523999998,76.890041168,47.86964817599999,6.193495205
11,20,3,2,2,1,0,0,0,2010,6.9277733364,871.7253644,13.7450423104,1.3588212523999998,76.890041168,47.86964817599999,8.806397742
12,20,5,0,2,1,0,0,0,2010,8.9041411606,769.71322418,21.33956386,0.992924528,76.89004116799998,47.869648176000005,13.7006280508
13,20,1,0,2,1,0,0,0,2010,6.654777548,694.3818927,59.29115765,0.917442119,76.89004116799998,47.869648176000005,19.10024526
14,20,1,1,2,1,0,0,0,2010,7.441892136200001,599.2314014,42.861002944,0.5459328623999999,76.890041168,47.86964817599999,16.27051623
15,20,1,2,2,1,0,0,0,2010,7.441892136200001,821.344639,42.861002944,0.5459328623999999,76.890041168,47.86964817599999,21.94356713
16,20,0,0,2,1,0,0,0,2011,7.858909405,699.6835869,44.78169182,1.21912036,76.89004116799998,51.36841684,15.11811444
17,20,0,1,2,1,0,0,0,2011,8.8430599316,602.0807624,32.930064706,0.7842145078,76.890041168,47.869648176000005,11.30281136
18,20,0,2,2,1,0,0,0,2011,8.8430599316,829.6485983,32.930064706,0.7842145078,76.890041168,47.869648176000005,18.85154215
19,20,4,0,2,1,0,0,0,2011,9.057639524,428.0523093,70.57371383,1.438026162,76.890041168,47.869648176000005,4.431188287098787
20,20,4,1,2,1,0,0,0,2011,8.5929940272,369.4268738,51.337292474,0.7927632175999999,76.890041168,47.869648176000005,3.443500759143084
21,20,4,2,2,1,0,0,0,2011,8.5929940272,587.0556116,51.337292474,0.7927632175999999,76.890041168,47.869648176000005,7.023183610972697
22,20,2,0,2,1,0,0,0,2011,14.21554464,934.5903642,21.48810121,2.128226478,76.890041168,47.869648176000005,24.5217964
23,20,2,1,2,1,0,0,0,2011,13.989898173999999,781.6096055,19.02868172,1.5856791985999998,76.890041168,47.869648176000005,12.82382763
24,20,2,2,2,1,0,0,0,2011,13.989898173999999,1169.305635,19.02868172,1.5856791985999998,76.890041168,47.869648176000005,37.65543617
25,20,3,0,2,1,0,0,0,2011,7.353865493,633.4655996,18.17644689,1.887775144,76.890041168,47.869648176000005,7.376021926
26,20,3,1,2,1,0,0,0,2011,6.800609623200001,541.4525058,13.745042310399999,1.3588212523999998,76.890041168,47.869648176000005,5.675901623
27,20,3,2,2,1,0,0,0,2011,6.800609623200001,761.5322893,13.745042310399999,1.3588212523999998,76.890041168,47.869648176000005,8.963606385
28,20,5,0,2,1,0,0,0,2011,8.8430599316,773.357402,21.33956386,0.992924528,76.890041168,47.869648176000005,14.6078339546
29,20,1,0,2,1,0,0,0,2011,6.872830937,710.1527407,59.29115765,0.917442119,76.890041168,47.869648176000005,19.57379054
30,20,1,1,2,1,0,0,0,2011,7.4331644338,612.0382078,42.861002944,0.5459328624,76.890041168,47.869648176000005,15.118546
31,20,1,2,2,1,0,0,0,2011,7.4331644338,837.9315666,42.861002944,0.5459328624,76.890041168,47.869648176000005,23.88386943
32,20,0,0,2,1,0,0,0,2012,7.89372167,684.6948663,44.78169182,1.21912036,76.89004116799998,51.36841684,15.69225375
33,20,0,1,2,1,0,0,0,2012,8.717220637999999,577.6089002,32.930064706,0.7842145078,76.89004116800001,47.869648176000005,11.16146548
34,20,0,2,2,1,0,0,0,2012,8.717220637999999,831.5252262,32.930064706,0.7842145078,76.89004116800001,47.869648176000005,20.02693682
35,20,4,0,2,1,0,0,0,2012,9.134045077,509.6216769,70.57371383,1.438026162,76.89004116800001,47.869648176000005,5.1776527479001855
36,20,4,1,2,1,0,0,0,2012,8.4758064294,463.0506898,51.337292473999995,0.7927632175999999,76.89004116800001,47.86964817599999,3.4437243944565306
37,20,4,2,2,1,0,0,0,2012,8.4758064294,596.5970299,51.337292473999995,0.7927632175999999,76.89004116800001,47.86964817599999,6.888395442515823
38,20,2,0,2,1,0,0,0,2012,14.47102912,897.0170816,21.48810121,2.128226478,76.89004116800001,47.869648176000005,25.11766452
39,20,2,1,2,1,0,0,0,2012,13.703331278000002,754.7887879,19.02868172,1.5856791986,76.89004116800001,47.86964817599999,12.49323931
40,20,2,2,2,1,0,0,0,2012,13.703331278000002,1113.982678,19.02868172,1.5856791986,76.89004116800001,47.86964817599999,38.56731993
