,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | Heart Disease Deaths,Deaths | Racial Disparity in Police Killings,"Housing | Homeless, Children",Income-related | Unemployment,Population | Children,Sexually Transmitted Disease | Syphilis Prevalence
0,20,0,0,2,1,0,0,0,2010,139.0183077,4.16935343,19.003515628000002,7.334555582,22.04468091,8.1
1,20,0,1,2,1,0,0,0,2010,104.0132076,1.8283455162000002,19.003515628,8.922050508,25.097813772000002,9.02
2,20,0,2,2,1,0,0,0,2010,188.1989692,1.8283455162000002,19.003515628,8.922050508,25.097813772000002,9.02
3,20,4,0,2,1,0,0,0,2010,69.61796231,1.8283455162000002,19.003515628,6.419018225,25.097813772000002,9.02
4,20,4,1,2,1,0,0,0,2010,64.55852781142858,1.8283455162,19.003515627999995,6.068454469000001,25.097813771999995,9.02
5,20,4,2,2,1,0,0,0,2010,111.1121059,1.8283455162,19.003515627999995,6.068454469000001,25.097813771999995,9.02
6,20,2,0,2,1,0,0,0,2010,205.9905324,1.8283455162000002,19.003515628,12.96263762,25.097813772000002,9.02
7,20,2,1,2,1,0,0,0,2010,165.9694955,1.8283455162,19.003515627999995,14.832336554,25.097813771999995,9.02
8,20,2,2,2,1,0,0,0,2010,263.8762244,1.8283455162,19.003515627999995,14.832336554,25.097813771999995,9.02
9,20,3,0,2,1,0,0,0,2010,125.7703287,1.8283455162000002,19.003515628,9.00269075,25.097813772000002,9.02
10,20,3,1,2,1,0,0,0,2010,93.68691194,1.8283455162,19.003515627999995,9.9329377856,25.097813771999995,9.02
11,20,3,2,2,1,0,0,0,2010,185.8230248,1.8283455162,19.003515627999995,9.9329377856,25.097813771999995,9.02
12,20,5,0,2,1,0,0,0,2010,165.84611292,1.8283455162000002,19.003515628,7.829457364,25.097813772000002,9.02
13,20,1,0,2,1,0,0,0,2010,139.377853,1.8283455162000002,19.003515628,5.62352146,25.097813772000002,9.02
14,20,1,1,2,1,0,0,0,2010,103.8914782,1.8283455162,19.003515627999995,6.551229945600001,25.097813771999995,9.02
15,20,1,2,2,1,0,0,0,2010,187.8922057,1.8283455162,19.003515627999995,6.551229945600001,25.097813771999995,9.02
16,20,0,0,2,1,0,0,0,2011,139.7086185,4.16935343,19.003515628,7.334555582,22.04468091,9.4
17,20,0,1,2,1,0,0,0,2011,105.2340192,1.8283455162000002,19.003515628000002,8.922050508,25.097813772000002,8.819999999999999
18,20,0,2,2,1,0,0,0,2011,188.1766372,1.8283455162000002,19.003515628000002,8.922050508,25.097813772000002,8.819999999999999
19,20,4,0,2,1,0,0,0,2011,64.71926676,1.8283455162000002,19.003515628000002,6.419018225,25.097813772000002,8.819999999999999
20,20,4,1,2,1,0,0,0,2011,33.56591948,1.8283455162000002,19.003515628000002,6.068454469000001,25.097813772,8.82
21,20,4,2,2,1,0,0,0,2011,125.7363129,1.8283455162000002,19.003515628000002,6.068454469000001,25.097813772,8.82
22,20,2,0,2,1,0,0,0,2011,217.8581687,1.8283455162000002,19.003515628000002,12.96263762,25.097813772000002,8.819999999999999
23,20,2,1,2,1,0,0,0,2011,175.7746799,1.8283455162000002,19.003515628000002,14.832336554,25.097813772,8.82
24,20,2,2,2,1,0,0,0,2011,276.8467464,1.8283455162000002,19.003515628000002,14.832336554,25.097813772,8.82
25,20,3,0,2,1,0,0,0,2011,114.0278388,1.8283455162000002,19.003515628000002,9.00269075,25.097813772000002,8.819999999999999
26,20,3,1,2,1,0,0,0,2011,84.12630367,1.8283455162000002,19.003515628000002,9.9329377856,25.097813772,8.82
27,20,3,2,2,1,0,0,0,2011,160.7634714,1.8283455162000002,19.003515628000002,9.9329377856,25.097813772,8.82
28,20,5,0,2,1,0,0,0,2011,164.82000263999998,1.8283455162000002,19.003515628000002,7.829457364,25.097813772000002,8.819999999999999
29,20,1,0,2,1,0,0,0,2011,140.321276,1.8283455162000002,19.003515628000002,5.62352146,25.097813772000002,8.819999999999999
30,20,1,1,2,1,0,0,0,2011,104.8747224,1.8283455162000002,19.003515628000002,6.551229945600001,25.097813772,8.82
31,20,1,2,2,1,0,0,0,2011,189.2742892,1.8283455162000002,19.003515628000002,6.551229945600001,25.097813772,8.82
32,20,0,0,2,1,0,0,0,2012,132.3757854,4.16935343,19.003515628,7.334555582,22.04468091,12.5
33,20,0,1,2,1,0,0,0,2012,96.8234481,1.8283455162000002,19.003515628,8.922050508000002,25.097813772000002,9.2
34,20,0,2,2,1,0,0,0,2012,184.8739733,1.8283455162000002,19.003515628,8.922050508000002,25.097813772000002,9.2
35,20,4,0,2,1,0,0,0,2012,89.97281466,1.8283455162000002,19.003515628,6.419018225,25.097813772000002,9.2
36,20,4,1,2,1,0,0,0,2012,63.53169085,1.8283455162,19.003515628,6.068454469000001,25.097813771999995,9.199999999999998
37,20,4,2,2,1,0,0,0,2012,134.9958126,1.8283455162,19.003515628,6.068454469000001,25.097813771999995,9.199999999999998
38,20,2,0,2,1,0,0,0,2012,217.6626223,1.8283455162000002,19.003515628,12.96263762,25.097813772000002,9.2
39,20,2,1,2,1,0,0,0,2012,179.0364252,1.8283455162,19.003515628,14.832336554,25.097813771999995,9.199999999999998
40,20,2,2,2,1,0,0,0,2012,278.0308404,1.8283455162,19.003515628,14.832336554,25.097813771999995,9.199999999999998
41,20,3,0,2,1,0,0,0,2012,104.562671,1.8283455162000002,19.003515628,9.00269075,25.097813772000002,9.2
42,20,3,1,2,1,0,0,0,2012,74.8201624,1.8283455162,19.003515628,9.9329377856,25.097813771999995,9.199999999999998
43,20,3,2,2,1,0,0,0,2012,146.8095345,1.8283455162,19.003515628,9.9329377856,25.097813771999995,9.199999999999998
44,20,5,0,2,1,0,0,0,2012,162.73421238,1.8283455162000002,19.003515628,7.829457364,25.097813772000002,9.2
45,20,1,0,2,1,0,0,0,2012,131.1414257,1.8283455162000002,19.003515628,5.62352146,25.097813772000002,9.2
46,20,1,1,2,1,0,0,0,2012,92.20759577,1.8283455162,19.003515628,6.551229945599999,25.097813771999995,9.199999999999998
47,20,1,2,2,1,0,0,0,2012,188.4800306,1.8283455162,19.003515628,6.551229945599999,25.097813771999995,9.199999999999998
48,20,0,0,2,1,0,0,0,2013,133.8460365,4.16935343,19.003515628,4.356137062,21.20326402,11.4
49,20,0,1,2,1,0,0,0,2013,102.5222066,1.8283455162000002,19.003515628,5.9153567138,24.481723468000002,9.540000000000001
50,20,0,2,2,1,0,0,0,2013,176.2367065,1.8283455162000002,19.003515628,5.9153567138,24.481723468000002,9.540000000000001
51,20,4,0,2,1,0,0,0,2013,87.90382599,1.8283455162000002,19.003515628,2.463322355,24.481723468000002,9.540000000000001
52,20,4,1,2,1,0,0,0,2013,67.26308049,1.8283455162000002,19.003515628,4.584265140199999,24.481723467999995,9.54
53,20,4,2,2,1,0,0,0,2013,132.0787428,1.8283455162000002,19.003515628,4.584265140199999,24.481723467999995,9.54
54,20,2,0,2,1,0,0,0,2013,235.196049,1.8283455162000002,19.003515628,8.472054787,24.481723468000002,9.540000000000001
55,20,2,1,2,1,0,0,0,2013,185.9885008,1.8283455162000002,19.003515628,10.4256049618,24.481723467999995,9.54
56,20,2,2,2,1,0,0,0,2013,310.9291019,1.8283455162000002,19.003515628,10.4256049618,24.481723467999995,9.54
57,20,3,0,2,1,0,0,0,2013,100.740116,1.8283455162000002,19.003515628,4.565277524,24.481723468000002,9.540000000000001
58,20,3,1,2,1,0,0,0,2013,73.52056699,1.8283455162000002,19.003515628,6.0455114604,24.481723467999995,9.54
59,20,3,2,2,1,0,0,0,2013,135.4268309,1.8283455162000002,19.003515628,6.0455114604,24.481723467999995,9.54
60,20,5,0,2,1,0,0,0,2013,160.54294602,1.8283455162000002,19.003515628,3.927492447,24.481723468000002,9.540000000000001
61,20,1,0,2,1,0,0,0,2013,133.8744583,1.8283455162000002,19.003515628,3.785750633,24.481723468000002,9.540000000000001
62,20,1,1,2,1,0,0,0,2013,100.0173633,1.8283455162000002,19.003515628,4.2656497992,24.481723467999995,9.54
63,20,1,2,2,1,0,0,0,2013,180.251321,1.8283455162000002,19.003515628,4.2656497992,24.481723467999995,9.54
64,20,0,0,2,1,0,0,0,2014,132.4102425,4.16935343,19.003515628,4.356137062,21.20326402,16.8
65,20,0,1,2,1,0,0,0,2014,102.1555989,1.8283455162000002,19.003515628000002,5.9153567138,24.481723468000002,12.559999999999999
66,20,0,2,2,1,0,0,0,2014,172.2223484,1.8283455162000002,19.003515628000002,5.9153567138,24.481723468000002,12.559999999999999
67,20,4,0,2,1,0,0,0,2014,73.7397825,1.8283455162000002,19.003515628000002,2.463322355,24.481723468000002,12.559999999999999
68,20,4,1,2,1,0,0,0,2014,82.47054738,1.8283455162,19.003515628000006,4.584265140199999,24.481723467999995,12.559999999999997
69,20,4,2,2,1,0,0,0,2014,70.60458407,1.8283455162,19.003515628000006,4.584265140199999,24.481723467999995,12.559999999999997
70,20,2,0,2,1,0,0,0,2014,218.6243007,1.8283455162000002,19.003515628000002,8.472054787,24.481723468000002,12.559999999999999
71,20,2,1,2,1,0,0,0,2014,167.5348309,1.8283455162,19.003515628000006,10.4256049618,24.481723467999995,12.559999999999997
72,20,2,2,2,1,0,0,0,2014,314.1118738,1.8283455162,19.003515628000006,10.4256049618,24.481723467999995,12.559999999999997
73,20,3,0,2,1,0,0,0,2014,109.539317,1.8283455162000002,19.003515628000002,4.565277524,24.481723468000002,12.559999999999999
74,20,3,1,2,1,0,0,0,2014,83.09797306,1.8283455162,19.003515628000006,6.0455114604,24.481723467999995,12.559999999999997
