,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Breast Cancer Deaths,Deaths | Maternal Deaths,"Health Insurance | Uninsured, Child",Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Respiratory Infection | COVID-19 Deaths,Transportation | Public Transportation Use
0,20,0,0,2,1,0,0,0,2010,19.97068927,16.82868955,7.5391952218,51.89652475,78.582282162,81.631995194,4.673878794
1,20,0,1,2,1,0,0,0,2010,22.045214814,26.548230788,7.539195221799999,49.381717372,81.016276504,64.41993878999999,2.7980668254
2,20,0,2,2,1,0,0,0,2010,22.045214814,26.548230788,7.539195221799999,49.381717372,75.84261704000001,106.694299706,2.7980668254
3,20,4,0,2,1,0,0,0,2010,18.363086025600268,15.903100407562885,8.8048987744,49.381717372,84.75291377799999,122.230847356,3.1085338584
4,20,4,1,2,1,0,0,0,2010,17.60030224296105,15.936248786116126,8.8048987744,49.38171737199999,87.07174489172715,60.144488149499615,3.1085338584
5,20,4,2,2,1,0,0,0,2010,17.60030224296105,15.936248786116126,8.8048987744,49.38171737199999,81.97423148268366,150.42974831613492,3.1085338584
6,20,2,0,2,1,0,0,0,2010,39.89371387,64.9266329,6.361226370400001,49.381717372,74.38548311599999,117.453942528,5.4666990452
7,20,2,1,2,1,0,0,0,2010,32.65391664938849,52.145638608,6.3612263704,49.38171737199999,77.460569236,85.451087866,5.466699045199999
8,20,2,2,2,1,0,0,0,2010,32.65391664938849,52.145638608,6.3612263704,49.38171737199999,70.87810631800001,188.48850950000002,5.466699045199999
9,20,3,0,2,1,0,0,0,2010,8.807824841,20.48891678,12.5642213676,49.381717372,82.532178905,153.74106616,2.1753453788000003
10,20,3,1,2,1,0,0,0,2010,14.794472396685684,18.990953853972165,12.5642213676,49.38171737199999,83.78353530449999,115.27012858575576,2.1753453787999995
11,20,3,2,2,1,0,0,0,2010,14.794472396685684,18.990953853972165,12.5642213676,49.38171737199999,79.5091596515,201.45379964,2.1753453787999995
12,20,5,0,2,1,0,0,0,2010,22.045214814,26.548230788,8.257334539399999,49.381717372,78.58228216200001,81.631995194,4.927989031399999
13,20,1,0,2,1,0,0,0,2010,20.74383132,34.49716332333333,4.137506019400001,49.381717372,78.869021116,57.97952736800001,1.3541316512000001
14,20,1,1,2,1,0,0,0,2010,21.61053542,33.26527653839874,4.1375060194,49.38171737199999,81.281604384,48.794372544,1.3541316512
15,20,1,2,2,1,0,0,0,2010,21.61053542,33.26527653839874,4.1375060194,49.38171737199999,76.1807187,73.09744846,1.3541316512
16,20,0,0,2,1,0,0,0,2011,20.91776589,16.82868955,7.539195221799999,51.89652475,80.50109886,81.63199519400001,4.673878794
17,20,0,1,2,1,0,0,0,2011,22.53729079,26.548230788,7.539195221799998,49.381717372000004,82.45927815,64.41993879,2.7980668254
18,20,0,2,2,1,0,0,0,2011,22.53729079,26.548230788,7.539195221799998,49.381717372000004,78.22134324,106.694299706,2.7980668254
19,20,4,0,2,1,0,0,0,2011,17.772481325625,11.96557216,8.804898774400002,49.381717372000004,84.752913778,122.23084735600003,3.1085338584
20,20,4,1,2,1,0,0,0,2011,15.052484635773094,11.965572159999997,8.8048987744,49.38171737199999,87.07100835442334,60.152111774054006,3.1085338583999995
21,20,4,2,2,1,0,0,0,2011,15.052484635773094,11.965572159999997,8.8048987744,49.38171737199999,81.97349149741153,150.47401776568108,3.1085338583999995
22,20,2,0,2,1,0,0,0,2011,39.11484179,64.9266329,6.3612263704,49.381717372000004,75.31647384,117.453942528,5.4666990452
23,20,2,1,2,1,0,0,0,2011,32.52014381416712,52.145638608,6.361226370400001,49.38171737199999,78.2802917,85.451087866,5.4666990451999995
24,20,2,2,2,1,0,0,0,2011,32.52014381416712,52.145638608,6.361226370400001,49.38171737199999,72.30786938,188.48850950000002,5.4666990451999995
25,20,3,0,2,1,0,0,0,2011,10.1322591,20.48891678,12.564221367599998,49.381717372000004,81.29923093,153.74106616000003,2.1753453788000003
26,20,3,1,2,1,0,0,0,2011,14.796047497346756,18.242882359649414,12.564221367599998,49.38171737199999,83.13909168,115.29149278388974,2.1753453788000003
27,20,3,2,2,1,0,0,0,2011,14.796047497346756,18.242882359649414,12.564221367599998,49.38171737199999,78.97747303,201.45379964000003,2.1753453788000003
28,20,5,0,2,1,0,0,0,2011,22.53729079,26.548230788,8.2573345394,49.381717372000004,78.582282162,81.631995194,4.9279890314
29,20,1,0,2,1,0,0,0,2011,21.78891126,34.49716332333333,4.1375060194,49.381717372000004,80.69948646,57.97952736800001,1.3541316512000001
30,20,1,1,2,1,0,0,0,2011,21.85602309,32.80856567185162,4.1375060194,49.38171737199999,82.67058606,48.79437254400001,1.3541316512
31,20,1,2,2,1,0,0,0,2011,21.85602309,32.80856567185162,4.1375060194,49.38171737199999,78.47511674,73.09744846000001,1.3541316512
32,20,0,0,2,1,0,0,0,2012,21.71184809,16.82868955,7.539195221799999,51.89652475,80.36717788,81.631995194,4.673878794
33,20,0,1,2,1,0,0,0,2012,22.506280057999998,26.548230788,7.539195221800001,49.381717372,82.2135191,64.41993879,2.7980668254000003
34,20,0,2,2,1,0,0,0,2012,22.506280057999998,26.548230788,7.539195221800001,49.381717372,78.32175576,106.69429970599998,2.7980668254000003
35,20,4,0,2,1,0,0,0,2012,22.44944925,11.965572160000002,8.8048987744,49.381717372,84.44907136599998,122.230847356,3.1085338584
36,20,4,1,2,1,0,0,0,2012,15.92709743342951,11.965572159999999,8.8048987744,49.38171737199999,87.49149200719935,60.16690803832581,3.1085338584000004
37,20,4,2,2,1,0,0,0,2012,15.92709743342951,11.965572159999999,8.8048987744,49.38171737199999,82.58006167903461,150.55986702254836,3.1085338584000004
38,20,2,0,2,1,0,0,0,2012,44.28433098,64.9266329,6.3612263704,49.381717372,75.82067117,117.45394252800001,5.4666990452
39,20,2,1,2,1,0,0,0,2012,34.355044033639295,52.145638608,6.361226370400001,49.38171737199999,77.83185279,85.451087866,5.4666990452
40,20,2,2,2,1,0,0,0,2012,34.355044033639295,52.145638608,6.361226370400001,49.38171737199999,73.7513485,188.4885095,5.4666990452
41,20,3,0,2,1,0,0,0,2012,13.9976978,20.48891678,12.564221367599998,49.381717372,81.02969536,153.74106616,2.1753453788000003
42,20,3,1,2,1,0,0,0,2012,14.772052796553067,18.242882359649414,12.564221367600002,49.38171737199999,82.15248709,115.33285506208925,2.1753453788000003
43,20,3,2,2,1,0,0,0,2012,14.772052796553067,18.242882359649414,12.564221367600002,49.38171737199999,79.7832335,201.45379964,2.1753453788000003
44,20,5,0,2,1,0,0,0,2012,22.506280057999998,26.548230788,8.2573345394,49.381717372,78.46766259,81.631995194,4.9279890314
45,20,1,0,2,1,0,0,0,2012,21.27537129,34.49716332333333,4.1375060194,49.381717372,80.36207996,57.979527368,1.3541316512000001
46,20,1,1,2,1,0,0,0,2012,21.379527749999998,34.88475128252708,4.137506019400001,49.38171737199999,82.81363044,48.794372544,1.3541316512000001
47,20,1,2,2,1,0,0,0,2012,21.379527749999998,34.88475128252708,4.137506019400001,49.38171737199999,77.66173632,73.09744846,1.3541316512000001
48,20,0,0,2,1,0,0,0,2013,20.72263379,16.82868955,9.210757003,60.91010001,80.16394266,81.63199519399998,3.926704648
49,20,0,1,2,1,0,0,0,2013,22.418099746000003,26.548230788,7.5391952218,55.060188542000006,82.37877015,64.41993879,2.3751159135999997
50,20,0,2,2,1,0,0,0,2013,22.418099746000003,26.548230788,7.5391952218,55.060188542000006,77.83498983,106.69429970599998,2.3751159135999997
51,20,4,0,2,1,0,0,0,2013,17.289629018800003,11.965572160000002,4.82813749,55.060188542000006,84.652969108,122.23084735599998,6.128737731
52,20,4,1,2,1,0,0,0,2013,14.537587122949743,11.965572159999999,8.804898774400002,55.060188542,86.91138318671614,60.197900862810364,3.1085338584000004
53,20,4,2,2,1,0,0,0,2013,14.537587122949743,11.965572159999999,8.804898774400002,55.060188542,82.57350455969839,150.7393877704339,3.1085338584000004
54,20,2,0,2,1,0,0,0,2013,39.91946424,64.9266329,8.637688349,55.060188542000006,75.87652238,117.45394252799997,8.32308792
55,20,2,1,2,1,0,0,0,2013,34.01996624295535,52.145638608,6.3612263704,55.060188542,78.97535044,85.451087866,5.4666990451999995
