,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Active Transportation | Walking to Work,Birth Control | Teen Birth Control,Births | Low Birthweight,Births | Preterm Births,Births | Teen Births,Cancer | All Cancer Deaths,Cancer | Breast Cancer Deaths,Cancer | Colorectal Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Cardiovascular Disease | Heart Disease Deaths,Crime Incidents | Homicides,Crime Incidents | Violent Crime,Deaths | Deaths from All Causes,Deaths | Gun Deaths (Firearms),Deaths | Infant Deaths,Deaths | Injury Deaths,Deaths | Maternal Deaths,Deaths | Motor Vehicle Deaths,Deaths | Premature Death,Deaths | Racial Disparity in Police Killings,Diabetes and Obesity | Diabetes Deaths,Disability | People with Disabilities,Education | College Graduates,Education | Preschool Enrollment,Food Access | Limited Supermarket Access,"Health Insurance | Uninsured, All Ages","Health Insurance | Uninsured, Child",Heat and Disasters | Climate-related  Disasters,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Heat and Disasters | Longer Summers,"Housing | Homeless, Children","Housing | Homeless, Total",Housing | Owner Occupied Housing,Housing | Renters vs. Owners,Housing | Vacant Housing and Homelessness,Income Inequality | Household Income Inequality,Income Inequality | Income Inequality,Income | Households with Higher-Incomes,Income | Per-capita Household Income,Income-related | Service Workers,Income-related | Unemployment,Language and Nativity | Foreign Born Population,Language and Nativity | Primarily Speak Chinese,Language and Nativity | Primarily Speak English,Language and Nativity | Primarily Speak Spanish,Lead Poisoning | Child Lead Levels 5+ mcg/dL,Lead Poisoning | Housing Lead Risk,Life Expectancy at Birth | Life Expectancy,Mental Health | Adult Mental Distress,Mental Health | Suicide,Oral Health | Dental Care,Physical Activity | Teen Computer Time,Physical Activity | Teen Physical Education,Physical Activity | Teen TV Time,Population | Children,Population | Population Density,Population | Single-Parent Families,Race/Ethnicity | Minority Population,"Racial Segregation Indices | Racial Segregation, White and Asian","Racial Segregation Indices | Racial Segregation, White and Black","Racial Segregation Indices | Racial Segregation, White and Hispanic","Racial Segregation Indices | Racial Segregation, White and Non-White",Respiratory Disease | Teen Asthma,Respiratory Infection | COVID-19 Deaths,"Respiratory Infection | COVID-19 Vaccination, Adults","Respiratory Infection | COVID-19 Vaccination, Seniors","Respiratory Infection | Flu Vaccinations, Medicare",Respiratory Infection | New Tuberculosis Cases,Sexually Transmitted Disease | New Chlamydia Cases,Sexually Transmitted Disease | New Gonorrhea Cases,Sexually Transmitted Disease | Syphilis Prevalence,"Sexually Transmitted Disease | Syphilis, Newborns",Substance Use | Adult Smoking,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths,Transportation | Lack of Car,Transportation | Longer Driving Commute Time,Transportation | Public Transportation Use
236,5,0,2,0,0,0,1,2011,,,,,,,,,,,,,,,,,,,,,,,,28.2382134,9.612817089,,,,,,,,,,40.6162465,1.462068966,,,,,19388.0,71.61749746,17.1163575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,3,1,2,0,0,0,0,2011,,,,,,,117.0817481,,10.14482701,15.1898212,156.6714864,105.9108429,1.573665463,,552.8091879,,,21.97438374,,7.418958084,3747.296437,,28.80797466,,,,,,,,,,,,,,,,,,,,,,,,,,,82.37017917,,1.873698462,,,,,,,,,,,,,,,,,,,,,,,,3.663014431,,,,
1694,1,1,3,1,0,0,0,2011,,,,,,,135.9693841,,12.13412248,31.35507868,149.1343768,109.385764,2.166113945,,600.5381666,2.123301553,,55.08169247,,3.479828464,4134.997012,,9.601886283,,,,,,,,,,,,,,,,,,,,,,,,,,,81.35355628,,10.27010799,,,,,,,,,,,,,,,,,,,,,,,,20.85638716,11.32899637,,,
6057,3,0,3,1,1,0,0,2011,,,18.5,5.800136581,,43.59369954,131.3201647,18.52952288,12.04129177,22.06113123,153.6470624,108.587981,2.245377843,,507.1238618,2.420415816,,25.00284824,,5.362459669,3861.506247,,28.71959453,7.191776185,16.96107014,,,,,,,,,,34.99475288,1.857571258,,,,,16823.0,51.81907699,12.13692533,,,,,,,84.11605403,,4.844144385,,28.3,44.5,37.9,,,,,,,,,17.6,,,,,,,,,,,6.16481786,3.380260215,,,
5221,4,2,1,0,1,1,1,2011,,,,,,,152.0601794,,,53.29877568,180.1141654,124.643539,8.514071113,,595.6638807,7.944475119,,45.97196898,,14.36101976,5081.593903,,15.9787575,,,,,,,,,,,,,,,,,,,,,,,,,,,81.29933143,,8.061368896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1,0,0,1,0,0,0,2011,,,,8.068039225,,38.35548379,215.267509,24.91739129,18.07106484,68.09892733,270.2415394,206.4533124,4.505886998,,943.030295,11.84569404,,72.20686109,31.41120897,10.26026813,8029.523934,,20.55269434,13.43574886,33.35641255,,,,,,,,,,66.742114,0.498304354,,,,,30083.0,33.06704708,8.332258956,,,,,,,76.22639779,,18.20237817,,,,,,,,,,,,,,,,,,,,,,,,25.74372471,8.340073039,,,
6469,4,2,3,1,0,0,0,2011,,,,,,,138.2916632,,12.59664256,35.77690545,144.8960199,94.4842133,2.332122897,,455.3844508,4.683865139,,29.24456917,,3.422065895,3373.80368,,23.74061271,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38058095,,9.35989338,,,,,,,,,,,,,,,,,,,,,,,,3.772200609,,,,
1071,1,2,0,0,0,0,1,2011,,,,,,,,,,,,,9.209846266,,,16.0575609,,127.622117,,10.42757278,13604.22127,,35.39774037,,,,,,,,,,,,,,,,,,,,,,,,,,,71.47394735,,26.60975307,,,,,,,,,,,,,,,,,,,,,,,,53.52100232,46.21608871,,,
643,4,0,2,1,0,0,0,2011,,,,10.23000343,,19.87967565,113.855878,,,21.09040971,195.1697627,109.7808847,,,560.7786277,,,27.79748659,,,2644.771007,,,3.854821178,54.35745938,,,,,,,,,,54.67841117,0.82887538,,,,,27452.0,33.93861893,7.481898632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,0,0,3,1,0,0,0,2011,0.408282072,1.870645994,,8.32250576,,36.57028318,168.2000054,23.11020609,18.00879311,48.47950793,235.4367975,189.6664709,5.34286627,741.3913447,773.4269751,12.93923185,,63.57786907,9.518747967,9.115149063,6369.454453,5.902330068,12.31678346,11.28752059,21.25412267,32.54735004,49.18581349,,,5.1,38.51351351,63.06666667,,,54.83680674,0.823592692,,-0.021798429,0.4506,52.38985163,26098.0,47.24770113,12.88883082,21.75280203,,,,,1.428461529,77.88013563,12.5,17.83627839,56.1,38.9,,30.8,25.34579776,4327.078109,14.19139578,52.44776663,25.80688973,37.47241055,46.29793197,36.1062471,25.3,,,,35.0,4.3,423.9,88.5,6.4,11.3,20.6,21.01901969,15.79001254,9.681636274,,3.970271477
5643,3,2,3,1,0,0,0,2011,,,,,,,130.463989,,,,159.378532,114.4020466,,,679.5649108,,,38.86026825,,,5270.612175,,72.16443923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13204291,,,,
4399,1,2,0,1,0,0,0,2011,,,,,,,186.2116319,,16.43230919,50.55393712,,,2.328809529,,837.1118673,5.562557353,,90.78202573,,6.084885159,6686.148095,,23.05727769,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6903911,,16.02745999,,,,,,,,,,,,,,,,,,,,,,,,18.42763481,12.202186,,,
5844,4,1,2,1,1,0,0,2011,,,,,,,130.1238387,,,31.77764219,244.3214811,,,,608.3386285,,,36.63279884,,,2870.347726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,0,2,2,1,0,0,0,2011,,,,,,,236.0669205,,20.51998459,64.51061275,296.1671619,225.7956711,10.78545214,,978.1559929,19.16689768,,73.65253704,,17.22663903,8561.291244,,29.8872606,,,,,,,,,,,,,,,,,,,,,,,,,,,74.42579547,,17.64361738,,,,,,,,,,,,,,,,,,,,,,,,12.23346649,4.410805834,,,
6048,0,0,3,1,1,0,0,2011,0.925598257,2.91551655,15.2,6.688249315,,24.75510266,157.028431,20.67117343,14.65461062,34.65141236,183.8128027,139.9322292,2.648176141,387.5712933,599.2112428,5.395858383,,43.82791444,4.853148149,5.637722749,4408.485859,3.362345432,18.32453871,8.581956936,41.36223711,57.29156779,34.94407494,,,27.95,25.89928058,27.95,,,48.30601763,1.07013546,,0.106492173,0.4669,60.37021465,33012.0,31.60781071,9.169288538,26.03087683,,,,3.050545536,12.02141823,81.71462965,11.2,12.16963986,64.5,31.7,41.7,33.0,21.35839385,4024.159312,9.797947572,55.28140735,48.26695424,60.20187941,57.51012538,47.62074449,21.8,,,,38.0,8.4,488.8,69.2,9.3,0.0,13.5,11.9816415,7.183508753,7.176527014,,3.894433042
441,3,0,1,1,0,1,1,2011,,,11.6,8.916741271,,34.96503497,111.7586336,,12.36406885,19.66121849,107.5156793,74.32623292,9.663997825,,401.5477186,6.598270854,,29.13525453,,,4255.838981,,11.41442367,13.22631973,17.20082427,,,,,,,,,,16.23668298,5.158893421,,,,,16925.0,54.9779846,14.67210342,,,,,,,86.12335714,,,,33.9,69.4,40.9,,,,,,,,,27.4,,,,,,,,,,,9.3358658,6.648965679,,,
6676,4,1,3,1,0,0,0,2011,,,,,,,114.0356937,,14.69175904,22.64881972,121.7124589,71.56660024,,,407.7882579,,,25.10025908,,,2301.881803,,20.58437561,,,,,,,,,,,,,,,,,,,,,,,,,,,86.32322387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,0,0,3,1,0,1,0,2011,3.37323697,9.861368216,17.2,7.002549108,,12.52794696,146.7243477,17.45049213,15.35837006,34.11417553,171.2649187,126.0535381,6.299214486,659.6285017,569.8711519,6.253485496,,50.30561481,,2.912446471,4647.291285,10.25772942,11.91400779,10.58233324,51.97133706,66.83343143,10.93336371,,,1.7,15.8974359,14.76666667,,,36.92652543,1.708080407,,0.175226427,0.5135,63.06672652,47278.0,26.9415383,8.044783836,35.69721017,,,,2.141735815,59.38711385,81.64565188,9.8,10.11644623,68.3,43.5,48.4,26.5,13.41409214,17225.7775,5.696531207,58.22458543,41.89700165,58.27193628,44.27007239,36.13405642,20.3,,,,40.0,13.2,585.3,275.8,47.5,11.3,13.0,18.97190017,9.741477122,30.51734103,,32.37243192
2526,1,1,2,0,1,0,1,2011,,,,,,,156.0086785,,12.91856032,40.34243829,180.8648638,129.6983364,3.646120454,,681.5162928,3.913947233,,51.31498239,,7.365804445,5572.31455,,11.89288386,,,,,,,,,,,,,,,,,,,,,,,,,,,80.62851701,,9.598095897,,,,,,,,,,,,,,,,,,,,,,,,15.60809106,9.239400239,,,
5016,2,2,2,1,0,0,0,2011,,,,,,,268.1030939,,20.3615563,72.85123569,362.3012778,241.6031868,49.61121073,,1188.149764,58.35446941,,136.512236,,23.86109015,14040.25512,,54.46253436,,,,,,,,,,,,,,,,,,,,,,,,,,,70.14819497,,20.24217519,,,,,,,,,,,,,,,,,,,,,,,,12.49610997,,,,
3562,3,1,3,1,1,0,1,2011,,,,,,,108.5811331,,10.18957164,11.66023384,169.235847,120.9131984,1.588777593,,463.8248828,0.711044806,,13.20195043,,4.243749891,2904.414898,,28.71815759,,,,,,,,,,,,,,,,,,,,,,,,,,,84.98490502,,1.197470251,,,,,,,,,,,,,,,,,,,,,,,,2.018062866,0.611236173,,,
4598,2,0,1,1,1,1,1,2011,,,15.6,11.48115256,,36.60623096,176.6262553,28.53779784,19.53887093,36.99361788,282.7538077,230.3411014,14.19387534,,736.3735319,10.75772293,,37.8657203,43.80078073,4.25494598,7620.770271,,37.22175623,11.59915016,20.99228736,,,,,,,,,,26.86831877,2.7218555,,,,,21574.0,45.61474934,14.07170598,,,,,,,78.65474026,,3.987020351,,46.3,18.7,49.7,,,,,,,,,25.1,,,,,,,,,,,9.351931712,3.940567667,,,
5021,1,0,2,1,0,0,0,2011,,,,8.063536151,,38.98379325,161.5653516,22.70615986,11.92421109,47.40232864,249.0871982,194.9907354,5.688268965,,826.4099045,14.44130672,,81.58333941,40.65683374,12.63539304,7591.61208,,24.16629766,14.97088985,33.63521026,,,,,,,,,,68.154841,0.467247206,,,,,33297.0,30.17006823,5.216392483,,,,,,,77.69749553,,19.0841986,,,,,,,,,,,,,,,,,,,,,,,,26.18934374,17.41724125,,,
3150,1,1,3,1,0,0,0,2011,,,,,,,169.0921198,,15.75149496,,198.3020848,153.8652789,3.021525183,,751.2697541,5.943913322,,56.65900279,,5.425547189,5802.066185,,8.935066156,,,,,,,,,,,,,,,,,,,,,,,,,,,79.21429082,,14.58872165,,,,,,,,,,,,,,,,,,,,,,,,28.86988202,22.67614665,,,
6894,1,1,3,0,0,0,0,2011,,,,,,,,,13.84145189,,,,2.828651841,,,7.809955756,,79.61337549,,9.134728171,7665.688719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.83562669,,16.77485908,,,,,,,,,,,,,,,,,,,,,,,,39.08415274,26.74247147,,,
20,4,1,2,1,0,0,0,2011,,,,,,,93.73147479,,,,81.46164776,33.56591948,,,369.4268738,,,19.18078167,,,1968.819666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,0,0,3,1,0,0,1,2011,1.070642096,2.841040797,,7.655269685,,33.64846823,170.5923156,24.2905594,17.99023401,39.51272221,292.5313069,229.2791443,6.497281731,610.8734186,770.7053333,8.457041694,,41.29190823,13.18652337,7.34371447,5770.972072,5.363943768,25.59375651,10.03310625,28.64269952,53.27624721,19.74365593,,,40.4,53.33333333,5.291666667,,,40.82121418,1.449706654,,-0.010204839,0.4767,52.4654991,26866.0,39.39937857,11.7491842,26.4100313,,,,2.295652174,36.53068134,78.81440295,13.1,9.512893918,59.5,,,,25.4678174,9215.10397,15.69837242,70.98162381,52.71223688,60.42966775,60.66213098,56.81241023,,,,,38.0,7.2,511.2,102.4,8.2,12.3,16.1,9.810514729,3.60703701,10.81131258,,7.491597126
6685,1,0,3,1,0,0,0,2011,,,5.7,5.463251832,,4.995908523,174.7487588,25.9535632,14.16168856,40.50861034,191.6767616,144.9558013,1.878826502,,691.0910961,6.868907503,,57.56027158,,5.169919644,4584.309076,,18.24604911,8.576460055,63.76069295,,,,,,,,,,52.04832441,0.921291437,,,,,50250.0,19.75751058,5.594154244,,,,,,,80.77695014,,15.45171896,,21.3,74.2,12.0,,,,,,,,,18.6,,,,,,,,,,,18.69911645,13.14949202,,,
1268,4,1,0,1,0,0,0,2011,,,,,,,116.3173874,,,,,132.6710257,,,,,,,,,2239.322225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,0,2,0,1,0,0,0,2011,,,,,,,233.5192789,,20.82500798,76.37983695,276.8028843,211.2221355,35.36158674,,990.8144623,45.30087007,,121.4705231,,17.22907299,10713.8712,,26.95729409,,,,,,,,,,,,,,,,,,,,,,,,,,,73.70920205,,22.72217347,,,,,,,,,,,,,,,,,,,,,,,,18.91113163,7.964094075,,,
6475,3,2,3,1,0,0,0,2011,,,,,,,145.1465106,,13.11041205,20.79450356,190.4170325,137.1408988,9.232695802,,656.1390718,8.923427844,,56.02331784,,10.5587703,5331.277211,,54.97752319,,,,,,,,,,,,,,,,,,,,,,,,,,,80.95949547,,8.768125396,,,,,,,,,,,,,,,,,,,,,,,,13.66408532,4.345685803,,,
2725,4,2,0,1,0,0,0,2011,,,,,,,,,,,,,,,,,,,,,7444.19731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,2,0,3,1,0,0,0,2011,,,,8.068269977,,25.02979738,214.6754125,,,,265.7478227,167.7325657,9.261142953,,810.1737751,,,54.32012552,,,7337.559754,,65.83535877,11.83456183,28.57513491,,,,,,,,,,36.7210961,1.723230258,,,,,27805.0,33.38748985,15.03419715,,,,,,,78.57320988,,,,,,,,,,,,,,,,,,,,,,,,,,18.336567,,,,
2107,3,2,2,0,0,0,0,2011,,,,,,,189.0970068,,17.99916074,26.99520729,235.6187068,176.9172668,4.174637607,,863.3040865,7.954499915,,66.33276623,,19.20081662,7686.33791,,41.87458081,,,,,,,,,,,,,,,,,,,,,,,,,,,76.89275947,,10.15328538,,,,,,,,,,,,,,,,,,,,,,,,10.71656693,7.426964626,,,
1266,0,2,0,1,0,0,0,2011,,,,,,,221.4901557,,21.08962373,72.52773264,305.7721407,239.135667,18.13983097,,1034.491052,24.20105977,,93.18740462,,12.5840411,9267.033579,,34.294016,,,,,,,,,,,,,,,,,,,,,,,,,,,73.59745098,,16.77681544,,,,,,,,,,,,,,,,,,,,,,,,26.25111831,18.26620339,,,
3764,4,1,2,1,0,0,0,2011,,,,,,,,,,,,,,,,,,,,,1341.595844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,2,1,0,1,0,0,0,2011,,,,,,,207.1821004,,18.50505768,,250.6886487,181.5051267,6.344937689,,825.8791512,4.627151499,,30.36393959,,5.24149032,7872.860892,,28.91017447,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59936633,,,,,,,,,,,,,,,,,,,,,,,,,,8.528646153,,,,
653,1,0,2,1,0,0,0,2011,,,7.1,7.094049904,,10.91135013,148.4681708,20.72319223,11.98828793,39.51107046,176.9882736,132.7893663,2.485958191,,665.2495366,9.301792851,,51.73648331,,6.205632819,4766.950338,,11.42060354,8.737177113,53.57631944,,,,,,,,,,71.16736801,0.405138377,,,,,46991.0,20.8801068,7.149596025,,,,,,,81.1590508,,16.06623889,,27.0,62.3,19.0,,,,,,,,,22.1,,,,,,,,,,,14.90034834,9.926377368,,,
5222,2,0,1,0,1,1,1,2011,,,21.1,13.05951731,,76.23235305,244.5143773,32.89265374,23.65722234,64.6197653,324.2773398,249.0910684,36.93102243,,1039.41378,35.25209498,,90.72809809,33.68209832,8.489835161,12135.27209,,31.79637396,17.65881633,12.55260227,,,,,,,,,,49.76182748,1.009572499,,,,,16751.0,47.74546037,18.76865356,,,,,,,72.72888494,,6.461117,,40.5,53.2,51.8,,,,,,,,,31.1,,,,,,,,,,,22.01697709,,,,
447,1,2,1,1,0,1,1,2011,,,,,,,227.1000247,,17.16286971,57.15759399,243.3855122,197.5100976,,,871.6762739,2.846213422,,67.23301048,,5.52278816,7173.924855,,20.53087544,,,,,,,,,,,,,,,,,,,,,,,,,,,76.88993106,,14.56798858,,,,,,,,,,,,,,,,,,,,,,,,33.55220692,21.8945139,,,
432,0,0,1,1,0,1,1,2011,1.654452238,15.05991885,13.8,9.008105624,,15.78875393,175.4600368,18.66614652,15.85002582,42.71431874,171.3694715,127.0432421,7.256871923,845.2440538,652.9578903,6.172793993,,44.55066052,14.29286072,3.968734913,5531.940264,-0.755277311,16.84734065,11.54479218,43.41957284,61.69873013,17.46198604,,,11.3,35.46511628,23.12142857,,,34.23788922,1.920740802,,-0.031607855,0.532,52.19618502,33589.0,31.52940164,10.26016664,26.69503697,,,,2.640492155,61.99892145,80.6328599,13.6,7.114662,65.8,38.1,68.3,42.0,16.88969148,12826.49187,12.65037957,52.96936072,38.28071163,70.99788985,55.28552415,52.32809501,28.3,,,,44.0,6.9,843.3,117.1,13.7,0.0,17.8,15.3301375,9.778366118,36.2571571,,33.04060642
5425,0,1,3,1,1,0,1,2011,,,,,,,123.723482,,11.26324346,31.68496966,155.1763316,108.8521269,3.27817527,,576.4745774,3.584148998,,46.43261155,,6.43066227,4348.846538,,23.72994506,,,,,,,,,,,,,,,,,,,,,,,,,,,82.29464491,,6.277392608,,,,,,,,,,,,,,,,,,,,,,,,16.03898755,6.341941827,,,
3355,3,2,3,1,0,0,1,2011,,,,,,,153.1997889,,25.59863145,25.1909369,220.5631198,162.8499149,8.276223268,,684.3635597,9.924764222,,42.3729992,,9.976135569,5326.798087,,35.65060597,,,,,,,,,,,,,,,,,,,,,,,,,,,80.07674143,,9.417324959,,,,,,,,,,,,,,,,,,,,,,,,6.978022483,3.441487036,,,
4183,2,1,0,0,0,0,1,2011,,,,,,,205.0275651,,15.73435099,50.8234089,266.8906933,197.404467,5.101532256,,888.2213439,,,40.5250739,,4.922396163,8810.985323,,39.8935545,,,,,,,,,,,,,,,,,,,,,,,,,,,76.62841434,,,,,,,,,,,,,,,,,,,,,,,,,,16.68451835,10.23413947,,,
2520,2,2,2,0,1,0,1,2011,,,,,,,311.0094532,,,95.1781414,450.3723537,338.7611376,41.33235197,,1338.352099,42.48620986,,114.1804005,,18.53821126,15604.39381,,41.2643886,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57560417,,12.3411175,,,,,,,,,,,,,,,,,,,,,,,,22.64392845,4.593038043,,,
1686,2,0,3,1,0,0,0,2011,,,,13.12138728,,49.77789391,205.4656395,31.14878254,18.20401102,54.42366274,274.538082,191.0911816,23.39667412,,919.7467361,23.00628269,,95.03766442,,10.37485314,10960.46353,,32.73025001,12.77961681,22.0174563,,,,,,,,,,39.88963343,1.506916996,,,,,19957.0,43.0571064,16.31011581,,,,,,,73.26214437,,16.55311733,,,,,,,,,,,,,,,,,,,,,,,,23.75135118,8.831628303,,,
235,3,2,2,0,0,0,1,2011,,,,,,,,,,,114.2758072,73.95981611,20.50850401,,419.7925587,14.20632259,,89.05619026,,,5869.785726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,1,2,2,1,1,0,0,2011,,,,,,,247.0755397,,21.67465629,69.3334776,330.9268388,272.592817,7.122531568,,1092.059757,26.39265839,,118.1410179,,14.83200462,10333.30086,,23.10536354,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6423964,,35.52210205,,,,,,,,,,,,,,,,,,,,,,,,24.18780903,15.47398792,,,
2934,2,0,0,1,0,0,0,2011,,,,12.20477636,,66.60379583,236.8846729,42.31775055,20.07352643,56.35918415,285.1003279,196.8575319,54.48496023,,1019.572124,55.54891264,,107.2556189,38.75718623,14.19564555,11980.00969,,38.39136195,14.55446128,14.19813192,,,,,,,,,,40.20276332,1.487391207,,,,,16974.0,47.3058057,17.67843421,,,,,,,72.5428715,,9.417104838,,,,,,,,,,,,,,,,,,,,,,,,12.28550201,2.836529592,,,
3348,4,1,3,1,0,0,1,2011,,,,,,,115.1761262,,12.66468883,15.58583374,196.6971456,137.0872514,,,499.9933864,,,20.55601194,,,4369.909689,,23.66774414,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0629676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,3,1,3,1,0,0,0,2011,,,,,,,92.03880066,,,,116.5640921,81.2299067,,,430.7783852,,,13.72392718,,,2481.325557,,29.40485876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,0,0,2,1,0,0,0,2011,0.404201628,2.175077681,,9.124652026,,39.04746274,192.4544792,24.04396449,16.28778305,60.16667166,228.268755,176.3521088,8.51170979,614.2956798,849.3963254,14.99800676,,71.52526905,34.74552849,10.98715383,7988.273111,1.212963739,27.52056305,15.18651459,26.51470665,48.95023566,57.26507781,,,9.45,26.49006623,43.81666667,,,61.86116965,0.616522943,,-0.12550629,0.4751,44.88565266,25623.0,40.84247159,11.0274315,6.430007819,,,,10.45576408,25.89216525,76.99011039,13.3,15.262579,60.2,,,,23.57931856,1836.092168,14.5683779,31.50037423,54.6790734,55.92317177,46.43161174,46.83138403,,,,,53.0,3.1,686.7,288.3,10.3,19.8,25.5,20.45876359,9.185663199,11.629429,,3.634119938
5426,0,2,3,1,1,0,1,2011,,,,,,,165.5863844,,16.0836486,43.67876807,234.9129253,184.223829,11.71399532,,813.7980191,23.41309002,,98.63163223,,14.56811247,7619.337548,,31.90245402,,,,,,,,,,,,,,,,,,,,,,,,,,,77.21089608,,23.26752021,,,,,,,,,,,,,,,,,,,,,,,,23.41869996,9.591479573,,,
2098,0,2,2,0,0,0,0,2011,,,,,,,190.2823654,,18.98081764,31.7920383,255.3012174,197.0016716,4.056288907,,894.6959015,10.01586202,,71.63822179,,18.8869027,7973.906561,,38.90620899,,,,,,,,,,,,,,,,,,,,,,,,,,,75.71773073,,12.94179998,,,,,,,,,,,,,,,,,,,,,,,,13.70008406,8.875784543,,,
5015,2,1,2,1,0,0,0,2011,,,,,,,188.1397714,,19.62531511,44.98307527,285.4708893,198.5757621,9.934952771,,865.837815,8.914572089,,45.66345424,,,8965.245826,,36.61192081,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16550204,,,,,,,,,,,,,,,,,,,,,,,,,,14.28821712,7.88124652,,,
6473,3,0,3,1,0,0,0,2011,,,,6.045550966,,51.99581242,129.0044794,11.93551226,14.23825088,16.51498388,171.9479299,119.3864419,5.674181139,,574.4503545,5.035441943,,38.13970642,,7.43116173,4102.464593,,42.04587984,6.616054824,12.00856308,,,,,,,,,,42.31591449,1.363177098,,,,,18220.0,56.3358947,12.21314915,,,,,,,82.97429662,,5.707531169,,,,,,,,,,,,,,,,,,,,,,,,8.995861979,2.834952763,,,
1690,3,1,3,1,0,0,0,2011,,,,,,,144.7675667,,8.732068895,,164.4762517,102.7268512,3.351241398,,658.9017918,,,49.58146545,,5.834752357,4879.934493,,37.82581963,,,,,,,,,,,,,,,,,,,,,,,,,,,81.18293229,,3.051874421,,,,,,,,,,,,,,,,,,,,,,,,15.50471876,9.624175993,,,
654,1,1,2,1,0,0,0,2011,,,,,,,131.6813893,,8.758604758,35.02132066,139.3402859,97.17737182,,,553.5038888,2.266071282,,29.03481991,,3.25313921,3303.731524,,8.170858691,,,,,,,,,,,,,,,,,,,,,,,,,,,83.25164746,,9.336741114,,,,,,,,,,,,,,,,,,,,,,,,10.14859323,6.562718667,,,
1687,2,1,3,1,0,0,0,2011,,,,,,,175.5135995,,14.7018852,48.12191479,234.0283483,149.8828639,,,768.8547132,,,50.89800121,,,8112.164035,,29.44252466,,,,,,,,,,,,,,,,,,,,,,,,,,,76.86728923,,,,,,,,,,,,,,,,,,,,,,,,,,15.24476872,,,,
1680,0,0,3,1,0,0,0,2011,2.2543037,4.390416238,,8.875467735,,49.27620391,165.5383325,22.04455408,14.77476496,38.30859255,191.2619738,139.894793,6.23325741,607.2596018,744.6517448,10.23277632,,82.07314931,11.90183368,8.217424103,6610.265304,0.388738685,19.38138883,9.703724156,42.24469366,50.34224536,50.50659191,,,10.65,28.16901408,31.07142857,,,50.41361768,0.983591033,,-0.049531004,0.506,49.30605417,32597.0,34.14351925,8.616415798,16.10937924,,,,0.832892649,28.55251405,78.29926701,10.3,16.99544097,62.6,,,,21.55186678,3950.734955,9.791625292,47.76257702,39.49015837,57.81659441,56.95471886,49.41546163,,,,,47.0,3.4,893.3,141.3,11.8,0.0,17.7,23.02373163,13.01202406,12.40891245,,7.448291367
6895,1,2,3,0,0,0,0,2011,,,,,,,,,,,,308.2595125,9.915820231,,,42.69306731,,167.7422669,,21.5688761,12830.73931,,35.44206597,,,,,,,,,,,,,,,,,,,,,,,,,,,70.55130614,,55.39867797,,,,,,,,,,,,,,,,,,,,,,,,49.59098687,35.07206975,,,
24,2,2,2,1,0,0,0,2011,,,,,,,287.608977,,,68.94572484,370.9069928,276.8467464,15.99464802,,1169.305635,20.12549083,,116.0018348,,19.02942557,11846.24854,,31.58976388,,,,,,,,,,,,,,,,,,,,,,,,,,,72.30786938,,15.030459,,,,,,,,,,,,,,,,,,,,,,,,37.65543617,,,,
