,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Active Transportation | Walking to Work,Birth Control | Teen Birth Control,Births | Low Birthweight,Births | Preterm Births,Births | Teen Births,Cancer | All Cancer Deaths,Cancer | Breast Cancer Deaths,Cancer | Colorectal Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Cardiovascular Disease | Heart Disease Deaths,Crime Incidents | Homicides,Crime Incidents | Violent Crime,Deaths | Deaths from All Causes,Deaths | Gun Deaths (Firearms),Deaths | Infant Deaths,Deaths | Injury Deaths,Deaths | Maternal Deaths,Deaths | Motor Vehicle Deaths,Deaths | Premature Death,Deaths | Racial Disparity in Police Killings,Diabetes and Obesity | Diabetes Deaths,Disability | People with Disabilities,Education | College Graduates,Education | Preschool Enrollment,Food Access | Limited Supermarket Access,"Health Insurance | Uninsured, All Ages","Health Insurance | Uninsured, Child",Heat and Disasters | Climate-related  Disasters,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Heat and Disasters | Longer Summers,"Housing | Homeless, Children","Housing | Homeless, Total",Housing | Owner Occupied Housing,Housing | Renters vs. Owners,Housing | Vacant Housing and Homelessness,Income Inequality | Household Income Inequality,Income Inequality | Income Inequality,Income | Households with Higher-Incomes,Income | Per-capita Household Income,Income-related | Service Workers,Income-related | Unemployment,Language and Nativity | Foreign Born Population,Language and Nativity | Primarily Speak Chinese,Language and Nativity | Primarily Speak English,Language and Nativity | Primarily Speak Spanish,Lead Poisoning | Child Lead Levels 5+ mcg/dL,Lead Poisoning | Housing Lead Risk,Life Expectancy at Birth | Life Expectancy,Mental Health | Adult Mental Distress,Mental Health | Suicide,Oral Health | Dental Care,Physical Activity | Teen Computer Time,Physical Activity | Teen Physical Education,Physical Activity | Teen TV Time,Population | Children,Population | Population Density,Population | Single-Parent Families,Race/Ethnicity | Minority Population,"Racial Segregation Indices | Racial Segregation, White and Asian","Racial Segregation Indices | Racial Segregation, White and Black","Racial Segregation Indices | Racial Segregation, White and Hispanic","Racial Segregation Indices | Racial Segregation, White and Non-White",Respiratory Disease | Teen Asthma,Respiratory Infection | COVID-19 Deaths,"Respiratory Infection | COVID-19 Vaccination, Adults","Respiratory Infection | COVID-19 Vaccination, Seniors","Respiratory Infection | Flu Vaccinations, Medicare",Respiratory Infection | New Tuberculosis Cases,Sexually Transmitted Disease | New Chlamydia Cases,Sexually Transmitted Disease | New Gonorrhea Cases,Sexually Transmitted Disease | Syphilis Prevalence,"Sexually Transmitted Disease | Syphilis, Newborns",Substance Use | Adult Smoking,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths,Transportation | Lack of Car,Transportation | Longer Driving Commute Time,Transportation | Public Transportation Use
2022,2,0,0,0,0,0,1,2019,,2.150282573,,15.90847427,15.80019004,40.12170811,179.8217285,28.60321717,18.19264198,42.73785549,401.057491,327.0592175,46.48628516,,1162.825228,47.32021422,14.07303728,150.2268764,46.48770549,17.70028738,15862.33772,,31.68848119,19.88205612,13.80781792,,,6.753231979,2.320026764,,,,,,47.11808122,1.12232751,,,,,21590.0,55.50574423,16.0299611,,,,,,,73.150797,,9.661628901,,,,,,,36.58664993,,,,,,,,,,31.0,,,,,,,56.38926489,47.37448605,,,7.687289849
3482,3,1,3,1,0,0,1,2019,,,,,,,116.0790619,,7.146984407,8.56298846,177.9116004,111.6844743,3.155409567,,583.349839,,,22.89261629,,5.585974526,3052.699869,,31.66751685,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63608675,,,,,,,,,,,,,,,,,,,,,,,,,,6.089996151,3.04503494,,,
6800,0,0,3,1,0,0,0,2019,2.767381093,9.231205508,7.3,6.185517996,7.468444868,3.117628961,124.0169204,17.06548491,10.9489622,22.08116551,159.1841614,114.8223542,3.372521961,585.4347092,577.7171756,5.969554782,3.65404837,60.80917651,,4.654815304,4295.815997,4.06369259,17.03958367,9.819167181,66.65453012,67.6837399,27.53257637,4.453865679,1.835839486,8.75,8.333333333,41.90555556,13.84052148,496.7682782,44.45438904,1.249496667,1.695597821,0.43907243,0.4884,77.36193902,77616.0,20.45201534,4.216376781,19.84037637,4.925589434,77.12149123,4.261489009,1.562234675,30.90812918,83.52147724,12.3,13.0324934,73.5,36.0,71.6,12.4,14.01178596,8745.229669,4.722719452,38.80572227,35.31469976,54.27312802,29.95872335,31.88269785,21.5,,,,56.0,5.9,516.7,206.0,15.0,0.0,9.9,22.95665133,15.41167329,18.87407819,38.7152474,15.62863618
566,2,0,1,1,0,1,1,2019,,6.582469053,,11.64213901,12.10088934,14.0929836,142.2289823,20.5011345,12.07260442,23.38524083,192.2235943,129.8647244,18.65067491,,796.2607714,17.88703016,7.153308405,79.57485279,,3.978507837,8243.12346,,35.37312203,17.45847455,26.42838892,,,4.226032683,2.604181941,,,,,,31.32893329,2.191937596,,,,,32151.0,42.84600914,9.264926419,,,,,,,79.41876392,,5.493069476,,44.1,61.2,22.1,,,35.95611844,,,,,,27.1,,,,42.0,,,,,,,43.69618364,34.66323958,,,30.06161481
4934,2,0,3,1,0,0,0,2019,,2.094120882,,12.34866828,12.14953271,13.9842677,188.6057208,30.13625509,18.3922335,36.30720148,320.5528349,213.5904252,38.46088727,,1034.016903,38.10191178,8.734402852,131.0525369,,17.48752859,11967.03678,,43.13512233,16.45612298,31.56876964,,,5.422860936,2.36724943,,,,,,33.49794239,1.985257985,,,,,41802.0,39.55297494,8.654161206,,,,,,,74.20077508,,9.945933216,,43.8,,24.8,,,28.78963931,,,,,,34.8,,,,30.0,,,,,,,51.9083217,20.11161133,,,17.68088714
2646,2,0,2,0,1,0,1,2019,,1.749507384,,14.39116642,16.23180445,46.96682036,228.7558706,38.51015161,25.51594239,45.40658667,393.9521382,292.6746188,35.17437192,,1253.930183,37.6026271,10.53025618,117.5354448,73.14638848,18.38694876,14500.49221,,48.65658824,14.93241113,25.97643942,,,18.64684323,9.434962954,,,,,,28.31444772,2.531765867,,,,,27132.0,42.69700692,11.23611839,,,,,,,71.49382061,,9.587611163,,41.8,48.8,28.0,,,30.45812262,,,,,,33.4,,,,30.0,,,,,,,32.29510562,11.10316505,,,5.975158855
7216,0,0,2,1,0,1,1,2019,3.316120066,10.26610167,20.8,9.803055402,10.11711844,16.20242468,145.1633627,23.20411537,13.8140345,25.37878118,238.9254646,181.2815442,20.19124405,977.1179272,755.6349063,17.8731439,6.978662212,92.89402234,29.34641345,5.329800103,7496.147231,1.82816581,21.06430109,10.982382,62.63609275,77.90839076,35.16094146,3.414772762,2.543078647,3.95,32.58426966,22.01666667,24.62812452,972.4316159,41.44117042,1.41305926,2.240300567,0.347134918,0.5171,72.76786421,71297.0,17.56100466,7.107543592,13.43539317,0.809296337,82.45364152,9.163917878,0.757775435,43.27314968,78.95919429,13.3,6.518370911,70.4,40.7,,24.6,18.49961303,10970.52826,9.468150799,63.65423129,29.34001675,66.24445274,40.20339419,55.31807539,33.4,,,,45.0,3.4,1321.6,620.9,43.6,0.0,14.9,45.66015614,34.17940122,35.70847254,49.46907609,24.66829262
2018,0,2,0,0,0,0,1,2019,,,,,,,199.97322,,21.35616929,47.49233084,468.9063482,394.5703228,68.28286528,,1366.003696,72.51713769,,214.727278,,22.54884861,18668.59526,,35.86758591,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4649791,,17.1946605,,,,,,,,,,,,,,,,,,,,,,,,79.35954892,69.17578945,,,
7224,2,2,2,1,0,1,1,2019,,,,,,,231.1395629,,22.31838956,46.40401353,426.4565542,338.2012619,88.76637283,,1399.768253,79.57692185,,283.7396128,,16.545097,18653.22991,,44.23911065,,,,,,,,,,,,,,,,,,,,,,,,,,,67.96636315,,11.09668246,,,,,,,,,,,,,,,,,,,,,,,,138.126773,105.1935458,,,
2019,4,0,0,0,0,0,1,2019,,11.71977302,,13.04347826,7.608695652,,,,,,,,,,,,,,,,6535.350939,,,10.02733841,42.58365993,,,8.318687756,1.778242678,,,,,,41.31440913,1.420463032,,,,,30083.0,40.65815111,6.289308176,,,,,,,,,,,,,,,,11.10768281,,,,,,,,,,48.0,,,,,,,,,,,3.142732431
4733,1,0,1,1,1,1,1,2019,,11.99627584,13.5,5.841105785,6.522386483,5.022331657,126.5714146,19.72029735,11.84250805,25.00529671,230.1722836,199.1452663,1.27095489,,622.9723535,1.552789569,3.143282213,41.79970618,8.013159388,2.930632276,4407.870225,,13.05227062,10.35515156,62.13214712,,,3.55316479,1.510464996,,,,,,42.20669427,1.369292401,,,,,78094.0,18.99562358,5.284839964,,,,,,,84.20665967,,8.516346023,,37.6,17.8,16.0,,,9.355889784,,,,,,16.8,,,,49.35,,,,,,,21.39620578,17.45685393,,,39.68673841
4516,4,1,0,1,0,0,0,2019,,,,,,,109.8665848,,,,170.436191,94.13847025,,,761.4934702,,,69.43242197,,,4232.897865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,3,2,2,1,1,0,1,2019,,,,,,,113.3504931,,10.25177034,16.64673628,200.4993902,149.519611,13.2965956,,750.2847724,18.38888201,,78.64036057,,19.96626938,7190.385067,,30.25145584,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11571955,,10.56863369,,,,,,,,,,,,,,,,,,,,,,,,13.01907085,6.867481004,,,
5767,2,1,3,1,0,0,0,2019,,,,,,,168.1155755,,,32.35931616,308.6068109,178.5565231,,,1018.888845,,,81.06445415,,,10515.2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.36976929,,,,,,,,,,,,,,,,,,,,,,,,,,43.16531771,30.19713132,,,
1392,0,0,0,1,0,0,0,2019,0.359673508,2.77079468,,9.972211877,11.35412486,18.88320872,141.054723,17.56245325,11.2477952,34.87015714,224.4708431,166.9658001,12.42600108,503.354964,845.0985528,15.11046907,8.999949721,103.6111382,26.77993124,10.2526775,8633.886018,1.661138867,26.10990432,11.96785169,38.2525825,36.5628944,60.1187379,9.420788452,5.431041005,10.7,30.65326633,41.875,18.56318825,144.6725674,44.73125033,1.235573548,5.941793393,0.105830324,0.4434,60.51054587,35640.0,36.09014625,5.210398054,13.98583189,0.954863897,82.88270938,4.681353405,0.737723467,15.96922061,77.4736857,17.7,10.79870318,65.8,,,,21.94196016,4094.672749,13.63662532,46.9412676,43.31168654,55.54141141,43.14469413,42.16131019,,,,,55.0,3.6,782.4,376.5,16.2,31.5,22.8,56.26737255,47.72965074,8.232061548,24.17640776,2.35265312
1823,1,2,3,1,0,0,0,2019,,,,,,,151.279311,,13.85065408,26.3573736,215.7660764,173.4846535,3.900388501,,823.7598925,19.5552081,,106.1860089,,8.893825704,6442.228053,,17.61582091,,,,,,,,,,,,,,,,,,,,,,,,,,,79.07886827,,35.5694431,,,,,,,,,,,,,,,,,,,,,,,,29.48896962,21.20024886,,,
3071,1,2,0,1,0,0,0,2019,,,,,,,177.9279362,,14.42450396,39.74453529,233.4100335,191.5724815,9.14835343,,882.8742585,30.74649338,,122.7238497,,16.14422109,8521.555654,,20.90711645,,,,,,,,,,,,,,,,,,,,,,,,,,,77.02579773,,38.60584762,,,,,,,,,,,,,,,,,,,,,,,,31.05818234,14.99732688,,,
5969,0,1,2,1,1,0,0,2019,,,,,,,127.4555867,,12.54628692,19.73342025,202.6385149,144.3575907,4.44114051,,706.6479568,5.341230702,,40.46779475,,6.544558502,5674.823434,,26.59941582,,,,,,,,,,,,,,,,,,,,,,,,,,,80.21913948,,5.78330329,,,,,,,,,,,,,,,,,,,,,,,,9.718266443,4.294013169,,,
1393,0,1,0,1,0,0,0,2019,,,,,,,120.8083968,,9.31796857,27.89955269,189.7788763,134.2043659,5.337266457,,711.5476477,4.219110612,,59.28715967,,6.243498239,6283.127654,,20.49542856,,,,,,,,,,,,,,,,,,,,,,,,,,,80.36347998,,4.05989752,,,,,,,,,,,,,,,,,,,,,,,,35.0478143,27.91963988,,,
6181,4,2,3,1,1,0,0,2019,,,,,,,136.444574,,14.58307277,35.11664297,199.377749,137.2562216,3.058812958,,565.5133065,3.393864248,,38.10698113,,3.456620153,4136.449885,,24.22823203,,,,,,,,,,,,,,,,,,,,,,,,,,,84.59341603,,9.85360563,,,,,,,,,,,,,,,,,,,,,,,,8.610188126,4.413520274,,,
3893,4,2,2,1,0,0,0,2019,,,,,,,,,,,,,,,,,,96.10050931,,,5433.151952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,1,2,3,1,0,0,0,2019,,,,,,,191.9430226,,17.86465252,36.48329611,269.2718208,202.031612,5.322267085,,976.2028227,20.37196067,,116.1477442,,9.929696323,7728.863736,,30.21959871,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49165225,,35.02258244,,,,,,,,,,,,,,,,,,,,,,,,40.50368462,22.63313419,,,
1610,3,1,2,1,1,0,1,2019,,,,,,,86.88880627,,7.761256587,8.076741583,120.9903109,84.44863894,2.887270153,,462.9937016,2.378682845,,24.53656561,,7.665040295,3700.87369,,17.20752028,,,,,,,,,,,,,,,,,,,,,,,,,,,87.18724756,,1.291322901,,,,,,,,,,,,,,,,,,,,,,,,3.110211612,1.948859121,,,
2439,2,1,2,1,0,0,0,2019,,,,,,,160.4573637,,14.94357245,30.38549689,268.6536781,175.2873696,9.000741079,,896.1510362,6.678713093,,42.67580928,,11.0395369,8126.782516,,51.4439953,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45807197,,,,,,,,,,,,,,,,,,,,,,,,,,12.17887009,5.514009509,,,
2650,3,1,2,0,1,0,1,2019,,,,,,,120.5312891,,9.859342657,11.24493949,147.7090673,101.058795,3.003758638,,602.2170744,2.682168426,,28.6415846,,6.082748815,4502.831442,,29.20846606,,,,,,,,,,,,,,,,,,,,,,,,,,,82.62335514,,2.580487901,,,,,,,,,,,,,,,,,,,,,,,,4.621913458,2.339816563,,,
4307,4,0,0,0,0,0,1,2019,,3.894018466,,8.688946015,8.496395469,17.5879397,,,,,,,,,,,4.622496148,66.86127813,,,7983.629907,,,6.808150655,33.84553446,,,7.889510078,3.095499451,,,,,,42.21575819,1.368783703,,,,,24203.0,49.1497402,4.553651939,,,,,,,,,,,,,,,,19.83052991,,,,,,,,,,48.0,,,,,,,,,,,2.625451626
3270,2,0,3,1,0,0,0,2019,,1.509546145,,13.29454672,13.14920966,42.59549088,171.7863388,33.54079379,18.18193504,37.38847803,364.9682248,280.9068175,24.74740723,,1015.749883,28.13586472,8.902702418,104.9819999,,14.98542658,12163.15044,,38.31635864,16.88719322,18.85501421,,,10.01298807,5.569846773,,,,,,28.40436012,2.520586261,,,,,26496.0,44.25470795,13.11943651,,,,,,,74.82647944,,14.44046828,,,,,,,29.07172594,,,,,,,,,,22.0,,,,,,,33.47173154,15.82834635,,,7.356147189
4731,3,2,1,1,1,1,1,2019,,,,,,,123.0632733,,12.19068566,19.72724281,240.4120281,197.1691577,5.735490418,,811.9307843,3.827665765,,68.66282739,,5.718838104,7426.471185,,27.83764439,,,,,,,,,,,,,,,,,,,,,,,,,,,81.278501,,7.791065602,,,,,,,,,,,,,,,,,,,,,,,,36.96034141,30.64660735,,,
4721,0,1,1,1,1,1,1,2019,,,25.8,,,,105.9519708,,9.504864167,17.34232475,190.3663491,154.867702,1.147068261,,524.9704246,0.387233265,,19.47315721,,1.777356297,3608.630419,,16.88729663,,,,,,,,,,,,,,,,,,,,,,,,,,,85.50512971,,2.925518582,,,11.6,21.3,,,,,,,,,22.7,,,,,,,,,,,8.761906602,6.494949969,,,
6814,1,1,3,1,0,0,0,2019,,,,,,,118.282812,,9.491485923,,,84.70825602,1.873751603,,506.1816166,2.143820262,,39.9862943,,2.330533807,2925.0837,,10.05089361,,,,,,,,,,,,,,,,,,,,,,,,,,,85.80383004,,8.822239223,,,,,,,,,,,,,,,,,,,,,,,,15.06122278,10.24029612,,,
4724,4,1,1,1,1,1,1,2019,,,,,,,78.89780858,,6.397013416,14.57601065,124.2757488,94.25287152,,,350.1279938,,,12.12399309,,1.793810192,2137.341894,,11.85271528,,,,,,,,,,,,,,,,,,,,,,,,,,,90.52065735,,4.081678536,,,,,,,,,,,,,,,,,,,,,,,,1.723671125,0.789069521,,,
6182,2,0,3,1,1,0,0,2019,,5.099972473,,9.666283084,11.00230415,11.2896799,179.648712,25.9461967,13.68389399,28.44970203,327.7279521,225.0835943,12.43996214,,935.5109201,10.633533,8.183821215,84.60563233,,15.57709418,8913.550273,,43.46489341,13.30246292,29.55295475,,,6.717669955,4.263407217,,,,,,27.90430182,2.583676834,,,,,37417.0,41.3327266,9.325115403,,,,,,,78.78194306,,8.869471421,,,,,,,25.10762759,,,,,,,,,,25.0,,,,,,,36.25394972,20.17120485,,,6.721553515
6184,2,2,3,1,1,0,0,2019,,,,,,,218.9281968,,,36.98699813,386.4570584,284.2916897,19.38611083,,1120.784821,18.69024937,,120.5568423,,21.19098236,10967.05614,,53.04102498,,,,,,,,,,,,,,,,,,,,,,,,,,,75.07797851,,13.4520276,,,,,,,,,,,,,,,,,,,,,,,,50.63440699,27.49146868,,,
1613,1,0,2,1,1,0,1,2019,,2.48888357,,6.413284133,8.000590449,8.517887564,142.1391832,18.64005378,13.17471232,28.63712338,217.1498304,166.7218913,2.780704911,,748.6887701,13.12037361,4.078478513,69.05415896,20.4248366,6.820754703,5844.895139,,14.62311628,11.15202554,64.82851472,,,8.737587643,7.155411404,,,,,,53.24320339,0.878173995,,,,,81313.0,15.85518843,3.637194867,,,,,,,80.52883469,,19.51953109,,,,,,,7.35224412,,,,,,,,,,60.0,,,,,,,23.10080555,11.81857276,,,1.486793773
6607,1,2,3,1,0,0,0,2019,,,,,,,168.1448546,,14.22252027,30.48173373,237.9208399,176.8064281,,,776.4951143,12.67620268,,89.08964797,,9.975805986,5984.889625,,34.13793444,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22787405,,23.73274938,,,,,,,,,,,,,,,,,,,,,,,,32.62556303,15.75301212,,,
2863,1,2,0,1,0,0,0,2019,,,,,,,210.8156174,,17.18264805,56.48767885,313.1141821,251.092474,10.6001396,,1176.9548,28.96103226,,173.6313454,,18.45614339,12358.65657,,35.15400016,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28649015,,33.43841308,,,,,,,,,,,,,,,,,,,,,,,,86.66222863,72.59076611,,,
6594,0,2,3,1,0,0,0,2019,,,,,,,142.5433893,,13.59303553,26.62527215,202.5866752,136.5504622,4.862385822,,659.9120557,8.508145394,,67.02381392,,12.2204825,5249.34406,,36.83957738,,,,,,,,,,,,,,,,,,,,,,,,,,,80.88844565,,13.72984429,,,,,,,,,,,,,,,,,,,,,,,,19.84029842,7.707851702,,,
2859,3,2,0,1,0,0,0,2019,,,,,,,94.81136245,,,,172.7598992,118.0313857,23.18996457,,718.5926457,28.18604375,,99.5551694,,16.72948628,8459.477736,,27.92117669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70152425,,,,,,,,,,,,,,,,,,,,,,,,19.30474638,15.99135824,,,
1809,0,1,3,1,0,0,0,2019,,,,,,,114.0234464,,8.906287919,18.09510359,146.380325,100.5938265,2.840736916,,600.499277,3.684557922,,55.18226809,,4.58705976,4619.951707,,15.76076911,,,,,,,,,,,,,,,,,,,,,,,,,,,82.13014088,,10.09112411,,,,,,,,,,,,,,,,,,,,,,,,19.83559387,13.2698622,,,
6596,4,1,3,1,0,0,0,2019,,,,,,,81.97992788,,7.896114386,14.22352686,97.08848833,51.1888998,,,310.9097137,,,15.88971487,,2.694804467,1808.779783,,18.7527744,,,,,,,,,,,,,,,,,,,,,,,,,,,88.48271629,,2.111684869,,,,,,,,,,,,,,,,,,,,,,,,1.549744133,,,,
4518,2,0,0,1,0,0,0,2019,,4.631544926,,12.14057508,11.81117171,36.19495623,196.9496278,42.06039802,17.33403479,43.51243806,273.3031593,177.4162971,31.38030579,,1078.784696,31.28246086,10.94434021,157.6259439,,11.47322545,13319.08451,,50.04828006,16.70072806,18.04636123,,,7.353429557,3.098394433,,,,,,21.34339942,3.685289256,,,,,22087.0,49.51597439,12.419416,,,,,,,76.53047079,,10.7257548,,,,,,,31.12961264,,,,,,,,,,37.0,,,,,,,69.56937531,50.31556927,,,16.26373626
5142,2,0,2,1,0,0,0,2019,,2.423832746,,15.94637855,16.53653654,55.89217262,194.5658559,28.6342419,23.69647393,41.4033242,370.7917649,291.6595452,36.56204294,,1163.730307,40.64387335,14.18517704,120.455889,54.57770501,25.39990389,13966.43259,,66.64249867,14.73948083,25.07357069,,,13.67959276,5.283675864,,,,,,38.99097559,1.564696022,,,,,25241.0,42.61069441,7.998130134,,,,,,,72.20800787,,13.05392903,,,,,,,31.07765013,,,,,,,,,,35.0,,,,,,,25.48403501,6.924035524,,,1.021196466
5970,0,2,2,1,1,0,0,2019,,,,,,,187.5119242,,20.09683484,34.10192047,337.1850455,265.8220907,13.00309829,,1082.216136,24.26601993,,102.6330129,,17.5303631,9942.145459,,41.03669089,,,,,,,,,,,,,,,,,,,,,,,,,,,74.21354675,,22.89578803,,,,,,,,,,,,,,,,,,,,,,,,22.09234782,9.855413294,,,
7221,4,2,2,1,0,1,1,2019,,,,,,,95.23200592,,,,92.74456772,69.87383833,,,381.4559974,,,31.9330729,,,3815.231333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,2,1,3,1,1,0,1,2019,,,,,,,,,11.32599394,31.35243178,259.8032003,179.1869858,10.08350472,,803.5550304,9.746462505,,60.16211744,,11.72471724,8462.521263,,44.31831928,,,,,,,,,,,,,,,,,,,,,,,,,,,80.51989483,,6.698961186,,,,,,,,,,,,,,,,,,,,,,,,20.8068131,14.26207784,,,
4525,1,0,0,1,0,0,0,2019,,6.259618745,,5.633802817,8.134790049,2.738807222,139.3434379,22.41374572,11.60998176,28.37379641,158.2721697,104.3356287,2.615760123,,700.385269,5.236815018,3.959234548,77.17467687,,4.598070339,5097.409129,,16.51395533,9.847755398,65.33351417,,,3.531064528,1.579783394,,,,,,57.27583046,0.745937146,,,,,62224.0,20.13528204,3.955916473,,,,,,,82.16619487,,15.13721161,,,,,,,7.281361611,,,,,,,,,,64.0,,,,,,,27.83464067,16.98802048,,,6.904649494
3894,2,0,2,1,0,0,0,2019,,2.716306776,,14.21185524,13.50896187,36.13945578,200.0181226,23.79657826,19.78145321,49.87065162,309.1589958,236.1137366,49.04203126,,1146.603518,54.21924998,8.928571429,144.6787553,39.11160777,19.51526802,13943.5092,,31.62920013,15.537261,19.33329024,,,5.722560403,1.943902603,,,,,,35.8515914,1.789276462,,,,,25450.0,51.83151506,9.103446464,,,,,,,73.51445587,,11.93831006,,,,,,,33.97741031,,,,,,,,,,39.0,,,,,,,47.58903076,37.96780562,,,6.826507818
5765,4,2,3,1,0,0,0,2019,,,,,,,200.3032733,,17.66167713,47.58464371,,253.6228127,,,,,,73.05987862,,,6161.030437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22002538,,,,,,,,,,,,,,,,,,,,,,,,,,13.68317206,,,,
5347,4,0,1,0,1,1,1,2019,,10.79863296,,8.555949935,8.524957936,9.364717793,110.3269168,12.00753302,14.06576825,24.71638915,142.779989,98.64401294,2.858736971,,509.9381093,3.158678458,2.96108291,38.51976947,,4.226455754,3554.749359,,15.27293889,10.58958735,42.13927286,,,8.73177951,4.372215806,,,,,,57.41255238,0.741779382,,,,,35596.0,38.43145667,4.972167777,,,,,,,87.98070431,,5.697850387,,67.4,53.1,17.9,,,16.18691929,,,,,,23.1,,,,46.0,,,,,,,10.4555559,7.585079031,,,13.85748049
4729,3,0,1,1,1,1,1,2019,,8.697513387,23.4,8.573050719,9.954242326,18.99083439,99.80533153,13.54496609,9.578721259,14.81712532,195.610869,156.0842441,3.56369515,,629.6270146,2.104088535,3.109296675,42.07125805,15.72894403,3.527857384,5233.109215,,22.23506204,13.02439365,21.03374693,,,10.41413302,2.595163777,,,,,,16.79977831,4.9524595,,,,,27888.0,53.7506709,9.425060437,,,,,,,85.0628161,,4.523495742,,41.5,14.1,19.7,,,34.72781194,,,,,,28.6,,,,31.62,,,,,,,22.24660558,18.40893859,,,54.57509406
1600,0,0,2,1,1,0,1,2019,0.173826556,2.191805975,25.0,8.590973555,10.10980942,34.36930471,143.8186837,19.5227789,14.06043772,28.44745056,232.3779735,173.9087807,11.66998747,862.9093483,783.4488383,15.83772696,6.605170254,69.98697414,31.76021774,12.5411823,7157.789372,0.392477566,22.21388933,10.87798572,36.54632592,44.25981479,50.98624251,23.53282426,16.40893703,26.95,36.1774744,32.19166667,,,41.94114137,1.384293721,,0.123374019,0.5302,60.64776349,41761.0,40.12241083,4.958127073,23.76703197,0.508110496,57.6307973,36.44549289,1.816066013,10.02891212,78.7070156,15.3,10.38064172,52.1,34.5,48.2,43.1,24.37696153,3829.881576,12.21824169,71.65453676,46.89079454,66.73694278,61.61695223,56.64780606,19.0,,,,53.0,5.2,756.8,313.1,12.3,141.2,17.7,17.63282246,7.440702323,8.974051467,39.27581732,2.732412685
2435,4,0,2,1,0,0,0,2019,,1.652265543,,9.775641026,8.814102564,6.515444015,123.5764842,,,26.28366764,202.7453181,131.2478845,,,653.1343006,,5.882352941,,,,3674.060754,,19.67294106,6.107444971,47.35390339,,,14.96744763,9.157864134,,,,,,62.0047599,0.612779408,,,,,35678.0,36.20360375,3.882836506,,,,,,,,,10.59997101,,,,,,,13.21573569,,,,,,,,,,49.0,,,,,,,,,,,0.737618546
6183,2,1,3,1,1,0,0,2019,,,,,,,152.5660941,,12.13864782,,274.7188601,173.1137188,,,779.0954017,,,47.83108435,,11.1668365,6827.800381,,34.71595397,,,,,,,,,,,,,,,,,,,,,,,,,,,82.79099485,,,,,,,,,,,,,,,,,,,,,,,,,,20.55850058,11.59536126,,,
5346,0,2,1,0,1,1,1,2019,,,13.2,,,,202.7018934,,19.07165397,47.8342235,333.0759506,273.3715045,44.98505516,,1152.218816,47.8206779,,195.7569436,,12.49915265,13399.5522,,27.67791793,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5031092,,17.43850377,,,43.5,25.7,,,,,,,,,31.2,,,,,,,,,,,97.44732805,78.48361933,,,
5358,1,1,1,0,1,1,1,2019,,,,,,,151.5852967,,11.5677999,37.95170814,195.8257204,148.0399647,1.378594271,,712.0000395,2.732814156,,71.45710077,,3.081425005,5924.315966,,11.31311734,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3364044,,7.393127087,,,,,,,,,,,,,,,,,,,,,,,,50.19517632,41.66861932,,,
4106,3,1,2,0,0,0,1,2019,,,,,,,56.34578531,,,,,,,,313.6956818,,,42.45381063,,,3951.094755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,1,0,0,0,0,1,2019,,,,,,,157.859979,,14.15255621,37.13595852,319.7201394,,10.88168964,,920.8967857,9.364950637,,73.29308036,,9.866728798,11239.89891,,27.20069915,,,,,,,,,,,,,,,,,,,,,,,,,,,77.40511668,,3.139065233,,,,,,,,,,,,,,,,,,,,,,,,35.17779268,28.28350685,,,
5564,5,0,3,1,1,0,1,2019,,2.18878249,,,,,,,,,,,,,,,,,,,,,,15.01416431,16.87023998,,,20.4085284,17.34005038,,,,,,32.64598188,2.063164109,,,,,22759.0,48.49909817,10.98623853,,,,,,,,,,,,,,,,33.33975718,,,,,,,,,,,,,,,,,,,,,5.86281024
