,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Active Transportation | Walking to Work,Births | Low Birthweight,Births | Preterm Births,Cancer | All Cancer Deaths,Cancer | Breast Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Crime Incidents | Homicides,Crime Incidents | Violent Crime,Deaths | Deaths from All Causes,Deaths | Injury Deaths,Deaths | Maternal Deaths,Deaths | Premature Death,Deaths | Racial Disparity in Police Killings,Diabetes and Obesity | Diabetes Deaths,Disability | People with Disabilities,Food Access | Limited Supermarket Access,"Health Insurance | Uninsured, All Ages","Health Insurance | Uninsured, Child","Housing | Homeless, Children",Housing | Renters vs. Owners,Income Inequality | Income Inequality,Income-related | Unemployment,Language and Nativity | Foreign Born Population,Language and Nativity | Primarily Speak Chinese,Language and Nativity | Primarily Speak Spanish,Lead Poisoning | Child Lead Levels 5+ mcg/dL,Lead Poisoning | Housing Lead Risk,Life Expectancy at Birth | Life Expectancy,Mental Health | Adult Mental Distress,Population | Children,Population | Single-Parent Families,Race/Ethnicity | Minority Population,"Racial Segregation Indices | Racial Segregation, White and Black","Racial Segregation Indices | Racial Segregation, White and Non-White",Respiratory Infection | COVID-19 Deaths,Respiratory Infection | New Tuberculosis Cases,Sexually Transmitted Disease | New Gonorrhea Cases,"Sexually Transmitted Disease | Syphilis, Newborns",Substance Use | Adult Smoking,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths,Transportation | Lack of Car
3150,0.2,0.5,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.39867709372851,,,0.26353507558628914,0.0148908648759536,,0.3367166994443172,0.10616514773770536,,0.16981625506194586,,0.06949426862874616,,,,,,,,,,,,,,0.5275279176698647,,,,,,,,,,,,0.10346159589673723,0.0969655552444636,
6894,0.2,0.5,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,0.01379924162270959,,,0.15681422232999886,,0.2340380819957788,,,,,,,,,,,,,,,,0.4345393523359103,,,,,,,,,,,,0.14140892191390012,0.11464856099873373,
20,0.8,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.16865078072274067,,,0.04956897131407155,,,0.1175527892068912,0.023469042646872235,,0.037719711879701065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.08333333333333333,0.1477193523538393,0.12671746202425416,0.22533694696363307,,0.4032562014128318,0.4436756139624996,0.32598355328919915,0.4360939950161797,0.03456292857883653,0.20398401074704076,0.3478720142477636,0.07225748540214225,0.11899589025637353,0.1687447286625194,0.5556358248447528,0.2792181409453952,0.19501997171927452,0.15158448358415433,,,,0.20223545415108418,0.3659003831417624,0.4065468589077094,0.599084174764458,,,0.16927589534115786,0.5329387805319818,0.5165220887697453,0.3035714285714286,0.7574828402707395,0.23864069482983022,0.7180453546137637,0.5389305233885455,0.8294061303462975,,0.48091603053435117,0.10630876554443433,0.056396148555708396,0.35922330097087385,0.03265360146437236,0.01404075449209084,0.17690481632242488
6685,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.05036953588514162,,0.4159430793500765,0.48415671884164907,0.33607922657289735,0.25140233600946754,0.008423426510983194,,0.3021763408817622,0.10815380718699695,,0.12785143392738735,,0.18671449174900553,0.15478234803995686,,,,,0.09993070898186178,,0.19356968087566725,,,,,,0.5705358766387049,,,,,,,,,,,,0.06567589709268933,0.05553750999518266,
1268,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.23759066576299495,,,,,,,,,0.047041432460086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.5953306900882884,,0.6997186487438015,0.4072910446393595,0.19792892934296447,,0.4742066400307391,0.24917247664724843,,0.3390807310226463,,0.2963843392028836,,,,,,,,,,,,,,0.37601528218384994,,,,,,,,,,,,0.06646356068381525,0.03298805175991666,
6475,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.32558695236597085,,0.13623029260596653,0.24909543495026432,0.050044806873631956,,0.2821151515510009,0.10476250193812102,,0.15359251476101174,,0.6491438194005942,,,,,,,,,,,,,,0.5755599416809773,,,,,,,,,,,,0.046970110548128864,0.01725287635524384,
2725,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,0.2264053223158463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.2583027331532864,,0.5378128024668367,,,0.3870462687469892,0.05020581186892127,,0.3705254627789244,0.1010043894430363,,0.2227305123470166,,0.785838077738154,0.2447824273875481,,,,,0.2551914662126885,,0.5202153207821644,,,,,,0.5098839037697486,,,,,,,,,,,,0.06432897937789304,,
2107,0.6,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.45973881099614256,,0.1990890385848839,0.3318717956141804,0.021417242874023256,,0.4010203270262495,0.1275104126449342,,0.23474966856791546,,0.48418488467763177,,,,,,,,,,,,,,0.46363406456458484,,,,,,,,,,,,0.036019701619970645,0.030652266116148307,
1266,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.5586137158901379,,0.6606684930114646,0.4603415046735769,0.10045735102489303,,0.49927541223612126,0.18676546616962403,,0.28922162404040563,,0.38874968704105506,,,,,,,,,,,,,,0.3729396371140827,,,,,,,,,,,,0.0937325527776133,0.07778827465462013,
3764,0.8,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,0.0161051096679523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.5149406660309583,,,0.35946889163366696,0.03370069278712,,0.3795397768211848,0.04814480299415798,,0.24117739008911615,,0.32097004352666114,,,,,,,,,,,,,,0.45555921423389373,,,,,,,,,,,,0.02789129526571422,,
653,0.2,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.18054024423914666,,0.33572578874088,0.3568381908903429,0.3259668089101429,0.22450378414994931,0.011859666390591387,,0.28734422663046744,0.09530355462936753,,0.1341453884729814,,0.1007858356056849,0.15922191100373548,,,,,0.0,,0.24739128750937406,,,,,,0.5810521608325285,,,,,,,,,,,,0.05156298625594077,0.04152132647298475,
5222,0.4,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.08333333333333333,,,0.6567053386394722,,0.6288914690034906,0.6530691722681855,0.5805026067057445,0.4942294758290872,0.2068116109821671,,0.50210087886959,0.1813389793946975,0.4116611216677119,0.38806326922218504,,0.3573057290132333,0.40566855168320964,,,,,0.11702251720504984,,0.6494354859756984,,,,,,0.34903471290446775,,,,,,,,,,,,0.0780021749873086,,
447,0.2,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.08333333333333333,,,,,0.5757369435687774,,0.5048559138058638,0.34609489453591324,,,0.40582565775909674,0.12949681143550248,,0.21709153129147135,,0.2154792154647314,,,,,,,,,,,,,,0.46355622025157917,,,,,,,,,,,,0.12085703355149521,0.0935665113835317,
432,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.08333333333333333,0.23990957326652534,0.671709711799406,0.3333206486186259,,0.418114141657736,0.30676525472043503,0.35843927956952143,0.21421425403117736,0.03886205207576479,0.33572421789354323,0.28028926919811487,0.07944795799623833,0.1347937625945075,0.16050751370885155,0.0,0.16910551119653244,0.2367779839129351,0.11363270172428247,,,,0.29343083786983454,0.8955938697318007,0.35502367214241703,0.6069125473872646,,,0.19748573335649516,0.9196098486182721,0.5665701836367714,0.34821428571428575,0.21841437422195797,0.18137376746081982,0.4190814256824832,0.7548582760611464,0.7191447290612873,,0.4580152671755725,0.12860175917500757,0.0,0.441747572815534,0.053159708118934675,0.040877677994001035,0.9937905479947228
5425,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.08333333333333333,,,,,0.26019658473282176,,0.24663083292849386,0.18456028192944815,0.016343451324713834,,0.23639063238208474,0.08360050354140644,,0.11973721868854272,,0.25575376612026074,,,,,,,,,,,,,,0.6123063083380365,,,,,,,,,,,,0.0557931769863657,0.025933886437313088,
3355,0.6,1.0,1.0,1.0,0.0,0.0,1.0,0.08333333333333333,,,,,0.35016829604625055,,0.18079850591944205,0.30430098725766414,0.044631370012027625,,0.29831497994050227,0.07464292445971166,,0.15343816079657147,,0.4058284186585146,,,,,,,,,,,,,,0.5512645312572275,,,,,,,,,,,,0.022130529416792253,0.01332083631721634,
4183,0.4,0.5,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,,,,,0.508364291701439,,0.44064401965755945,0.3891391706238073,0.02666327501959495,,0.4153219255263602,0.07056545706019146,,0.27350585991115073,,0.4592448383675326,,,,,,,,,,,,,,0.45635868191454404,,,,,,,,,,,,0.0581914067174179,0.042859674800163464,
2520,0.4,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.08333333333333333,,,,,0.8318570505784112,,0.8902837677543983,0.7251431866627568,0.23172222652515778,,0.6736805895096551,0.23308674134181948,,0.5076117993829824,,0.4765028958526263,,,,,,,,,,,,,,0.2347269257520938,,,,,,,,,,,,0.08033137971537983,0.018328523598606854,
1686,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.6616438150572571,,0.5097014437260913,0.6106195801849155,0.4771410773210743,0.4031435856144342,0.13020999678553155,,0.4334163527967918,0.19084808466894473,,0.3475784872214188,,0.36906272174842447,0.2708881260616899,,,,,0.2133117617044188,,0.5643648306217269,,,,,,0.3637112322146314,,,,,,,,,,,,0.08444559721813726,0.03676065070978371,
235,0.6,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.08333333333333333,,,,,,,,0.10966047762999327,0.11386355088114987,,0.14646085850439297,0.17764989646919854,,0.17214992111437655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,0.2,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.08333333333333333,,,,,0.6367090075052222,,0.6282871900345464,0.5064064877646461,0.03810171343152097,,0.5323177528061278,0.24182588698286483,,0.3259659923533456,,0.24789062369019774,,,,,,,,,,,,,,0.37417663788223277,,,,,,,,,,,,0.08606709411994445,0.06564591898732937,
2934,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.5884797030865531,,0.6056030168913435,0.8824963885269494,0.4967621484035893,0.42248588409295257,0.3061632709356664,,0.4907124907683653,0.2178071349514544,0.48413050987645967,0.3827128107467073,,0.44033304927388545,0.319915490509086,,,,,0.2095314374374266,,0.6117115687472235,,,,,,0.3439151975419173,,,,,,,,,,,,0.04184849670604053,0.010690090757804653,
3348,0.8,0.5,1.0,1.0,0.0,0.0,1.0,0.08333333333333333,,,,,0.23410714852428627,,0.08342814830751072,0.26059600246299874,,,0.19249321345939535,0.026503503289171126,,0.12046307063201529,,0.25497069028855673,,,,,,,,,,,,,,0.660974593690975,,,,,,,,,,,,,,
4810,0.6,0.5,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.1634841637279886,,,0.11385093957897006,,,0.15276632291697625,0.01142843349080927,,0.055381048354167545,,0.3271978503150922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,0.042480868898247134,0.0970138562364053,0.3426234114590584,,0.4699869583824627,0.4376729611637662,0.5353600077160823,0.3184120671753336,0.045964175056909126,0.20590767067573748,0.393037778542095,0.1389677269478807,0.426846303715647,0.24515458151036332,0.17871968101678262,0.30347558977160594,0.3373749966817892,0.775690899899261,,,,0.0409254757652762,0.3505747126436782,0.38157267447938475,0.050284325197626246,,,0.8368186622434836,0.3714197135840347,0.46631338456693744,0.32142857142857156,0.6388053829440576,0.21740989892943308,0.06274349528736481,0.44685471913481883,0.583990301823342,,0.16793893129770995,0.3882317258113436,0.0907840440165062,0.8155339805825242,0.07221321194630899,0.038300223021466476,0.20316873654010692
5426,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.08333333333333333,,,,,0.38797639725319716,,0.3682162465209817,0.3305793208353442,0.0640884493180707,,0.37260564687472447,0.198778213976769,,0.23244078596193374,,0.35864121940809746,,,,,,,,,,,,,,0.4723899117887679,,,,,,,,,,,,0.08320975526315263,0.040064974632386494,
2098,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.4633569284938298,,0.24771622593179227,0.36791573915007175,0.020747413691972794,,0.4190380858474813,0.1392169584049296,,0.24465949944792656,,0.4468146941442242,,,,,,,,,,,,,,0.4312945858373033,,,,,,,,,,,,0.04710385048516737,0.036952670550935235,
5015,0.4,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.45681700307224027,,0.3814384739540723,0.42316448117081623,0.054019436177836465,,0.40247459493116294,0.08190334951866124,,0.2788217922663623,,0.41793085087113147,,,,,,,,,,,,,,0.4436182765365046,,,,,,,,,,,,0.04928884024910537,0.03262777709996163,
6473,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.0968487978171509,,0.2763159844639925,0.14292707745213531,0.09284727477600521,0.2152735661449207,0.02990434934404466,,0.23522880214026484,0.06530211760833395,,0.11124671251428589,,0.4863414465160634,0.10062915132361643,,,,,0.18548274928682215,,0.42260103678550387,,,,,,0.6310118780567018,,,,,,,,,,,,0.029627061994011793,0.010683233687227466,
1690,0.6,0.5,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.3244302867331135,,,0.20159092409624071,0.016756990508108617,,0.2837008522392406,0.09054848413515774,,0.13803890699204616,,0.43321317833632034,,,,,,,,,,,,,,0.5817094340646969,,,,,,,,,,,,0.053808299895216384,0.04020715977710497,
654,0.2,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.2844868236926633,,0.28045261334848937,0.15556024485884218,,,0.22320629349781126,0.04521208587336271,,0.08372177332311423,,0.05987331131413912,,,,,,,,,,,,,,0.6386452075956658,,,,,,,,,,,,0.033909606464486625,0.0268939666829757,
1687,0.4,0.5,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.4182776332307447,,0.41325801003377255,0.3289594236540797,,,0.34680982569219504,0.0934534346987452,,0.24942395544990412,,0.3276720435580439,,,,,,,,,,,,,,0.46293306529825295,,,,,,,,,,,,0.05284255215007981,,
1680,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,0.334632899941069,0.19582344734257398,0.32273345927731434,,0.3878297265155933,0.3890029926984668,0.31377686132012167,0.2506427485591462,0.03306860548972056,0.20195267702890987,0.33291820307053094,0.16224174018542478,0.10065124726232026,0.19766740141886915,0.10387862496985155,0.2010078027724694,0.1859212950532653,0.6632747332557068,,,,0.1119923303884336,0.6465517241379308,0.29814638345015176,0.31615175947755947,,,0.049613989735027564,0.4118104083291409,0.5023443693606963,0.0535714285714287,0.5113958145575317,0.12766233122694748,0.3326602744773601,0.4855407432972578,0.647528211900325,,0.19083969465648856,0.16530178950561117,0.0,0.4368932038834951,0.08174239725044427,0.054939710548431185,0.22819242588471578
6895,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,0.05391114995569166,,,0.35127158577436024,,0.4120295899905483,,0.40320301321525825,,,,,,,,,,,,,,0.28910276325736434,,,,,,,,,,,,0.18044315852941092,0.15087103235457552,
24,0.4,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.7604308404902278,,0.6243564019651955,0.5796208475898731,0.08831605888778381,,0.5766540742242521,0.23710575605990244,,0.3781033014340396,,0.35470462021557514,,,,,,,,,,,,,,0.3374474016473197,,,,,,,,,,,,0.1361010565797892,,
4182,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,,,0.7171331528649384,,0.653210305947486,0.7788807045894037,0.6901987887802449,0.4850256833814777,0.16788882126450042,,0.5005231775118985,0.16365277037355738,0.21397507244942718,0.3738505194487904,,0.4490622782631342,0.3603573376849597,,,,,0.3259209822023142,,0.7068132647250274,,,,,,0.360600112017251,,,,,,,,,,,,0.0753340356511326,0.055401505754477345,
4392,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.562354178196373,,0.3924061655061801,0.27653396444010997,0.23858129292510577,,0.40375618858777634,0.23361392027478453,,0.39010158939747774,,0.5266626544560324,,,,,,,,,,,,,,0.45646945224090013,,,,,,,,,,,,0.13052392811002647,0.07544732081508974,
848,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.1827054763061858,0.28568858062395097,0.382220867326707,,0.44613645356725656,0.4734502052663989,0.4009911186893318,0.38455567671634094,0.07959922504036752,0.35766640205052735,0.3513699905179803,0.0915982996555919,0.2007035083367788,0.22242070615409001,0.1992929424824484,0.26960099918058544,0.2133922358189058,0.1438184774877047,,,,0.1481597308933906,0.767241379310344,0.44474672954243705,0.4554618451905039,,,0.6636882218380495,0.8092675564263734,0.48910535893933726,0.2321428571428573,0.6041406472780085,0.20989077844382678,0.6682724275716208,1.0,0.9350517015708989,,0.282442748091603,0.2667576584774036,0.1031636863823934,0.5291262135922331,0.04061403733604552,0.035243547880633164,0.6901497111724388
3772,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,,,,0.5441089015601719,,,,,0.05222710942005292,,0.3059127856818234,,,,,,,,,,,,,,,,,,,,
30,0.2,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.30388197031897457,,0.2191247131645278,0.17739875003440617,0.0067827361689359105,,0.25680286134541885,0.093210153936933,,0.10146774860007512,,0.09865015187159289,,,,,,,,,,,,,,0.622653068727178,,,,,,,,,,,,0.05237361855335867,0.018577152939090156,
1900,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,0.6136240092581386,,,,,0.08076802019322589,,0.8160503536498241,,,,,,,,,,,,,,,,,,,,
440,0.4,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.08333333333333333,,,,,0.6709325251376883,,0.5285745429181874,0.35653620578856554,0.23819193440499303,,0.4332595006583878,0.19772672717874998,,0.33324457793715634,,0.38360658324289426,,,,,,,,,,,,,,0.370906308407833,,,,,,,,,,,,0.055118661007790955,0.03824869338820622,
4811,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.2279688600757895,,0.2222074207115208,0.21377451321243654,0.07666576134897342,,0.2417874580779907,0.10274936992148549,,0.12753303281032402,,0.3072497688493446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,0.6,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.366965833244873,,0.22892064842837415,0.20424575537410958,0.055308297891203305,,0.27780396317654904,0.10624814917730943,,0.1798286677323774,,0.36463524714886303,,,,,,,,,,,,,,0.542690133795318,,,,,,,,,,,,0.013889929312885817,,
6062,0.2,0.5,1.0,1.0,1.0,0.0,0.0,0.08333333333333333,,,,,0.32757271413114947,,0.25646876067218505,0.1862855202144223,,,0.21780495156940055,0.058725021937147535,,0.0883765069574921,,0.08963774821736303,,,,,,,,,,,,,,0.6329731022229907,,,,,,,,,,,,0.04250898603203561,0.0338656717734252,
2728,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.8418000909396667,,0.9853148354043987,0.6154355898586985,0.33958405891566557,,0.6589130757213142,0.28464757096940396,,0.48169084533257267,,0.5236635693681204,,,,,,,,,,,,,,0.26764185174921484,,,,,,,,,,,,0.07447708476896912,0.035609592214925136,
5225,0.6,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.08333333333333333,,,0.3533677943290319,,0.2913082780335674,0.13381790397395069,0.11718642183674732,0.28954052575570666,0.08110952594676638,,0.29170090012708916,0.12930475895144797,0.22844177387020445,0.20591093902385715,,0.2741570656452509,0.4158874179902288,,,,,0.14498555756384707,,0.6707651181723899,,,,,,0.5716465118515468,,,,,,,,,,,,0.08030583382459962,,
3559,0.4,0.5,1.0,1.0,1.0,0.0,1.0,0.08333333333333333,,,,,,,0.38691583349445285,,0.037581663214497366,,0.40105835762411046,0.04510191352418037,,0.2644444361457832,,0.4224324243730803,,,,,,,,,,,,,,0.4417251433349998,,,,,,,,,,,,0.035007113351716364,0.004959076072063427,
644,0.8,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.15088307763709052,,,0.21566571927809908,,,0.16319158846340343,,,0.012968485816813256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.32152866301808863,,0.25603667773626,0.17945394428050412,0.008846439735617285,,0.22527482716587702,0.05930602671874979,,0.09070048106232698,,0.1765032930210511,,,,,,,,,,,,,,0.6322560822331426,,,,,,,,,,,,0.04176362259430188,0.03249312030885529,
4385,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.31583553211198206,,0.2629542407069641,0.13606410415478334,0.007614267163050237,,0.24794224734832118,0.07416268218484699,,0.1234799549274171,,0.16287000872459054,,,,,,,,,,,,,,0.6318388460069572,,,,,,,,,,,,0.04715342058733537,0.03809185458178858,
2940,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,,,,0.44115690448005523,,,,,0.2844930737255221,,0.3926067825565412,,,,,,,,,,,,,,,,,,,,
2527,0.2,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.08333333333333333,,,,,0.5343414158378519,,0.47499683557770367,0.4342623794962996,0.05024481829855528,,0.4656013431755417,0.2288177351119276,,0.29493573500634407,,0.1969236819549286,,,,,,,,,,,,,,0.4072198232432613,,,,,,,,,,,,0.08534406320993596,0.05838668522524257,
2724,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,0.1191877055985959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,0.4,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.49220817231977837,,,0.37247312449253694,0.03326030987184965,,0.3825293818886383,0.03845580957623884,,0.2343122395784873,,0.4964264403400343,,,,,,,,,,,,,,0.456059310159524,,,,,,,,,,,,0.010893368260287254,,
6880,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.36485905070935104,0.16140710389996155,0.1820578952111109,,0.5342457906034069,0.4689652924838351,0.4703669923144028,0.4237139020986685,0.05383227799639513,0.22719053058099054,0.4768158380445947,0.20139234032993408,0.25034000578247523,0.2777867134151408,0.40821899766438996,0.38914079754482883,0.2949492191240046,0.7691279129673948,,,,0.1024987733866184,0.18103448275862033,0.3833187746868392,0.29165446470255296,,,0.03848168130402345,0.11717375939258354,0.4098785574002806,0.33035714285714296,0.5971495673218657,0.19963237336087206,0.4132162842247796,0.041630057920472675,0.46111728960482484,,0.1450381679389313,0.011525629360024265,0.07702888583218707,0.5048543689320389,0.1146421458021887,0.09222044578452773,0.21077165432668687
3147,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.23622694311843304,,0.23148216912007433,0.22161293947274724,0.04341469673819737,,0.23506417302480737,0.09182567740900696,,0.14341584586459777,,0.11905605852316649,,,,,,,,,,,,,,0.5875693928102632,,,,,,,,,,,,0.030968669330449748,0.026746141044788063,
7095,0.4,0.5,0.6666666666666666,1.0,0.0,1.0,1.0,0.08333333333333333,,,,,0.46176217728518404,,0.3241403904338613,0.41628450575041787,0.034912977089321,,0.38394128077710615,0.06628785541104455,,0.29494533497820286,,0.38527129751638733,,,,,,,,,,,,,,0.4554738453275037,,,,,,,,,,,,0.04864959101736463,0.028121290751208974,
5853,0.2,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.08333333333333333,,,0.2415391953352216,,0.49624761255230976,0.4172459039613262,0.47561064300143013,0.38618735169504004,0.02330313133854491,,0.4207325659519041,0.16920185021255552,0.3965791373825072,0.25002919556718034,,0.1956863761087443,0.3282145269744934,,,,,0.029719611231084672,,0.20886786663468623,,,,,,0.4445541606366116,,,,,,,,,,,,0.06950556062336409,0.05008292986849008,
5847,0.4,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.08333333333333333,,,,,0.4489736817595591,,0.39392051964638414,0.4347690516800403,,,0.4031138393027525,0.06750652896965405,,0.2736852535721637,,0.5212169359822679,,,,,,,,,,,,,,0.4048857205214468,,,,,,,,,,,,0.03361804888117458,,
7101,0.2,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.08333333333333333,,,0.11111919629039065,,0.26758950916146124,0.47449686679217057,0.16351953740849584,0.18684277860125934,,,0.1888100232139585,0.06161264695473176,,0.06305029435064677,,0.03072569383061262,0.061447934028195615,,,,,0.11531840059283373,,0.11930784134640784,,,,,,0.6638920054240353,,,,,,,,,,,,0.02572647741491707,0.018182725951319735,
3775,0.2,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.6061515297192898,,,0.4205184936334667,0.027755485838623,,0.5002780502899823,0.21558958924547525,,0.30737706575293955,,0.3833917338292488,,,,,,,,,,,,,,0.40219679991956825,,,,,,,,,,,,0.11264883886206313,0.06344676661151145,
4398,0.2,0.5,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,,,0.29748615105890064,,0.26028880815473154,,,,0.23724289042577082,0.060220106644297715,,0.09552092003161101,,0.10782375912133914,,,,,,,,,,,,,,0.6482718646730977,,,,,,,,,,,,0.03680114519472412,0.03300083699122163,
3357,0.2,0.0,1.0,1.0,0.0,0.0,1.0,0.08333333333333333,,,0.12753770565390352,,0.44918045124083344,0.5718157813463949,0.3978112174095159,0.46625973846622343,0.014677363729830343,,0.386485737190361,0.10299250436955697,,0.17993640033637448,,0.2052051199335716,0.2747811810853267,,,,,0.07612181748732652,,0.2817956912608234,,,,,,0.49003735634201256,,,,,,,,,,,,0.07020345765031867,0.03181650263807914,
6259,0.8,0.0,1.0,1.0,0.0,1.0,0.0,0.08333333333333333,,,0.1939965992542957,,0.28268096593280295,0.1990984457618576,0.2575451283867449,0.15442658218262925,0.02013971608534239,,0.16102712464463842,0.039792248573623935,,0.08056232270681055,,0.08680623535377534,0.1998568309649416,,,,,0.15341391063546805,,0.30222126693416596,,,,,,0.6937633685314069,,,,,,,,,,,,0.009565248284692626,0.0023236306834211796,
5645,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,,,0.06286109093770721,,0.552901789895099,0.5130074168441136,0.5136506540119673,0.334166402275365,0.010575243902158707,,0.41917171622259936,0.15181052992738867,,0.197431088802167,,0.27657448532113393,0.24884188067477941,,,,,0.06485361332675406,,0.31950669552611605,,,,,,0.47142497240981496,,,,,,,,,,,,0.08408612270600521,0.06352139097992464,
2521,0.6,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.08333333333333333,,,0.19582923074713593,,0.3052009386384012,0.33507556991167536,0.1373436914765911,0.2632243583729704,0.051250731215137714,,0.28585520471363685,0.09022919116748448,0.17374513499685162,0.1642661234987994,,0.33613918673416776,0.10501159146345149,,,,,0.22096624290441935,,0.29148965089499335,,,,,,0.5525254816446815,,,,,,,,,,,,0.011826721164204551,0.006223554090333906,
