,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Deaths | Maternal Deaths,Food Access | Limited Supermarket Access,"Housing | Homeless, Children",Births | Low Birthweight,"Health Insurance | Uninsured, All Ages",Deaths | Premature Death,Mental Health | Adult Mental Distress
48,20,0,0,2,1,0,0,0,2013,16.82868955,63.14366606,18.84888026421053,7.716501916,15.28863839,4849.666831,10.1
49,20,0,1,2,1,0,0,0,2013,25.586313539161008,63.149721369696316,18.79558759219501,8.703698207679077,14.557439354874475,3590.381542,12.014291460226385
50,20,0,2,2,1,0,0,0,2013,25.586313539161008,63.149721369696316,18.79558759219501,8.703698207679077,14.557439354874475,6098.565414,12.014291460226385
51,20,4,0,2,1,0,0,0,2013,11.96557216,63.149721369696316,18.79558759219501,9.196035242,8.601109115,2437.036802,12.014291460226385
52,20,4,1,2,1,0,0,0,2013,11.965572159999997,63.149728205683004,18.794642382863326,8.334149544189373,12.650743662965203,1960.88593,12.014288587505547
53,20,4,2,2,1,0,0,0,2013,11.965572159999997,63.149728205683004,18.794642382863326,8.334149544189373,12.650743662965203,2919.211315,12.014288587505547
54,20,2,0,2,1,0,0,0,2013,64.9266329,63.149721369696316,18.79558759219501,14.60201794,15.2108958,9627.553498,12.014291460226385
55,20,2,1,2,1,0,0,0,2013,58.64199632736708,63.149728205683004,18.794642382863326,13.608632110139485,15.125587829978214,6924.555949,12.014288587505547
56,20,2,2,2,1,0,0,0,2013,58.64199632736708,63.149728205683004,18.794642382863326,13.608632110139485,15.125587829978214,12425.31324,12.014288587505547
57,20,3,0,2,1,0,0,0,2013,20.48891678,63.149721369696316,18.79558759219501,6.868308351,26.95794921,4333.040092,12.014291460226385
58,20,3,1,2,1,0,0,0,2013,18.350284142014996,63.149728205683004,18.794642382863326,6.823567385119759,31.321927221490945,3154.978246,12.014288587505547
59,20,3,2,2,1,0,0,0,2013,18.350284142014996,63.149728205683004,18.794642382863326,6.823567385119759,31.321927221490945,5498.331831,12.014288587505547
60,20,5,0,2,1,0,0,0,2013,25.586313539161008,63.149721369696316,18.79558759219501,8.699773465787175,20.87807206,6392.248121119282,12.014291460226385
61,20,1,0,2,1,0,0,0,2013,34.49716332333333,63.149721369696316,18.79558759219501,6.961761021,8.345696408,4977.167352,12.014291460226385
62,20,1,1,2,1,0,0,0,2013,35.05086648179983,63.149728205683004,18.794642382863326,7.153233445261049,8.530750017666996,3706.870609,12.014288587505547
63,20,1,2,2,1,0,0,0,2013,35.05086648179983,63.149728205683004,18.794642382863326,7.153233445261049,8.530750017666996,6212.681408,12.014288587505547
64,20,0,0,2,1,0,0,0,2014,16.82868955,63.14366606,19.333539995833334,7.57823447,15.28863839,4696.476001,10.1
65,20,0,1,2,1,0,0,0,2014,25.586313539161008,63.14972136969631,19.568474471968056,8.721489511274509,15.13687932243729,3577.646278,12.114286889591762
