,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Prostate Cancer Deaths,Housing | Vacant Housing Units,Mental Health | Teen Mental Distress,"Racial Segregation Indices | Racial Segregation, White and Asian",Sexually Transmitted Disease | New Chlamydia Cases
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,20.3938153,8.145933655,29.45,40.61898946,565.9
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,23.117494982,10.0915651186,37.643868758651294,44.388664062,525.9200000000001
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,23.117494982,10.0915651186,21.709609309287433,44.388664062,525.9200000000001
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,20.632126844,10.0915651186,30.19996269770218,44.388664062,525.9200000000001
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,20.632126844,10.0915651186,38.65958348102925,44.388664062,525.9200000000001
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,20.632126844,10.0915651186,21.47969314154618,44.388664062,525.9200000000001
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,37.68812958,10.0915651186,31.311117366165746,44.388664062,525.9200000000001
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,49.917419774,10.0915651186,33.4203763318832,44.388664062,525.9200000000001
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,49.917419774,10.0915651186,26.98000112859848,44.388664062,525.9200000000001
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,28.0957801,10.0915651186,34.41559981190682,44.388664062,525.9200000000001
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,20.402202147228174,10.0915651186,35.22043081664951,44.388664062,525.9200000000001
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,20.402202147228174,10.0915651186,26.680681124911022,44.388664062,525.9200000000001
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,25.443876258,10.0915651186,30.19996269770218,44.388664062,525.9200000000001
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,18.27991542,10.0915651186,26.562890011855167,44.388664062,525.9200000000001
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.495268582,10.0915651186,31.379737806845135,44.388664062,525.9200000000001
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,19.495268582,10.0915651186,24.939362603560415,44.388664062,525.9200000000001
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,19.21178866,8.145933655,29.45,40.61898946,594.2
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,22.356669173999997,10.0915651186,36.6,44.388664062,603.5800000000002
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,22.356669173999997,10.0915651186,22.6,44.388664062,603.5800000000002
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,26.742813614,10.0915651186,29.72,44.388664062,603.5800000000002
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,26.742813614,10.0915651186,38.65958342901882,44.388664062,603.5800000000002
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,26.742813614,10.0915651186,21.479693103157878,44.388664062,603.5800000000002
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,37.42815559,10.0915651186,33.2,44.388664062,603.5800000000002
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,48.763632786,10.0915651186,35.699697167314234,44.388664062,603.5800000000002
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,48.763632786,10.0915651186,24.760662466210825,44.388664062,603.5800000000002
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,16.24989288,10.0915651186,35.5,44.388664062,603.5800000000002
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,17.34486746027585,10.0915651186,37.61971591091504,44.388664062,603.5800000000002
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,17.34486746027585,10.0915651186,26.680681209811638,44.388664062,603.5800000000002
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,30.782704646000003,10.0915651186,30.2,44.388664062,603.5800000000002
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,17.99304759,10.0915651186,23.4,44.388664062,603.5800000000002
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,18.91132075,10.0915651186,32.639362420462284,44.388664062,603.5800000000002
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,18.91132075,10.0915651186,24.939362524105345,44.388664062,603.5800000000002
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,18.00300475,8.145933655,29.45,40.61898946,618.5
