,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | High Blood Pressure,Income | Poverty and Near Poverty in All Ages,Mental Health | Teen Suicidal Ideation,Respiratory Disease | Teen Asthma,Substance Use | Adult Binge Drinking
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,23.4,37.98052897,12.25,21.7,21.4
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,14.896814999768193,22.337637178867336,16.34
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,10.323200365589544,23.642582572240357,16.34
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.220001492091912,22.319969163433804,16.34
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,15.679826229380502,20.780630092139674,16.34
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,9.460248236140965,22.300268348374864,16.34
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.823161289895289,28.638300141069877,16.34
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,13.839943332067469,23.76044890309709,16.34
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.059902715477754,23.880567104631865,16.34
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,13.931473153673446,19.053750935498613,16.34
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,14.280169678062387,20.540449705960352,16.34
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.500129061472673,20.82052024947256,16.34
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.839970655525713,23.199925395404357,16.34
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.973079495857313,22.70962917828451,16.34
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,14.439794400746937,21.640231404144526,16.34
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.28,37.959373412000005,12.099920587236221,21.760349605679306,16.34
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,23.4,37.98052897,12.25,21.7,21.4
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,13.8,23.6,16.34
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,11.2,25.3,16.34
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.76,21.98,16.34
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,15.67982620770933,20.78063017077484,16.34
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,9.460248267099802,22.30026838181058,16.34
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.5,28.6,16.34
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,13.83994332501302,26.03976974756277,16.34
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.059902703349104,26.319840299862083,16.34
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,14.5,19.6,16.34
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,14.280169699225617,20.54044976202443,16.34
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.500129077561706,20.820520314323748,16.34
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.84,22.74,16.34
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.7,22.1,16.34
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,14.439794375128214,21.640231432981057,16.34
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.28,37.959373412,12.099920577335283,23.139938547561446,16.34
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,23.4,37.98052897,12.25,21.7,21.4
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,15.440273584313463,22.21651381581332,16.339999999999996
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,10.148595342948513,23.09068165321173,16.339999999999996
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,12.739975653383686,23.639903607274178,16.339999999999996
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,15.67991967944096,20.780490027627216,16.339999999999996
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,9.460161771265222,22.300119223202447,16.339999999999996
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,12.845415225907756,27.80612567514162,16.339999999999996
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,14.359908698910683,26.039763729250506,16.339999999999996
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,10.760181642302733,26.319777613363232,16.339999999999996
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,14.158810636757234,19.661013262791776,16.339999999999996
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,15.399960321755467,20.540344450438127,16.339999999999996
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,11.800233265147517,21.8201598136488,16.339999999999996
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,12.739975653383686,21.380015899831065,16.339999999999996
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,12.984915287354593,22.339624016076968,16.339999999999996
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,13.880023841033877,21.640111155649603,16.339999999999996
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.28,37.959373412,12.099935476384186,21.76015680310666,16.339999999999996
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,23.4,32.27312639,12.7,20.85,21.4
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,16.7,22.9,16.339999999999996
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,10.4,22.6,16.339999999999996
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,14.38,23.04,16.339999999999996
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,15.680013090814203,20.780349974952816,16.339999999999996
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,9.460075331279032,22.29997016091246,16.339999999999996
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,12.6,24.3,16.339999999999996
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,14.320032857150647,24.199940452597264,16.339999999999996
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,11.240025754535381,24.97984790002648,16.339999999999996
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,15.8,23.0,16.339999999999996
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,14.760147962393612,20.500243119824063,16.339999999999996
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.279999999999994,35.507731172,11.020206524740505,20.62021623221543,16.339999999999996
