,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Colorectal Cancer Deaths,Heat and Disasters | Number of Heat Waves,Mental Health | School Bullying,Population | Seniors,Sexually Transmitted Disease | HIV/AIDS Prevalence
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,12.77803434,7.769230769,15.850000000000001,6.921902795,442.7
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,11.84385819,5.2615384616,17.40102060414997,9.5609774662,126.8
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,13.69767157,5.2615384616,16.091388114365945,9.5609774662,755.0
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,13.470722555655719,5.2615384616,17.899898040385956,9.5609774662,54.2
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,11.5075183998,5.2615384616,16.06057537678647,9.5609774662,134.45999999999998
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,19.776218125643073,5.2615384616,13.161150886570638,9.5609774662,382.9
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,21.40895751,5.2615384616,13.288852830338634,9.5609774662,1209.3
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.47566794,5.2615384616,15.160210509341212,9.5609774662,315.93999999999994
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,21.02780127,5.2615384616,14.72024731482896,9.5609774662,747.3799999999999
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,14.26523017,5.2615384616,16.662717151580576,9.5609774662,449.9
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,12.22439445,5.2615384616,17.32028205559965,9.5609774662,181.98
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,18.52787179,5.2615384616,16.200521407683325,9.5609774662,447.23999999999995
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,14.495699263999999,5.2615384616,17.899898040385956,9.5609774662,0.0
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,11.52692511,5.2615384616,22.77531542032863,9.5609774662,347.9
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,11.5943144,5.2615384616,19.060498588821343,9.5609774662,170.5
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,11.21135897,5.2615384616,19.820177959139812,9.5609774662,309.3
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,13.0556767,7.769230769,15.850000000000001,6.921902795,449.3
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,11.44185867,5.2615384616,18.5,9.5609774662,124.2
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,14.88582644,5.2615384616,18.8,9.5609774662,771.1
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,13.49085252557273,5.2615384616,15.180000000000001,9.5609774662,61.4
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,14.873650651,5.2615384616,16.0605754486106,9.5609774662,90.64
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,20.86384642688346,5.2615384616,13.16115103021899,9.5609774662,349.4
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,19.03874382,5.2615384616,13.5,9.5609774662,1241.4
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,18.52295506,5.2615384616,15.560091375670885,9.5609774662,671.8399999999999
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,24.61360587,5.2615384616,14.440330757581178,9.5609774662,861.2
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,15.68860437,5.2615384616,19.1,9.5609774662,455.6
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,12.95861445,5.2615384616,17.32028209074804,9.5609774662,319.52000000000004
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,20.54311227,5.2615384616,16.200521472658334,9.5609774662,554.2
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,17.035486558,5.2615384616,17.9,9.5609774662,0.0
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,11.91068317,5.2615384616,25.2,9.5609774662,348.6
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.86440268,5.2615384616,20.260141171226312,9.5609774662,149.02
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,12.93206384,5.2615384616,19.82017798129327,9.5609774662,354.71999999999997
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,12.0441725,7.769230769,15.850000000000001,6.921902795,450.8
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,10.0596556,5.2615384616,17.258643536720896,9.5609774662,121.1
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,14.71450598,5.2615384616,15.445291006039476,9.5609774662,777.7
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,13.518877523434545,5.2615384616,16.779953791115968,9.5609774662,54.4
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,13.425077663999996,5.2615384616,16.060454195283036,9.5609774662,121.01999999999998
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,22.490760497728573,5.2615384616,13.160870724881365,9.5609774662,273.0400000000001
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,14.94586639,5.2615384616,13.306509032685296,9.5609774662,1230.3
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,12.65453308,5.2615384616,15.160127048437147,9.5609774662,596.58
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,19.66242475,5.2615384616,14.720105193847335,9.5609774662,725.1
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,16.45732139,5.2615384616,16.23040424946886,9.5609774662,468.2
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,11.89339215,5.2615384616,17.320134974452724,9.5609774662,206.35999999999999
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,23.83412498,5.2615384616,16.24024017324023,9.5609774662,515.0400000000001
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,14.9669502142,5.2615384616,16.1399855907781,9.5609774662,0.0
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,11.14328139,5.2615384616,21.701750748634687,9.5609774662,346.4
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,10.04006946,5.2615384616,20.25998308434942,9.5609774662,176.04
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,12.16708298,5.2615384616,19.81996122975961,9.5609774662,412.26000000000005
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,12.04585393,7.769230769,14.55,8.374686173,453.2
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,9.654580026,5.2615384616,17.7,10.686600503000001,126.1
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,15.0039098,5.2615384616,15.2,10.686600503000001,777.3
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,13.652543754290503,5.2615384616,15.4,10.686600503000001,62.4
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,12.338687613599998,5.2615384616,16.060333020232008,10.686600503000001,108.62
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,19.15826479895835,5.2615384616,13.160590600509238,10.686600503000001,504.84
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,18.79606991,5.2615384616,13.5,10.686600503000001,1236.9
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,11.33349479,5.2615384616,15.380021690964176,10.686600503000001,502.86
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,30.81620866,5.2615384616,13.200114174460174,10.686600503000001,789.9200000000001
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,13.47828629,5.2615384616,16.7,10.686600503000001,477.5
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,9.235979102,5.2615384616,15.780140864712262,10.686600503000001,244.54000000000002
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,19.6352809,5.2615384616,14.720121916757329,10.686600503000001,427.7799999999999
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,15.602788123600002,5.2615384616,15.720000000000002,10.686600503000001,0.0
61,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,11.30323372,5.2615384616,19.3,10.686600503000001,345.5
62,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,10.07143601,5.2615384616,18.14003572844164,10.686600503000001,253.68
63,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,12.36430456,5.2615384616,18.299895399799084,10.686600503000001,375.40000000000003
64,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,10.87065012,7.769230769,14.55,8.374686173,450.8
65,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,8.558169806,5.2615384616,16.21555891674701,10.686600503,125.6
66,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,13.82720236,5.2615384616,13.370744548808155,10.686600503,772.9
67,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2014,11.17457207,5.2615384616,14.73999056884742,10.686600503,71.5
68,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2014,11.2085283354,5.2615384616,16.060130457425924,10.686600503,94.62
69,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2014,20.43505484961953,5.2615384616,13.160209323563482,10.686600503,431.88
70,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,20.35462629,5.2615384616,13.120677292906665,10.686600503,1205.3
71,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,16.90647634,5.2615384616,14.819956344058332,10.686600503,509.84
72,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,26.143779662500002,5.2615384616,12.820060458635211,10.686600503,835.4199999999998
73,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,9.985333669,5.2615384616,14.114866152096479,10.686600503,489.8
74,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,6.882989719,5.2615384616,15.259968216384038,10.686600503,246.42
75,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,14.42530364,5.2615384616,13.220080263922709,10.686600503,497.64
76,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2014,16.292355479999998,5.2615384616,14.73999056884742,10.686600503,0.0
77,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,10.03091063,5.2615384616,20.518100785710576,10.686600503,337.5
78,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,8.924757167,5.2615384616,18.63988297772024,10.686600503,215.48000000000002
79,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,17.411759115,5.2615384616,17.459824466580358,10.686600503,336.4
80,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,11.19398738,7.769230769,14.55,8.374686173,455.3
81,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,9.242023642,5.2615384616,14.6,10.686600503,128.6
82,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,13.74303238,5.2615384616,11.2,10.686600503,778.4
83,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2015,13.33214557,5.2615384616,14.419999999999998,10.686600503,78.3
84,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2015,10.9145732984,5.2615384616,16.05992800520751,10.686600503,152.18
85,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2015,18.620718597159133,5.2615384616,13.159828254775283,10.686600503,320.94
86,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,21.67581446,5.2615384616,12.6,10.686600503,1200.6
87,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,13.83932914,5.2615384616,15.299831247748596,10.686600503,340.2
88,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,35.27877642,5.2615384616,13.25986499721405,10.686600503,882.32
89,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,9.337197213,5.2615384616,11.4,10.686600503,504.7
90,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,8.667458364,5.2615384616,14.059894721699123,10.686600503,277.5
91,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,9.898106211,5.2615384616,12.21990859246894,10.686600503,369.92
92,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2015,13.464418644599998,5.2615384616,14.74,10.686600503,0.0
93,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,10.32908069,5.2615384616,20.6,10.686600503,337.2
94,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,8.466929986,5.2615384616,18.279932496144962,10.686600503,230.74
95,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,12.35989193,5.2615384616,16.73991654887132,10.686600503,566.84
96,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,11.41526933,7.769230769,14.55,8.374686173,456.8
97,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,8.78192505,5.2615384616,15.56927163548895,10.686600503,132.1
98,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,14.96995701,5.2615384616,12.077986398324883,10.686600503,776.9
99,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2016,10.27716594,5.2615384616,14.54000049588416,10.686600503,76.8
100,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2016,13.72067427,5.2615384616,16.05979811183679,10.686600503,131.62
101,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2016,18.3033238868444,5.2615384616,13.159544644255723,10.686600503,531.18
102,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,22.20694391,5.2615384616,13.418467821482341,10.686600503,1232.5
103,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,13.71124048,5.2615384616,13.540229855053262,10.686600503,903.2
104,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,26.760244509999996,5.2615384616,12.000153570400217,10.686600503,878.5600000000001
105,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,11.2262616,5.2615384616,12.552411442019833,10.686600503,510.7
106,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,8.953377648,5.2615384616,13.439992084738062,10.686600503,276.66
107,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,13.20548898,5.2615384616,11.28003863918315,10.686600503,520.32
108,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2016,12.5217005628,5.2615384616,14.080023306555585,10.686600503,0.0
109,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2016,10.58648443,5.2615384616,20.559951200096908,10.686600503,331.3
110,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2016,12.048791379999999,5.2615384616,17.140175353362444,10.686600503,252.2
111,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2016,13.76339958,5.2615384616,16.399940566647295,10.686600503,488.32
112,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,11.35532084,7.769230769,15.05,8.374686173,461.6
113,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,8.52328751,5.2615384616,15.9,10.686600503,127.0
114,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,14.66367655,5.2615384616,11.6,10.686600503,791.1
115,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2017,10.86620803,5.2615384616,15.379999999999999,10.686600503,86.7
116,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2017,12.7243632966,5.2615384616,16.05966827645955,10.686600503,121.88
117,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2017,18.704667965166045,5.2615384616,13.159261160360609,10.686600503,497.5
118,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,18.97506647,5.2615384616,15.7,10.686600503,1231.6
119,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,12.92698337,5.2615384616,13.740204100051503,10.686600503,545.7
120,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,28.5194221,5.2615384616,11.28023486669202,10.686600503,940.2199999999999
121,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,13.14493775,5.2615384616,11.7,10.686600503,521.9
122,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,8.618258545,5.2615384616,13.260053447181527,10.686600503,291.5
123,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,17.37820599,5.2615384616,10.84008024203061,10.686600503,600.6400000000001
124,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2017,15.121803169999998,5.2615384616,15.7,10.686600503,0.0
125,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2017,10.35799627,5.2615384616,21.0,10.686600503,332.6
126,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2017,8.459249821,5.2615384616,17.74007021917905,10.686600503,171.24
127,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2017,12.54336154,5.2615384616,14.08022013956262,10.686600503,642.3000000000001
128,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2018,11.50142313,7.769230769,15.05,9.767460306,469.5
129,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2018,9.411676165,5.2615384616,15.151249381505217,11.893310457200002,128.7
