,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Poor Air Quality,Dietary Quality | Teen Breakfast,Lead Poisoning | Child Lead Levels 10+ mcg/dL,Physical Activity | Teen Physical Education,School Violence | Fighting in School
6202,4,3,1,3,1,1,0,0,2020,73.71135574682266,15.247554816949899,0.29435608529962864,44.998951071814496,16.214285714285715
6203,4,3,2,3,1,1,0,0,2020,73.71135574682266,14.450693224511761,0.29435608529962864,42.898741703463784,20.242857142857144
6204,4,5,0,3,1,1,0,0,2020,73.68384782376874,13.203495080484524,0.29401534156849596,43.247731032700266,18.28933010595297
6205,4,1,0,3,1,1,0,0,2020,73.68384782376874,10.557064415913132,0.29401534156849596,49.21673213377775,16.63779870803736
6206,4,1,1,3,1,1,0,0,2020,73.71135574682266,12.426270545945261,0.29435608529962864,48.126763626318535,12.942764984082483
6207,4,1,2,3,1,1,0,0,2020,73.71135574682266,12.892964632305054,0.29435608529962864,46.026554257967824,19.316082810391574
6208,4,0,0,3,1,1,0,0,2021,73.15068493,13.814765204714785,0.26815829104966626,45.49407944973959,18.776617501001596
6209,4,0,1,3,1,1,0,0,2021,71.75160485490213,14.673809402949813,0.27270717626027347,47.58434875315939,12.780553201504858
6210,4,0,2,3,1,1,0,0,2021,71.75160485490213,15.524489530316856,0.27270717626027347,43.33250591243017,22.237915092401742
6211,4,4,0,3,1,1,0,0,2021,71.75160485490213,14.885091281824321,0.27270717626027347,46.19484301252767,8.88798546083817
6212,4,4,1,3,1,1,0,0,2021,72.7619750986562,13.667297222813811,0.27283527491373283,49.98055632372422,10.485714285714284
6213,4,4,2,3,1,1,0,0,2021,72.7619750986562,15.40613591443794,0.27283527491373283,47.882712376010396,16.114285714285714
6214,4,2,0,3,1,1,0,0,2021,71.75160485490213,18.957627636430384,0.27270717626027347,45.59750961735599,24.336203618281058
6215,4,2,1,3,1,1,0,0,2021,72.7619750986562,14.292424701695264,0.27283527491373283,47.36343554947207,16.07142857142857
6216,4,2,2,3,1,1,0,0,2021,72.7619750986562,15.337367920980224,0.27283527491373283,45.39171012448928,21.7
6217,4,3,0,3,1,1,0,0,2021,71.75160485490213,17.373276152846262,0.27270717626027347,44.049339567205934,20.291796556756623
6218,4,3,1,3,1,1,0,0,2021,72.7619750986562,14.926039379363603,0.27283527491373283,45.01922041137063,14.942857142857141
6219,4,3,2,3,1,1,0,0,2021,72.7619750986562,13.925599908825857,0.27283527491373283,42.92137646365681,20.57142857142857
6220,4,5,0,3,1,1,0,0,2021,71.75160485490213,13.893214474488383,0.27270717626027347,45.354752358601715,18.277061965281263
6221,4,1,0,3,1,1,0,0,2021,71.75160485490213,10.023302493393802,0.27270717626027347,46.27808636537175,15.938170218095198
6222,4,1,1,3,1,1,0,0,2021,72.7619750986562,12.636097106722566,0.27283527491373283,48.19546381131117,12.942621645711238
6223,4,1,2,3,1,1,0,0,2021,72.7619750986562,11.63565763618482,0.27283527491373283,46.09761986359734,19.193485691529084
6224,4,0,0,3,1,1,0,0,2022,44.87632509,14.092419426301332,0.25994842651735023,48.804897017840105,18.484223800076794
6225,4,0,1,3,1,1,0,0,2022,62.64001527386732,14.69333412599313,0.2598750054383313,47.516872081476144,13.15287464939577
6226,4,0,2,3,1,1,0,0,2022,62.64001527386732,15.470026591215895,0.2598750054383313,43.45642851186406,22.3955216128093
6227,4,4,0,3,1,1,0,0,2022,62.64001527386732,14.445987472995341,0.2598750054383313,47.4580321540687,11.567372534925617
6228,4,4,1,3,1,1,0,0,2022,62.55298918285469,14.018668682575944,0.2598716744278334,51.94574574553063,10.485714285714288
6229,4,4,2,3,1,1,0,0,2022,62.55298918285469,14.675701965511546,0.2598716744278334,46.06978320639115,16.114285714285717
6230,4,2,0,3,1,1,0,0,2022,62.64001527386732,19.7839613659144,0.2598750054383313,44.952898805024674,24.86749169972222
6231,4,2,1,3,1,1,0,0,2022,62.55298918285469,15.468819848383736,0.2598716744278334,47.59351996087188,16.071428571428577
6232,4,2,2,3,1,1,0,0,2022,62.55298918285469,16.130931657682638,0.2598716744278334,45.099765839595605,21.700000000000003
6233,4,3,0,3,1,1,0,0,2022,62.64001527386732,17.79013668971932,0.2598750054383313,44.14752547984876,20.814317332854444
6234,4,3,1,3,1,1,0,0,2022,62.55298918285469,15.517394859431347,0.2598716744278334,48.24568185863325,14.942857142857145
