,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Diabetes and Obesity | Diabetes,Income-related | Excessive Housing Cost,Physical Activity | Teen Computer Time,"Respiratory Infection | Flu Vaccinations, Medicare",Substance Use | Teen Smoking
0,20,0,0,2,1,0,0,0,2010,7.7,25.690117833461542,38.2,50.0,11.6
1,20,0,1,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,31.723547253446142,50.57142073605493,9.619830331814919
2,20,0,2,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,36.83882902212216,50.57142073605493,12.675184298962927
3,20,4,0,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,45.50359266477316,44.47368421052632,6.386994707964406
4,20,4,1,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,37.068815889020236,44.56800521517866,7.489875993674923
5,20,4,2,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,39.91024039295652,44.56800521517866,8.833039009013184
6,20,2,0,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,35.14686851051192,33.31578947368421,9.014926759832566
7,20,2,1,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,32.578744660450425,33.42462140212923,7.752307573485388
8,20,2,2,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,35.11011590435788,33.42462140212923,9.484910379530936
9,20,3,0,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,35.97179754737025,37.26315789473684,14.676848636763303
10,20,3,1,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,32.77957787331652,36.998156654326976,10.843417430137993
11,20,3,2,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,35.310949117223984,36.998156654326976,12.93352654826354
12,20,5,0,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,38.86325389913056,50.857121962813146,11.233093587715008
13,20,1,0,2,1,0,0,0,2010,10.100001828253852,25.79056010233824,28.207702996824626,53.684210526315795,13.708787399777009
14,20,1,1,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,30.087503760434306,53.713232373901135,10.610649680342021
15,20,1,2,2,1,0,0,0,2010,10.100000914206309,25.79881460555311,32.77012767483716,53.713232373901135,11.91699496044603
16,20,0,0,2,1,0,0,0,2011,7.7,25.55747890894737,38.2,50.0,11.6
17,20,0,1,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,32.0,49.71431705578029,11.5
18,20,0,2,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,35.0,49.71431705578029,16.2
19,20,4,0,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,46.0462423690124,44.416666666666664,5.842265075493893
20,20,4,1,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,36.164220341528306,44.57090518597169,7.693857612221057
21,20,4,2,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,38.56247257832429,44.57090518597169,9.975650209906792
22,20,2,0,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,36.1,33.0,11.0
23,20,2,1,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,38.275863728067876,33.42796752227503,8.216886878968452
24,20,2,2,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,38.51984508839979,33.42796752227503,10.047212093852508
25,20,3,0,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,40.4,36.916666666666664,17.7
26,20,3,1,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,37.94530140182009,36.99971817706169,11.038664998629239
27,20,3,2,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,38.189282762152004,36.99971817706169,12.868990213513298
28,20,5,0,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,38.870281289010755,50.57142073605493,11.229206095440858
29,20,1,0,2,1,0,0,0,2011,10.142857012267582,25.6835227723005,27.0,54.25,17.0
30,20,1,1,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,33.00770919907393,54.71271555791508,10.355967788275269
31,20,1,2,2,1,0,0,0,2011,10.142857077556691,25.685758311096688,33.251690559405844,54.71271555791508,12.656621636083685
32,20,0,0,2,1,0,0,0,2012,7.7,25.481284730000002,38.2,50.0,11.6
33,20,0,1,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,35.26863637477683,50.857121962813146,8.619192146345524
34,20,0,2,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,37.77123501622561,50.857121962813146,11.471648491416754
35,20,4,0,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,46.97928056592571,46.0,5.820227443124156
36,20,4,1,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,37.73153335468858,44.57141159478569,7.410184516815701
37,20,4,2,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,39.82841168530853,44.57141159478569,9.086244656563068
38,20,2,0,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,38.67903996107213,32.0,7.492299931494256
39,20,2,1,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,39.711509572532805,33.42855184013733,7.78527626590454
40,20,2,2,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,40.49200828057521,33.42855184013733,9.151584449983334
41,20,3,0,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,39.1175941033907,38.0,12.710432959154643
42,20,3,1,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,39.854013074645344,37.428542698868085,10.243712401753035
43,20,3,2,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,40.70283166797236,37.428542698868085,12.197571599279495
44,20,5,0,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,39.72764996060477,50.857121962813146,10.586179591745342
45,20,1,0,2,1,0,0,0,2012,10.142857012267585,25.687398086433458,29.14619459915274,53.0,12.811304384749596
46,20,1,1,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,35.114009775970004,54.42853355759884,11.22046486415753
47,20,1,2,2,1,0,0,0,2012,10.142857077556691,25.687746801247332,36.277099841606244,54.42853355759884,12.84638861231785
48,20,0,0,2,1,0,0,0,2013,7.7,28.81079121,41.2,51.0,9.35
49,20,0,1,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,39.6,51.28571950929672,8.2
50,20,0,2,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,39.4,51.28571950929672,11.0
51,20,4,0,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,47.35089098940098,47.0,5.807903716625882
52,20,4,1,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,37.967260160312165,45.000000000000014,6.90633646444807
53,20,4,2,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,39.49981575285881,45.000000000000014,8.836527537260308
54,20,2,0,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,44.5,33.0,7.6
55,20,2,1,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,40.27990495554861,33.71428963197254,7.77373139761878
56,20,2,2,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,40.4146817946441,33.71428963197254,9.631808297088204
57,20,3,0,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,42.0,40.0,11.3
58,20,3,1,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,40.073167785486056,37.428579263945075,10.234931359855697
59,20,3,2,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,40.30329522533949,37.428579263945075,12.093008259325115
60,20,5,0,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,40.585073496771564,51.28571950929672,10.68469974873853
61,20,1,0,2,1,0,0,0,2013,10.142857012267585,25.2711119409173,31.1,55.0,11.4
62,20,1,1,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,36.02105386810493,55.14283233084061,10.767266123823294
63,20,1,2,2,1,0,0,0,2013,10.142857077556691,25.271113754586843,35.70632073219871,55.14283233084061,12.666207566474693
64,20,0,0,2,1,0,0,0,2014,7.7,28.81079121,41.2,51.0,9.35
65,20,0,1,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,39.129475227836025,50.85718595169789,7.421999295355846
66,20,0,2,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,39.653686545989935,50.85718595169789,10.090386318416448
67,20,4,0,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,50.45560515634291,48.0,3.5754051532742146
68,20,4,1,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,43.2283828487579,45.00000914126925,6.883514542299208
69,20,4,2,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,43.086160312107154,45.00000914126925,8.808284952143039
70,20,2,0,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,42.297867964257755,33.0,5.310159918937408
71,20,2,1,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,41.91468401667182,34.00000000000001,7.506077257761096
72,20,2,2,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,41.571766070433014,34.00000000000001,9.46060556949241
73,20,3,0,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,40.768472723477544,39.0,10.373239570741415
74,20,3,1,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,40.39988147364196,36.85714024535165,10.106077257761097
75,20,3,2,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,40.056963527403155,36.85714024535165,11.72066698895513
76,20,5,0,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,41.442442168365595,50.85718595169789,9.300085435924732
77,20,1,0,2,1,0,0,0,2014,10.085716766915938,25.2711119409173,32.80261767143825,55.0,12.013262916159853
78,20,1,1,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,38.125136037507424,54.142905460994605,11.291061902895418
79,20,1,2,2,1,0,0,0,2014,10.085715526422849,25.271113754586843,37.782218091268625,54.142905460994605,12.438236085850692
80,20,0,0,2,1,0,0,0,2015,7.5,28.81079121,41.2,48.0,9.35
81,20,0,1,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,43.5,49.85710368027466,7.1
82,20,0,2,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,42.3,49.85710368027466,10.9
83,20,4,0,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,50.04804011677073,48.0,2.904957046291352
84,20,4,1,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,41.7345099639118,43.99996343492301,6.265453164920532
85,20,4,2,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,42.527134675483126,43.99996343492301,8.424250915297064
86,20,2,0,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,46.9,31.0,3.3
87,20,2,1,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,42.94481095739904,33.14282318957137,5.64828097798262
88,20,2,2,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,42.589847596419,33.14282318957137,6.5309568697781195
89,20,3,0,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,43.1,37.0,10.0
90,20,3,1,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,41.73200762575011,36.28566466168123,7.073144065199151
91,20,3,2,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,40.98202034734432,36.28566466168123,8.282736302450438
92,20,5,0,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,40.95755783163441,50.28565552041198,9.300085435924732
93,20,1,0,2,1,0,0,0,2015,10.028569208548898,25.2711119409173,36.7,51.0,14.3
94,20,1,1,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,39.45704160752243,53.57135674717019,8.341959790898615
95,20,1,2,2,1,0,0,0,2015,10.028570318463764,25.271113754586843,36.74555625638189,53.57135674717019,9.633281114513851
96,20,0,0,2,1,0,0,0,2016,7.9,28.81079121,41.2,49.0,9.35
97,20,0,1,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,40.53871926907581,50.42855184013733,5.657538849118432
98,20,0,2,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,40.09178720757624,50.42855184013733,7.857855340914001
99,20,4,0,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,51.47949425619732,48.0,2.435872929850267
100,20,4,1,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,45.66240599548206,45.857121962813146,5.020058900818145
101,20,4,2,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,45.199826303971435,45.857121962813146,6.515706711818549
102,20,2,0,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,43.948448751588565,33.0,3.460579595552179
103,20,2,1,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,43.54930230131351,34.85712196281315,4.558358924776134
104,20,2,2,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,42.773374279641814,34.85712196281315,5.363466408835896
105,20,3,0,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,40.995747901147986,39.0,7.5202154464805515
106,20,3,1,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,41.54908948947768,37.285710368027466,6.302979365701527
107,20,3,2,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,40.77316146780599,37.285710368027466,7.193071494895611
108,20,5,0,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,41.08520522186809,50.00000000000001,8.300808070075526
109,20,1,0,2,1,0,0,0,2016,10.171428049070329,25.2711119409173,37.2207212784812,52.0,10.153150348836725
110,20,1,1,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,40.02310220462697,53.42856098140658,7.370063575746422
111,20,1,2,2,1,0,0,0,2016,10.17142831022677,25.271113754586843,39.24717418295528,53.42856098140658,8.65675071556733
112,20,0,0,2,1,0,0,0,2017,7.7,28.81079121,39.95,51.0,7.6
113,20,0,1,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,42.6,52.571393312247196,4.5
114,20,0,2,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,38.6,52.571393312247196,6.3
115,20,4,0,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,52.965182693869146,51.0,2.3680278553325236
116,20,4,1,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,47.073670401127266,47.00000914126925,4.745660640931231
117,20,4,2,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,46.49703473172169,47.00000914126925,6.621779184517486
118,20,2,0,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,44.2,33.0,3.9
119,20,2,1,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,42.989278419777236,35.57140245351644,3.793499303852684
120,20,2,2,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,42.45384729728109,35.57140245351644,4.6859987381101975
121,20,3,0,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,39.9,41.0,5.0
122,20,3,1,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,41.10116329091029,38.85714024535165,5.4435435471104086
123,20,3,2,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,40.565732168414144,38.85714024535165,6.336042981367923
124,20,5,0,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,40.57107107089536,51.42858840521433,8.29978998139759
125,20,1,0,2,1,0,0,0,2017,10.799981717461504,25.363702168762853,41.4,54.0,9.6
126,20,1,1,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,40.087385015105795,54.71428963197255,6.614951968009666
127,20,1,2,2,1,0,0,0,2017,10.79999085793689,25.36370609832585,40.69125660405503,54.71428963197255,7.8888538052989325
128,20,0,0,2,1,0,0,0,2018,7.5,28.20277064,39.95,53.0,7.6
129,20,0,1,2,1,0,0,0,2018,10.64284512861756,25.78697499919095,41.70809487438411,52.71432619704954,3.882547289518899
130,20,0,2,2,1,0,0,0,2018,10.64284512861756,25.78697499919095,40.42125548305878,52.71432619704954,5.777503074550765
131,20,4,0,2,1,0,0,0,2018,10.64284512861756,25.78697499919095,53.903677882972744,50.0,2.5018962315917017
132,20,4,1,2,1,0,0,0,2018,10.64285113521567,25.786983764548477,48.54827194114712,48.85715852789015,3.2740917417143214
133,20,4,2,2,1,0,0,0,2018,10.64285113521567,25.786983764548477,48.001246509457005,48.85715852789015,4.8946478462659595
134,20,2,0,2,1,0,0,0,2018,10.64284512861756,25.78697499919095,42.68521873232581,32.0,2.7600269389209826
135,20,2,1,2,1,0,0,0,2018,10.64285113521567,25.786983764548477,42.98118844877223,36.28571036802747,3.787512968772354
136,20,2,2,2,1,0,0,0,2018,10.64285113521567,25.786983764548477,42.446162329547825,36.28571036802747,5.058532998860678
137,20,3,0,2,1,0,0,0,2018,10.64284512861756,25.78697499919095,40.242527378142526,41.0,4.9674966326348775
138,20,3,1,2,1,0,0,0,2018,10.64285113521567,25.786983764548477,41.09267369303153,37.71428049070329,5.089094083968575
