,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Hazardous Air Quality,Diabetes and Obesity | Teen Obesity,Income-related | Public Assistance,Physical Activity | Teen Physical Activity,Respiratory Infection | Pneumonia or Influenza Deaths,Transportation | Drives Alone to Work
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,2.191780822,15.3,10.18525051,59.05,10.29937244,71.70185205
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.987112586479693,13.389746008,66.3072534359197,9.152035256,78.466791558
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.725048862966524,13.389746008,52.35517326963051,12.23595392,78.466791558
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.432977535062676,13.389746008,57.67482934094576,13.218682534,78.46679155799998
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.099537167464886,13.389746008,65.70794864571175,11.3147133476,78.46679155799998
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.921684710427817,13.389746008,52.73249889322655,19.787241272,78.46679155799998
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,15.899962771073126,13.389746008,60.518419011572,13.21443941,78.46679155800001
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,14.036177400021794,13.389746008,63.51106752388216,11.753146723666667,78.46679155800001
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,15.03644982020268,13.389746008,57.01303258145363,20.763284265,78.46679155800001
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.837396457047126,13.389746008,61.65650420376633,6.361817076,78.46679155800001
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.290033053648612,13.389746008,63.10113690022157,11.19900523,78.46679155800001
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,13.865696850822708,13.389746008,56.80808543096874,20.70059374,78.46679155800001
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.849695916594266,13.389746008,60.9919076579372,13.053323548,78.466791558
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,10.586838757717727,13.389746008,55.005314759082864,10.6373331,78.46679155800001
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,5.753424658399999,11.919298245614034,13.389746008,58.236842105263165,9.317621025,78.46679155800001
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,5.753424658399999,12.451037012821908,13.389746008,52.45624931894955,12.67401831,78.46679155800001
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,3.835616438,15.3,10.18525051,59.05,10.25600055,71.70185205
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,9.041095889199998,11.6,13.389746008000001,71.8,10.01150513,78.46679155800001
