,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Diabetes and Obesity | Diabetes,Income-related | Excessive Housing Cost,Physical Activity | Teen Computer Time,"Respiratory Infection | Flu Vaccinations, Medicare",Substance Use | Teen Smoking
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,7.7,25.19174685,38.2,50.0,11.6
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,35.44987435237179,50.4,11.099785933670463
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,36.83746160766916,50.4,14.07529550460708
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,39.000099292540646,44.2,13.416892143477721
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,35.97283374250412,44.2,11.151169155230008
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,37.12428462188594,44.2,14.514166700205257
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,38.03781528247449,33.0,10.874774299630813
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,36.380556463622824,33.0,11.42926519196542
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,37.829719225600236,33.0,11.989960408267043
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,38.91242205193435,36.8,14.512719883349364
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,37.42935599869238,36.8,12.726682648650613
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,38.51247684428463,36.8,15.17615415349969
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,36.34977038599975,50.4,12.500111704108228
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,33.386910117588656,53.6,13.312540721665478
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,32.91646144346373,53.6,12.394889397406562
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.14,25.191746849999998,34.86344121172496,53.6,13.951218626275834
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,7.7,25.191746849999998,38.2,50.0,11.6
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,32.0,50.4,11.5
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,35.0,50.4,16.2
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,39.02,44.2,13.78
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,36.71663083030103,44.2,11.332903332506408
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,34.150562355276215,44.2,14.650045480856694
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,36.1,33.0,11.0
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,35.15745676212079,33.00000000000001,11.028508647575844
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,37.57200170116246,33.00000000000001,12.085284944712221
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,40.4,36.8,17.7
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,37.128834703714205,36.8,13.57113694357811
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,37.05696058973632,36.8,16.271236178055002
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,35.98,50.4,13.78
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,10.14,25.191746849999998,27.0,53.6,17.0
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,31.72920328891409,53.60000000000001,12.270867592855117
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.14,25.19174685,32.88624893677346,53.60000000000001,14.870938474624324
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,7.7,25.19174685,38.2,50.0,11.6
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,37.29102745331449,50.4,10.099531284874637
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,37.810512610668845,50.4,12.729476973439477
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,40.93396702070505,46.0,10.183157677206037
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,37.80595778140688,44.2,10.087279985483576
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,38.63505110990141,44.2,12.472684933163974
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,39.81076556803809,32.0,9.389293951342905
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,10.14,25.19174685,38.81662489557226,33.0,9.483860693400166
