,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | All Cancer Deaths,Deaths | Injury Deaths,"Health Insurance | Uninsured, All Ages",Income Inequality | Income Inequality,Lead Poisoning | Housing Lead Risk,"Racial Segregation Indices | Racial Segregation, White and Non-White",Transportation | Longer Driving Commute Time
0,20,0,0,2,1,0,0,0,2010,155.0121655,65.42352643,15.008394795230773,0.4876,6.288232493,44.16342767,31.30856943807692
1,20,0,1,2,1,0,0,0,2010,133.000095,44.11109397,15.117179320115271,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
2,20,0,2,2,1,0,0,0,2010,189.7602695,89.25090483,15.117179320115271,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
3,20,4,0,2,1,0,0,0,2010,110.2149045,27.99791817,13.407891053076924,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
4,20,4,1,2,1,0,0,0,2010,79.0767511,24.94562943146342,13.460956958066053,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
5,20,4,2,2,1,0,0,0,2010,158.0413096,54.60338236,13.460956958066053,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
6,20,2,0,2,1,0,0,0,2010,231.6289111,68.38893885,15.024385682846155,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
7,20,2,1,2,1,0,0,0,2010,193.8349607,36.72725256,15.110070922403107,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
8,20,2,2,2,1,0,0,0,2010,305.9965893,101.3662228,15.110070922403107,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
9,20,3,0,2,1,0,0,0,2010,134.2368221,53.16989102,31.225739624615382,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
10,20,3,1,2,1,0,0,0,2010,103.7544578,37.63764859,31.45326051871323,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
11,20,3,2,2,1,0,0,0,2010,184.4562198,68.63379166,31.45326051871323,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
12,20,5,0,2,1,0,0,0,2010,171.20437322800325,58.35110851737664,21.565810815384612,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
13,20,1,0,2,1,0,0,0,2010,155.2409969,74.40119336,8.62340957976923,0.47945705523154775,12.870790865182224,44.444299956846756,31.401171096698647
14,20,1,1,2,1,0,0,0,2010,136.9851695,52.23603332,8.705605812658819,0.47945709904054035,12.870774058836473,44.44429271548086,31.408781246263597
