,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Low Birthweight,Deaths | Deaths from All Causes,Education | College Graduates,Housing | Renters vs. Owners,Language and Nativity | Primarily Speak English,Race/Ethnicity | Minority Population,Substance Use | Drug Overdose Deaths
0,20,0,0,2,1,0,0,0,2010,7.836413514,688.4098865,44.78169182,1.21912036,76.0310334176923,51.36841684,14.8143794
1,20,0,1,2,1,0,0,0,2010,8.98646778540736,587.9776467,33.62764204911679,0.8333111158708614,75.85790799448989,48.22677696620177,12.11040148
2,20,0,2,2,1,0,0,0,2010,8.98646778540736,829.423526,33.62764204911679,0.8333111158708614,75.85790799448989,48.22677696620177,17.45165182
3,20,4,0,2,1,0,0,0,2010,8.785405665,392.403955,70.57371383,1.438026162,75.85790799448989,48.22677696620177,4.240957821002713
4,20,4,1,2,1,0,0,0,2010,8.700316591822752,304.9997472,51.93561600728172,0.7662470687259639,75.84368027563826,48.22678512739208,3.069677197432652
5,20,4,2,2,1,0,0,0,2010,8.700316591822752,591.412447,51.93561600728172,0.7662470687259639,75.84368027563826,48.22678512739208,6.079140951644814
6,20,2,0,2,1,0,0,0,2010,14.07894737,910.4160578,21.48810121,2.128226478,75.85790799448989,48.22677696620177,23.6023676
7,20,2,1,2,1,0,0,0,2010,14.151967421022805,762.6494237,19.239187223837064,1.5074323582549336,75.84368027563826,48.22678512739208,10.478043816000001
8,20,2,2,2,1,0,0,0,2010,14.151967421022805,1153.246434,19.239187223837064,1.5074323582549336,75.84368027563826,48.22678512739208,33.41172603
9,20,3,0,2,1,0,0,0,2010,7.56941213,656.1195646,18.17644689,1.887775144,75.85790799448989,48.22677696620177,7.564694252
10,20,3,1,2,1,0,0,0,2010,6.7695225516814865,534.7145243,14.666193188777434,1.4114012875060047,75.84368027563826,48.22678512739208,6.193495205
11,20,3,2,2,1,0,0,0,2010,6.7695225516814865,871.7253644,14.666193188777434,1.4114012875060047,75.84368027563826,48.22678512739208,8.806397742
12,20,5,0,2,1,0,0,0,2010,8.98646778540736,766.6813037129124,21.33956386,0.992924528,75.85790799448989,48.22677696620177,13.241691929966322
13,20,1,0,2,1,0,0,0,2010,6.654777548,694.3818927,59.29115765,0.917442119,75.85790799448989,48.22677696620177,19.10024526
14,20,1,1,2,1,0,0,0,2010,7.398634198824065,599.2314014,40.30116587614728,0.5242154100993371,75.84368027563826,48.22678512739208,16.27051623
15,20,1,2,2,1,0,0,0,2010,7.398634198824065,821.344639,40.30116587614728,0.5242154100993371,75.84368027563826,48.22678512739208,21.94356713
16,20,0,0,2,1,0,0,0,2011,7.858909405,699.6835869,44.78169182,1.21912036,74.8950353568421,51.36841684,15.11811444
17,20,0,1,2,1,0,0,0,2011,8.898357457150912,602.0807624,30.939194986682836,0.758154588443855,74.20748764616555,50.3550775377697,11.30281136
18,20,0,2,2,1,0,0,0,2011,8.898357457150912,829.6485983,30.939194986682836,0.758154588443855,74.20748764616555,50.3550775377697,18.85154215
19,20,4,0,2,1,0,0,0,2011,9.057639524,428.0523093,70.57371383,1.438026162,74.20748764616555,50.3550775377697,4.781708645950277
20,20,4,1,2,1,0,0,0,2011,8.750333293268321,369.4268738,50.2962659365514,0.7691183173428249,74.1952931644942,50.355134335380484,3.4627709394265134
21,20,4,2,2,1,0,0,0,2011,8.750333293268321,587.0556116,50.2962659365514,0.7691183173428249,74.1952931644942,50.355134335380484,6.081405231243302
22,20,2,0,2,1,0,0,0,2011,14.21554464,934.5903642,21.48810121,2.128226478,74.20748764616555,50.3550775377697,24.5217964
23,20,2,1,2,1,0,0,0,2011,14.066834313369442,781.6096055,19.239187223837064,1.5074323582549338,74.1952931644942,50.355134335380484,12.82382763
24,20,2,2,2,1,0,0,0,2011,14.066834313369442,1169.305635,19.239187223837064,1.5074323582549338,74.1952931644942,50.355134335380484,37.65543617
25,20,3,0,2,1,0,0,0,2011,7.353865493,633.4655996,18.17644689,1.887775144,74.20748764616555,50.3550775377697,7.376021926
26,20,3,1,2,1,0,0,0,2011,6.748523225930583,541.4525058,14.124762133886692,1.4170640983820653,74.1952931644942,50.355134335380484,5.675901623
27,20,3,2,2,1,0,0,0,2011,6.748523225930583,761.5322893,14.124762133886692,1.4170640983820653,74.1952931644942,50.355134335380484,8.963606385
28,20,5,0,2,1,0,0,0,2011,8.898357457150912,768.4999661115089,21.33956386,0.992924528,74.20748764616555,50.3550775377697,12.917894783046899
29,20,1,0,2,1,0,0,0,2011,6.872830937,710.1527407,59.29115765,0.917442119,74.20748764616555,50.3550775377697,19.57379054
30,20,1,1,2,1,0,0,0,2011,7.3188013830704035,612.0382078,43.77682975613218,0.5231432905328167,74.1952931644942,50.355134335380484,15.118546
31,20,1,2,2,1,0,0,0,2011,7.3188013830704035,837.9315666,43.77682975613218,0.5231432905328167,74.1952931644942,50.355134335380484,23.88386943
32,20,0,0,2,1,0,0,0,2012,7.89372167,684.6948663,44.78169182,1.21912036,75.31066156749999,51.36841684,15.69225375
33,20,0,1,2,1,0,0,0,2012,8.839158591978338,577.6089002,33.195965070396085,0.7722940830068239,74.18634847056917,50.3550775377697,11.16146548
34,20,0,2,2,1,0,0,0,2012,8.839158591978338,831.5252262,33.195965070396085,0.7722940830068239,74.18634847056917,50.3550775377697,20.02693682
35,20,4,0,2,1,0,0,0,2012,9.134045077,509.6216769,70.57371383,1.438026162,74.18634847056917,50.3550775377697,5.352856295607089
36,20,4,1,2,1,0,0,0,2012,8.586315836073638,463.0506898,50.34633454227947,0.7672418508274591,74.18444629091856,50.355134335380484,3.463408016528271
37,20,4,2,2,1,0,0,0,2012,8.586315836073638,596.5970299,50.34633454227947,0.7672418508274591,74.18444629091856,50.355134335380484,7.312941361759788
38,20,2,0,2,1,0,0,0,2012,14.47102912,897.0170816,21.48810121,2.128226478,74.18634847056917,50.3550775377697,25.11766452
39,20,2,1,2,1,0,0,0,2012,13.690756361922599,754.7887879,19.239187223837064,1.5074323582549338,74.18444629091856,50.355134335380484,12.49323931
40,20,2,2,2,1,0,0,0,2012,13.690756361922599,1113.982678,19.239187223837064,1.5074323582549338,74.18444629091856,50.355134335380484,38.56731993
41,20,3,0,2,1,0,0,0,2012,7.4393531,627.3372645,18.17644689,1.887775144,74.18634847056917,50.3550775377697,8.515144837
42,20,3,1,2,1,0,0,0,2012,7.036762789235071,528.4497165,13.399489776808522,1.3311346089417257,74.18444629091856,50.355134335380484,6.201271295
43,20,3,2,2,1,0,0,0,2012,7.036762789235071,759.0747032,13.399489776808522,1.3311346089417257,74.18444629091856,50.355134335380484,10.56774659
44,20,5,0,2,1,0,0,0,2012,8.839158591978338,771.923283299295,21.33956386,0.992924528,74.18634847056917,50.3550775377697,13.521553148162074
45,20,1,0,2,1,0,0,0,2012,6.883528265,694.9518906,59.29115765,0.917442119,74.18634847056917,50.3550775377697,20.10394393
46,20,1,1,2,1,0,0,0,2012,7.202675862497527,581.1657873,42.03611635284691,0.5432951744217335,74.18444629091856,50.355134335380484,14.73125369
47,20,1,2,2,1,0,0,0,2012,7.202675862497527,850.0263097,42.03611635284691,0.5432951744217335,74.18444629091856,50.355134335380484,25.14969179
48,20,0,0,2,1,0,0,0,2013,7.716501916,689.8463653,48.9679299,1.209712147,67.57910636,51.43787913,13.72945008
49,20,0,1,2,1,0,0,0,2013,8.703698207679077,594.017358,34.83398524319082,0.8065691464222858,75.77931773371606,52.035458951679736,10.20462178
50,20,0,2,2,1,0,0,0,2013,8.703698207679077,807.2875779,34.83398524319082,0.8065691464222858,75.77931773371606,52.035458951679736,17.0243488
