,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Preterm Births,Deaths | Gun Deaths (Firearms),Education | Preschool Enrollment,Housing | Vacant Housing and Homelessness,Language and Nativity | Primarily Speak Spanish,"Racial Segregation Indices | Racial Segregation, White and Black",Substance Use | Opioid Overdose Deaths
0,20,0,0,2,1,0,0,0,2010,9.682856899823372,7.79317832,42.98900322,7.5668876782881975,16.76636938223077,57.92412466,5.316296067
1,20,0,1,2,1,0,0,0,2010,9.679842032051805,2.424252248,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,4.224055566
2,20,0,2,2,1,0,0,0,2010,9.679842032051805,13.4383718,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,6.417004384
3,20,4,0,2,1,0,0,0,2010,8.721033062520402,5.672281727970739,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,3.1946665071070894
4,20,4,1,2,1,0,0,0,2010,8.720204829902665,3.466179694917422,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,4.312953259669643
5,20,4,2,2,1,0,0,0,2010,8.720204829902665,9.689458022900194,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,4.000385429056894
6,20,2,0,2,1,0,0,0,2010,12.687277707226409,11.23645566,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,2.9511035330000004
7,20,2,1,2,1,0,0,0,2010,12.68249041842681,3.931262673,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,8.873553007259664
8,20,2,2,2,1,0,0,0,2010,12.68249041842681,19.61465966,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,6.809182663
9,20,3,0,2,1,0,0,0,2010,9.172128243195392,5.094668925,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,3.28517431
10,20,3,1,2,1,0,0,0,2010,9.17123950959695,2.3111944296901976,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,5.906351314588549
11,20,3,2,2,1,0,0,0,2010,9.17123950959695,7.145543415,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,4.272863082
12,20,5,0,2,1,0,0,0,2010,9.93899506363186,11.404814201366953,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,5.804058989741188
13,20,1,0,2,1,0,0,0,2010,8.439567455844536,9.093862108,44.332891861943274,7.030691874459856,16.846528280232484,54.15693337207314,7.158902615
14,20,1,1,2,1,0,0,0,2010,8.436578029432493,2.740325488,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,5.966741308
15,20,1,2,2,1,0,0,0,2010,8.436578029432493,15.72979042,44.332901937239434,7.023403712953629,16.85311586421137,54.156917633832016,8.366898792
16,20,0,0,2,1,0,0,0,2011,10.24156259480428,8.42025155,42.98900322,7.5968825742741295,18.298769929789476,57.92412466,5.043283277
17,20,0,1,2,1,0,0,0,2011,10.24044582924031,2.208961446,44.02648468447881,7.562185696248331,18.963959271018908,54.86166129434813,3.29382593
18,20,0,2,2,1,0,0,0,2011,10.24044582924031,15.12409835,44.02648468447881,7.562185696248331,18.963959271018908,54.86166129434813,6.809763803
19,20,4,0,2,1,0,0,0,2011,8.724899044826838,5.660168473414884,44.02648468447881,7.562185696248331,18.963959271018908,54.86166129434813,3.4630040917897094
20,20,4,1,2,1,0,0,0,2011,8.721715117875691,3.6779660653177366,44.02648775768677,7.555491161488222,18.97575720024425,54.861661660713665,4.320703068556163
21,20,4,2,2,1,0,0,0,2011,8.721715117875691,10.28512056827032,44.02648775768677,7.555491161488222,18.97575720024425,54.861661660713665,4.175393582519254
22,20,2,0,2,1,0,0,0,2011,12.374045662950605,11.41740226,44.02648468447881,7.562185696248331,18.963959271018908,54.86166129434813,3.67680972225
23,20,2,1,2,1,0,0,0,2011,12.34918910992627,5.3478190875,44.02648775768677,7.555491161488222,18.97575720024425,54.861661660713665,7.88124652
24,20,2,2,2,1,0,0,0,2011,12.34918910992627,20.12549083,44.02648775768677,7.555491161488222,18.97575720024425,54.861661660713665,9.166728217
25,20,3,0,2,1,0,0,0,2011,9.141141174815608,4.585681348,44.02648468447881,7.562185696248331,18.963959271018908,54.86166129434813,3.159011684
