,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Lung Cancer Deaths,Deaths | Motor Vehicle Deaths,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Income | Per-capita Household Income,Mental Health | Adult Mental Distress,Respiratory Infection | New Tuberculosis Cases
0,20,0,0,2,1,0,0,0,2010,35.9764409,8.533844633,28.32369942,31387.0,10.1,6.5
1,20,0,1,2,1,0,0,0,2010,27.7824158,4.109670849,32.11842597587147,27764.998217452503,12.328562809660424,4.72858840521432
2,20,0,2,2,1,0,0,0,2010,47.84770899,13.02870944,32.11842597587147,27764.998217452503,12.328562809660424,4.72858840521432
3,20,4,0,2,1,0,0,0,2010,20.848974421199994,7.38369845362686,32.11842597587147,31998.0,12.328562809660424,4.72858840521432
4,20,4,1,2,1,0,0,0,2010,21.161497781276346,5.044782442933477,32.11841290764215,27350.99844598423,12.328567118741676,4.72857991763003
5,20,4,2,2,1,0,0,0,2010,35.37484971,7.800758923965568,32.11841290764215,27350.99844598423,12.328567118741676,4.72857991763003
6,20,2,0,2,1,0,0,0,2010,51.94070369,9.57577561225,32.11842597587147,19782.0,12.328562809660424,4.72858840521432
7,20,2,1,2,1,0,0,0,2010,42.64307796,3.695052457,32.11841290764215,18390.27588350359,12.328567118741676,4.72857991763003
8,20,2,2,2,1,0,0,0,2010,66.93026818,15.556556775,32.11841290764215,18390.27588350359,12.328567118741676,4.72857991763003
9,20,3,0,2,1,0,0,0,2010,22.17212176,9.725707294,32.11842597587147,16570.0,12.328562809660424,4.72858840521432
10,20,3,1,2,1,0,0,0,2010,17.24144602,3.736869326,32.11841290764215,14346.849872936302,12.328567118741676,4.72857991763003
11,20,3,2,2,1,0,0,0,2010,27.95463135,15.59411179,32.11841290764215,14346.849872936302,12.328567118741676,4.72857991763003
12,20,5,0,2,1,0,0,0,2010,46.96217381856988,9.002502574799458,32.11842597587147,19801.0,12.328562809660424,4.72858840521432
13,20,1,0,2,1,0,0,0,2010,38.94136296,8.509247251,32.11842597587147,44166.0,12.328562809660424,4.72858840521432
14,20,1,1,2,1,0,0,0,2010,29.5733417,5.043600583,32.11841290764215,36691.780006216606,12.328567118741676,4.72857991763003
15,20,1,2,2,1,0,0,0,2010,52.31478343,11.93549962,32.11841290764215,36691.780006216606,12.328567118741676,4.72857991763003
16,20,0,0,2,1,0,0,0,2011,34.39627128,8.901790665,28.32369942,31387.0,10.1,4.9
17,20,0,1,2,1,0,0,0,2011,26.77719818,3.928297747,34.46249170943715,26758.04424374317,12.014291460226385,3.9714271349434043
18,20,0,2,2,1,0,0,0,2011,45.4904748,14.01044392,34.46249170943715,26758.04424374317,12.014291460226385,3.9714271349434043
19,20,4,0,2,1,0,0,0,2011,22.72011999,7.957934205888888,34.46249170943715,31998.0,12.014291460226385,3.9714271349434043
20,20,4,1,2,1,0,0,0,2011,21.04735525785829,5.064316324137661,34.46253220834406,27165.435499204767,12.014288587505547,3.971427853123613
21,20,4,2,2,1,0,0,0,2011,29.5138234,8.228332339082392,34.46253220834406,27165.435499204767,12.014288587505547,3.971427853123613
22,20,2,0,2,1,0,0,0,2011,51.19673057,9.532169264,34.46249170943715,19782.0,12.014291460226385,3.9714271349434043
23,20,2,1,2,1,0,0,0,2011,40.76925199,5.771274306333333,34.46253220834406,18390.275883503586,12.014288587505547,3.971427853123613
24,20,2,2,2,1,0,0,0,2011,68.94572484,19.02942557,34.46253220834406,18390.275883503586,12.014288587505547,3.971427853123613
25,20,3,0,2,1,0,0,0,2011,20.21811802,10.35503512,34.46249170943715,16570.0,12.014291460226385,3.9714271349434043
26,20,3,1,2,1,0,0,0,2011,16.12059338,3.370402134,34.46253220834406,14209.284732252221,12.014288587505547,3.971427853123613
27,20,3,2,2,1,0,0,0,2011,25.69316513,17.32945149,34.46253220834406,14209.284732252221,12.014288587505547,3.971427853123613
28,20,5,0,2,1,0,0,0,2011,46.30191760282682,9.615923097958673,34.46249170943715,19801.0,12.014291460226385,3.9714271349434043
29,20,1,0,2,1,0,0,0,2011,37.39826445,8.709523099,34.46249170943715,44166.0,12.014291460226385,3.9714271349434043
30,20,1,1,2,1,0,0,0,2011,28.97162728,4.764971531,34.46253220834406,39130.0971259846,12.014288587505547,3.971427853123613
31,20,1,2,2,1,0,0,0,2011,49.48489137,12.63132901,34.46253220834406,39130.0971259846,12.014288587505547,3.971427853123613
32,20,0,0,2,1,0,0,0,2012,31.29665916,9.183589892,28.32369942,31387.0,10.1,3.4
33,20,0,1,2,1,0,0,0,2012,24.871258,3.611739941,34.46249170943715,28210.549280581938,12.014291460226385,3.514276834195587
34,20,0,2,2,1,0,0,0,2012,40.72278767,15.21571252,34.46249170943715,28210.549280581938,12.014291460226385,3.514276834195587
35,20,4,0,2,1,0,0,0,2012,16.25535968,9.182438907375,34.46249170943715,31998.0,12.014291460226385,3.514276834195587
36,20,4,1,2,1,0,0,0,2012,21.602611075979404,5.11456456946354,34.462532208344065,27702.553805510215,12.014288587505547,3.5142812738550613
37,20,4,2,2,1,0,0,0,2012,28.71201367368421,8.100390720012397,34.462532208344065,27702.553805510215,12.014288587505547,3.5142812738550613
38,20,2,0,2,1,0,0,0,2012,48.26300832,15.53022967,34.46249170943715,19782.0,12.014291460226385,3.514276834195587
39,20,2,1,2,1,0,0,0,2012,35.64365176,7.3737164945,34.462532208344065,18390.275883503586,12.014288587505547,3.5142812738550613
40,20,2,2,2,1,0,0,0,2012,66.77035671,30.49299066,34.462532208344065,18390.275883503586,12.014288587505547,3.5142812738550613
41,20,3,0,2,1,0,0,0,2012,17.02985039,10.34754074,34.46249170943715,16570.0,12.014291460226385,3.514276834195587
42,20,3,1,2,1,0,0,0,2012,12.38909763,2.797862903,34.462532208344065,14316.136991059791,12.014288587505547,3.5142812738550613
43,20,3,2,2,1,0,0,0,2012,23.35247226,17.71413377,34.462532208344065,14316.136991059791,12.014288587505547,3.5142812738550613
44,20,5,0,2,1,0,0,0,2012,43.90189108353532,9.81254387419553,34.46249170943715,19801.0,12.014291460226385,3.514276834195587
45,20,1,0,2,1,0,0,0,2012,34.20940409,8.415263367,34.46249170943715,44166.0,12.014291460226385,3.514276834195587
46,20,1,1,2,1,0,0,0,2012,27.86006655,4.67597922,34.462532208344065,38101.14415781489,12.014288587505547,3.5142812738550613
47,20,1,2,2,1,0,0,0,2012,43.65593606,12.60555679,34.462532208344065,38101.14415781489,12.014288587505547,3.5142812738550613
48,20,0,0,2,1,0,0,0,2013,30.2935364,9.94033702,24.27745665,37888.0,10.1,3.7
49,20,0,1,2,1,0,0,0,2013,24.60997033,4.934433336,34.11113425520404,30442.473307494383,12.014291460226385,3.3142914602263853
50,20,0,2,2,1,0,0,0,2013,38.58170942,15.15538437,34.11113425520404,30442.473307494383,12.014291460226385,3.3142914602263853
51,20,4,0,2,1,0,0,0,2013,23.83282565,10.853739552,34.11113425520404,43620.0,12.014291460226385,3.3142914602263853
52,20,4,1,2,1,0,0,0,2013,23.676543667893483,6.283580334863595,34.111173154937816,31110.221904309845,12.014288587505547,3.314288587505548
53,20,4,2,2,1,0,0,0,2013,26.283709294399998,8.512005457383516,34.111173154937816,31110.221904309845,12.014288587505547,3.314288587505548
54,20,2,0,2,1,0,0,0,2013,46.49924656,16.90584611,34.11113425520404,24456.0,12.014291460226385,3.3142914602263853
55,20,2,1,2,1,0,0,0,2013,32.79696731,6.970837143,34.111173154937816,21099.300519224213,12.014288587505547,3.314288587505548
56,20,2,2,2,1,0,0,0,2013,68.04883426,34.57768767,34.111173154937816,21099.300519224213,12.014288587505547,3.314288587505548
57,20,3,0,2,1,0,0,0,2013,13.95374783,12.66387686,34.11113425520404,21022.0,12.014291460226385,3.3142914602263853
58,20,3,1,2,1,0,0,0,2013,10.95230134,7.670171443,34.111173154937816,16486.748103186925,12.014288587505547,3.314288587505548
59,20,3,2,2,1,0,0,0,2013,17.56315197,17.42966928,34.111173154937816,16486.748103186925,12.014288587505547,3.314288587505548
60,20,5,0,2,1,0,0,0,2013,43.49493316933813,10.10217558619817,34.11113425520404,35688.0,12.014291460226385,3.3142914602263853
61,20,1,0,2,1,0,0,0,2013,33.89307143,8.318411781,34.11113425520404,51632.0,12.014291460226385,3.3142914602263853
62,20,1,1,2,1,0,0,0,2013,28.52782871,4.511748182,34.111173154937816,42999.564299687314,12.014288587505547,3.314288587505548
63,20,1,2,2,1,0,0,0,2013,42.28631712,12.34117079,34.111173154937816,42999.564299687314,12.014288587505547,3.314288587505548
64,20,0,0,2,1,0,0,0,2014,28.88940566,10.41661987,24.27745665,37888.0,10.1,4.3
65,20,0,1,2,1,0,0,0,2014,24.91471775,5.985382,33.719762712756335,30212.626670567395,12.114286889591762,3.3999936011115266
66,20,0,2,2,1,0,0,0,2014,34.26313613,14.9016682,33.719762712756335,30212.626670567395,12.114286889591762,3.3999936011115266
67,20,4,0,2,1,0,0,0,2014,25.54094869,10.640441775509432,33.719762712756335,43620.0,12.114286889591762,3.3999936011115266
