,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Breast Cancer Deaths,Deaths | Maternal Deaths,"Health Insurance | Uninsured, Child",Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Respiratory Infection | COVID-19 Deaths,Transportation | Public Transportation Use
0,20,0,0,2,1,0,0,0,2010,19.97068927,16.82868955,7.895750957961539,51.89652475,78.82117931083333,80.01742091194396,4.673878794
1,20,0,1,2,1,0,0,0,2010,21.85805079211747,25.586313539161008,7.967611616606469,49.43679885516873,80.99997208166668,59.32901616450047,2.7278949328759885
2,20,0,2,2,1,0,0,0,2010,21.85805079211747,25.586313539161008,7.967611616606469,49.43679885516873,75.99184779666666,105.27165324908673,2.7278949328759885
3,20,4,0,2,1,0,0,0,2010,16.819690239704347,15.81963707579896,8.95623831653846,49.43679885516873,84.53522072057633,111.71502507218054,3.266283066923077
4,20,4,1,2,1,0,0,0,2010,16.06649485187083,18.3880040269237,8.986739464252896,49.43680011390361,87.06279299815989,58.410064003928525,3.298076026271371
5,20,4,2,2,1,0,0,0,2010,16.06649485187083,18.3880040269237,8.986739464252896,49.43680011390361,81.90801574488817,135.98792950643838,3.298076026271371
6,20,2,0,2,1,0,0,0,2010,39.89371387,64.9266329,6.886536071730769,49.43679885516873,74.48556935666667,104.57996615833159,5.1325108181923085
7,20,2,1,2,1,0,0,0,2010,32.781127417879055,53.531898167673035,6.992407601204912,49.43680011390361,77.61108346583335,86.85088095459886,5.414517872536863
8,20,2,2,2,1,0,0,0,2010,32.781127417879055,53.531898167673035,6.992407601204912,49.43680011390361,71.09417700666667,164.30757135451609,5.414517872536863
9,20,3,0,2,1,0,0,0,2010,8.807824841,20.48891678,12.543842613923077,49.43679885516873,82.32455698241378,143.29673902933234,2.5685034548461543
10,20,3,1,2,1,0,0,0,2010,14.610998624005557,18.881344197117965,12.539735456154837,49.43680011390361,83.9422007942553,115.48668133580405,2.2072165026463146
11,20,3,2,2,1,0,0,0,2010,14.610998624005557,18.881344197117965,12.539735456154837,49.43680011390361,79.49882921978723,218.37132355698117,2.2072165026463146
12,20,5,0,2,1,0,0,0,2010,21.85805079211747,25.586313539161008,9.191704795769231,49.43679885516873,78.99124304545909,88.59088911912386,5.09045457373077
13,20,1,0,2,1,0,0,0,2010,20.74383132,34.49716332333333,4.474023996423077,49.43679885516873,78.91225529916667,54.20237870480774,1.5678726684615385
14,20,1,1,2,1,0,0,0,2010,21.46149352247195,33.89510560128038,4.541846221736491,49.43680011390361,81.55224054083334,41.065053342163644,1.6109502822035118
15,20,1,2,2,1,0,0,0,2010,21.46149352247195,33.89510560128038,4.541846221736491,49.43680011390361,76.4407501575,67.67522900574299,1.6109502822035118
16,20,0,0,2,1,0,0,0,2011,20.91776589,16.82868955,8.116488768052632,51.89652475,80.50109886,80.01903708298141,4.673878794
17,20,0,1,2,1,0,0,0,2011,22.62044802044168,23.073586303420136,8.315444006124835,50.09511771872919,82.45927815,59.33411212186379,2.3387762087412
18,20,0,2,2,1,0,0,0,2011,22.62044802044168,23.073586303420136,8.315444006124835,50.09511771872919,78.22134324,105.27307730248938,2.3387762087412
19,20,4,0,2,1,0,0,0,2011,17.49875241670807,15.12166075565788,9.065831391789475,50.09511771872919,84.53432182505239,111.72555129423112,3.2524454170526322
20,20,4,1,2,1,0,0,0,2011,16.187402508309695,15.146533388335419,9.155757758281032,50.0951340215201,87.06223730454633,58.41585843232166,3.8747260117422564
21,20,4,2,2,1,0,0,0,2011,16.187402508309695,15.146533388335419,9.155757758281032,50.0951340215201,81.90726842051983,136.02535394563282,3.8747260117422564
22,20,2,0,2,1,0,0,0,2011,39.11484179,64.9266329,6.840456273368422,50.09511771872919,75.31647384,99.20914405813754,5.161825574947368
23,20,2,1,2,1,0,0,0,2011,31.542879808343468,51.83436285649902,6.609221716981789,50.0951340215201,78.2802917,86.84947977716567,5.056755677232858
24,20,2,2,2,1,0,0,0,2011,31.542879808343468,51.83436285649902,6.609221716981789,50.0951340215201,72.30786938,164.33177620673226,5.056755677232858
25,20,3,0,2,1,0,0,0,2011,10.1322591,20.48891678,12.755508612315788,50.09511771872919,81.29923093,155.84053228528268,2.1486090632631583
26,20,3,1,2,1,0,0,0,2011,14.611435435911687,18.350284142014996,12.821432784792075,50.0951340215201,83.13909168,115.50177996954245,2.657626120048651
27,20,3,2,2,1,0,0,0,2011,14.611435435911687,18.350284142014996,12.821432784792075,50.0951340215201,78.97747303,211.09996918363288,2.657626120048651
28,20,5,0,2,1,0,0,0,2011,22.62044802044168,23.073586303420136,9.578079110052633,50.09511771872919,78.99180141294435,88.58447015561914,5.025977098789474
29,20,1,0,2,1,0,0,0,2011,21.78891126,34.49716332333333,4.097192499736843,50.09511771872919,80.69948646,54.20615958893395,1.4421598932631579
30,20,1,1,2,1,0,0,0,2011,21.626216239825858,35.05086648179983,4.312445883742076,50.0951340215201,82.67058606,41.0727903053818,1.6163243480327978
31,20,1,2,2,1,0,0,0,2011,21.626216239825858,35.05086648179983,4.312445883742076,50.0951340215201,78.47511674,67.6806565875756,1.6163243480327978
32,20,0,0,2,1,0,0,0,2012,21.71184809,16.82868955,7.796707697916667,51.89652475,80.36717788,80.02216718215567,4.673878794
33,20,0,1,2,1,0,0,0,2012,22.666000757988133,25.586313539161008,7.980023127234229,50.09511771872919,82.2135191,59.343981653964775,2.626679946254667
34,20,0,2,2,1,0,0,0,2012,22.666000757988133,25.586313539161008,7.980023127234229,50.09511771872919,78.32175576,105.27583532022167,2.626679946254667
35,20,4,0,2,1,0,0,0,2012,22.44944925,14.771948223342466,8.747781712,50.09511771872919,84.71216018966032,111.74593782398875,3.1701996479166663
36,20,4,1,2,1,0,0,0,2012,14.6755335242402,14.798766720097698,9.57744614058987,50.0951340215201,87.37438353303921,58.42710716560277,3.3035671901471297
37,20,4,2,2,1,0,0,0,2012,14.6755335242402,14.798766720097698,9.57744614058987,50.0951340215201,82.18232484510943,136.09796325583966,3.3035671901471297
38,20,2,0,2,1,0,0,0,2012,44.28433098,64.9266329,6.5072360541666665,50.09511771872919,75.82067117,99.24454983106772,5.435333992083333
39,20,2,1,2,1,0,0,0,2012,33.19192976390628,45.02672938563095,6.611175980759123,50.0951340215201,77.83185279,86.84676606418299,5.0535252235738755
40,20,2,2,2,1,0,0,0,2012,33.19192976390628,45.02672938563095,6.611175980759123,50.0951340215201,73.7513485,164.37865465349225,5.0535252235738755
