,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Walking to Work,Crime Incidents | Violent Crime,Disability | People with Disabilities,Housing | Owner Occupied Housing,Language and Nativity | Primarily Speak Chinese,Population | Single-Parent Families,Substance Use | Adult Smoking
0,20,0,0,2,1,0,0,0,2010,2.506039282,475.9452977,8.49604215,45.06290051,0.6316950816153847,10.98588611,14.1
1,20,0,1,2,1,0,0,0,2010,1.8327444767652274,601.9909806855785,10.494515375971847,55.442093136998345,0.6515700039614318,13.714560024965074,19.314287803718685
2,20,0,2,2,1,0,0,0,2010,1.8327444767652274,601.9909806855785,10.494515375971847,55.442093136998345,0.6515700039614318,13.714560024965074,19.314287803718685
3,20,4,0,2,1,0,0,0,2010,2.647827743346154,601.9909806855785,2.973168963,41.01678708,0.6515700039614318,12.787438930307692,19.314287803718685
4,20,4,1,2,1,0,0,0,2010,2.6624339539158592,601.9902150378579,4.63664256994156,57.954843045656084,0.65320335625659,12.701974450509743,19.314286759092926
5,20,4,2,2,1,0,0,0,2010,2.6624339539158592,601.9902150378579,4.63664256994156,57.954843045656084,0.65320335625659,12.701974450509743,19.314286759092926
6,20,2,0,2,1,0,0,0,2010,2.1358480425,601.9909806855785,16.22406961,31.96699494,0.6515700039614318,32.460537611153846,19.314287803718685
7,20,2,1,2,1,0,0,0,2010,2.353945739931338,601.9902150378579,13.986385871180213,40.35207305806592,0.65320335625659,31.94025601877525,19.314286759092926
8,20,2,2,2,1,0,0,0,2010,2.353945739931338,601.9902150378579,13.986385871180213,40.35207305806592,0.65320335625659,31.94025601877525,19.314286759092926
9,20,3,0,2,1,0,0,0,2010,1.6766109580769233,601.9909806855785,7.358185112,34.62873493,0.6515700039614318,26.915283221153853,19.314287803718685
10,20,3,1,2,1,0,0,0,2010,1.566747998635869,601.9902150378579,6.097294961235911,42.53350618593655,0.65320335625659,26.618596521004402,19.314286759092926
11,20,3,2,2,1,0,0,0,2010,1.566747998635869,601.9902150378579,6.097294961235911,42.53350618593655,0.65320335625659,26.618596521004402,19.314286759092926
12,20,5,0,2,1,0,0,0,2010,2.743378232461539,601.9909806855785,12.20579046,50.17751479,0.6515700039614318,24.24078078769231,19.314287803718685
13,20,1,0,2,1,0,0,0,2010,1.8104044969230768,601.9909806855785,8.726448065,52.15281287,0.6515700039614318,11.049314503807693,19.314287803718685
14,20,1,1,2,1,0,0,0,2010,1.82994470621273,601.9902150378579,12.221877864837806,66.28750422258726,0.65320335625659,10.912305452705562,19.314286759092926
15,20,1,2,2,1,0,0,0,2010,1.82994470621273,601.9902150378579,12.221877864837806,66.28750422258726,0.65320335625659,10.912305452705562,19.314286759092926
16,20,0,0,2,1,0,0,0,2011,2.506039282,430.099799,8.49604215,45.06290051,0.5871168725789474,10.98588611,14.1
17,20,0,1,2,1,0,0,0,2011,1.6966702665044777,616.2975677411135,10.680151157993553,57.44254787648495,0.6057397097007539,13.810548503196204,19.042871638298383
18,20,0,2,2,1,0,0,0,2011,1.6966702665044777,616.2975677411135,10.680151157993553,57.44254787648495,0.6057397097007539,13.810548503196204,19.042871638298383
19,20,4,0,2,1,0,0,0,2011,2.6414704984736845,616.2975677411135,2.973168963,41.01678708,0.6057397097007539,12.824636711578949,19.042871638298383
20,20,4,1,2,1,0,0,0,2011,2.6548561603743632,616.2973650667305,4.937385932575851,57.8399798173031,0.606070008009401,12.336035809830939,19.042864391207175
21,20,4,2,2,1,0,0,0,2011,2.6548561603743632,616.2973650667305,4.937385932575851,57.8399798173031,0.606070008009401,12.336035809830939,19.042864391207175
22,20,2,0,2,1,0,0,0,2011,2.1531239757368423,616.2975677411135,16.22406961,31.96699494,0.6057397097007539,32.439283165263156,19.042871638298383
