,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Crime Incidents | Homicides,Diabetes and Obesity | Diabetes Deaths,"Housing | Homeless, Total",Language and Nativity | Foreign Born Population,Population | Population Density,"Sexually Transmitted Disease | Syphilis, Newborns"
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,1.458997071,3.955670262,17.18095968,151.08470084204026,19.08120494,2685.086346,0.0
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.6053656100854368,2.598894685,16.74117481,149.6952524507469,13.67537176714569,2091.658461198315,10.728256274534184
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.6053656100854368,5.251540797,17.84771037,149.6952524507469,13.67537176714569,2091.658461198315,10.728256274534184
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.6053656100854368,9.703618326333167,27.8965012539543,149.6952524507469,13.67537176714569,2091.658461198315,10.728256274534184
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.6053714042853996,4.304007358428571,28.540427485663585,149.69475956813415,13.675355431298312,2091.661461558769,10.728413844555167
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.6053714042853996,19.38000308042857,40.844383895729365,149.69475956813415,13.675355431298312,2091.661461558769,10.728413844555167
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.6053656100854368,10.4743466,36.59403803,149.6952524507469,13.67537176714569,2091.658461198315,10.728256274534184
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.6053714042853996,6.462583405,44.61118082,149.69475956813415,13.675355431298312,2091.661461558769,10.728413844555167
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.6053714042853996,15.81001622,25.54371488,149.69475956813415,13.675355431298312,2091.661461558769,10.728413844555167
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.6053656100854368,4.851729185,25.88104985,149.6952524507469,13.67537176714569,2091.658461198315,10.728256274534184
