,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Low Birthweight,Deaths | Deaths from All Causes,Education | College Graduates,Housing | Renters vs. Owners,Language and Nativity | Primarily Speak English,Race/Ethnicity | Minority Population,Substance Use | Drug Overdose Deaths
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,7.836413514,688.4098865,44.78169182,1.21912036,78.86192052550878,51.36841684,14.8143794
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,8.872748102884369,587.9776467,31.232954953433815,0.752963765672552,79.33073253876984,46.0311678570273,12.11040148
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,8.872748102884369,829.423526,31.232954953433815,0.752963765672552,79.33073253876984,46.0311678570273,17.45165182
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,8.785405665,392.403955,70.57371383,1.438026162,79.33073253876984,46.0311678570273,10.277920288999999
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,8.372896455104959,304.9997472,49.89498845459547,0.7610667148361783,79.330840702281,46.03108621428223,10.68380032557143
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,8.372896455104959,591.412447,49.89498845459547,0.7610667148361783,79.330840702281,46.03108621428223,18.738063899
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,14.07894737,910.4160578,21.48810121,2.128226478,79.33073253876984,46.0311678570273,23.6023676
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,14.202931122189204,762.6494237,18.98724935285565,1.6268135723262405,79.330840702281,46.03108621428223,10.478043816000001
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,14.202931122189204,1153.246434,18.98724935285565,1.6268135723262405,79.330840702281,46.03108621428223,33.41172603
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,7.56941213,656.1195646,18.17644689,1.887775144,79.33073253876984,46.0311678570273,7.564694252
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,6.871482492719657,534.7145243,14.666153480589996,1.4113990209306382,79.330840702281,46.03108621428223,6.193495205
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,6.871482492719657,871.7253644,14.666153480589996,1.4113990209306382,79.330840702281,46.03108621428223,8.806397742
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,7.626068507714286,788.2577494428571,21.33956386,0.992924528,79.33073253876984,46.0311678570273,13.425167616571427
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,6.654777548,694.3818927,59.29115765,0.917442119,79.33073253876984,46.0311678570273,19.10024526
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,7.390116288557508,599.2314014,39.59825910784739,0.5156534144027781,79.330840702281,46.03108621428223,16.27051623
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,7.390116288557508,821.344639,39.59825910784739,0.5156534144027781,79.330840702281,46.03108621428223,21.94356713
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,7.858909405,699.6835869,44.78169182,1.21912036,78.68895761560266,51.36841684,15.11811444
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,8.73224034089474,602.0807624,32.855241612439336,0.7642657716684539,79.33073251179282,44.88454611748682,11.30281136
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,8.73224034089474,829.6485983,32.855241612439336,0.7642657716684539,79.33073251179282,44.88454611748682,18.85154215
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,9.057639524,428.0523093,70.57371383,1.438026162,79.33073251179282,44.88454611748682,14.284472172000003
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,8.500015099228188,369.4268738,47.99117845070233,0.7271059865946705,79.330840695514,44.884413621767436,10.350274618285713
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,8.500015099228188,587.0556116,47.99117845070233,0.7271059865946705,79.330840695514,44.884413621767436,17.407674099
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,14.21554464,934.5903642,21.48810121,2.128226478,79.33073251179282,44.88454611748682,24.5217964
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,13.912163223797291,781.6096055,19.98323943460827,1.6213011005136615,79.330840695514,44.884413621767436,12.82382763
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,13.912163223797291,1169.305635,19.98323943460827,1.6213011005136615,79.330840695514,44.884413621767436,37.65543617
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,7.353865493,633.4655996,18.17644689,1.887775144,79.33073251179282,44.88454611748682,7.376021926
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,6.831605574040798,541.4525058,12.190929497335135,1.230685347583539,79.330840695514,44.884413621767436,5.675901623
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,6.831605574040798,761.5322893,12.190929497335135,1.230685347583539,79.330840695514,44.884413621767436,8.963606385
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,8.961669386857142,776.8950612857144,21.33956386,0.992924528,79.33073251179282,44.88454611748682,9.699753114
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,6.872830937,710.1527407,59.29115765,0.917442119,79.33073251179282,44.88454611748682,19.57379054
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,7.415197086198751,612.0382078,46.73858316824933,0.5788891897221582,79.330840695514,44.884413621767436,15.118546
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,7.415197086198751,837.9315666,46.73858316824933,0.5788891897221582,79.330840695514,44.884413621767436,23.88386943
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,7.89372167,684.6948663,44.78169182,1.21912036,78.31419880424869,51.36841684,15.69225375
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,8.549215086324905,577.6089002,34.56630501452453,0.839993917629119,79.33073248484925,47.50889342303931,11.16146548
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,8.549215086324905,831.5252262,34.56630501452453,0.839993917629119,79.33073248484925,47.50889342303931,20.02693682
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,9.134045077,509.6216769,70.57371383,1.438026162,79.33073248484925,47.50889342303931,11.165098427714286
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,8.556183068517381,463.0506898,55.06998732371343,0.883966449290001,79.33084068876289,47.508877418658265,10.239293437
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,8.556183068517381,596.5970299,55.06998732371343,0.883966449290001,79.33084068876289,47.508877418658265,19.255539993714283
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,14.47102912,897.0170816,21.48810121,2.128226478,79.33073248484925,47.50889342303931,25.11766452
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,13.49250968501269,754.7887879,19.9425067766853,1.723365434514116,79.33084068876289,47.508877418658265,12.49323931
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,13.49250968501269,1113.982678,19.9425067766853,1.723365434514116,79.33084068876289,47.508877418658265,38.56731993
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,7.4393531,627.3372645,18.17644689,1.887775144,79.33073248484925,47.50889342303931,8.515144837
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,6.996893420033502,528.4497165,14.592367635996842,1.366394808418277,79.33084068876289,47.508877418658265,6.201271295
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,6.996893420033502,759.0747032,14.592367635996842,1.366394808418277,79.33084068876289,47.508877418658265,10.56774659
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,8.78067876242857,681.7908207,21.33956386,0.992924528,79.33073248484925,47.50889342303931,22.087830348571426
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,6.883528265,694.9518906,59.29115765,0.917442119,79.33073248484925,47.50889342303931,20.10394393
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,7.112283718602218,581.1657873,44.66053295421383,0.5913869699478663,79.33084068876289,47.508877418658265,14.73125369
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,7.112283718602218,850.0263097,44.66053295421383,0.5913869699478663,79.33084068876289,47.508877418658265,25.14969179
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,7.716501916,689.8463653,48.9679299,1.209712147,67.57910636,51.43787913,13.72945008
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,8.433291754263573,594.017358,38.622983437886425,0.9014868657928808,79.3307324579391,50.54079962336999,10.20462178
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,8.433291754263573,807.2875779,38.622983437886425,0.9014868657928808,79.3307324579391,50.54079962336999,17.0243488
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,9.196035242,528.5993412,73.45327199,1.260172745,79.3307324579391,50.54079962336999,12.616973459999999
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,8.425711790898445,439.1026136,53.24318078250857,0.8430219329374635,79.33084068202764,50.540839282069236,6.937218958428572
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,8.425711790898445,707.6803367,53.24318078250857,0.8430219329374635,79.33084068202764,50.540839282069236,19.492719331
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,14.60201794,962.7216069,24.7065265,2.305767138,79.3307324579391,50.54079962336999,19.71133364
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,13.474325383368393,801.9881611,21.806082001355197,1.8293785474081021,79.33084068202764,50.540839282069236,9.372485359
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,13.474325383368393,1182.336403,21.806082001355197,1.8293785474081021,79.33084068202764,50.540839282069236,31.58730855
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,6.868308351,603.4545733,23.76047276,1.866105631,79.3307324579391,50.54079962336999,6.536863011
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,6.7227736949778665,531.2127098,17.05061732456246,1.408027198318589,79.33084068202764,50.540839282069236,3.792519927
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,6.7227736949778665,682.1045578,17.05061732456246,1.408027198318589,79.33084068202764,50.540839282069236,9.035041513
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,8.762409854285714,756.3075327714286,30.239622,1.403755869,79.3307324579391,50.54079962336999,15.373027532142858
