,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Breast Cancer Deaths,Deaths | Maternal Deaths,"Health Insurance | Uninsured, Child",Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Respiratory Infection | COVID-19 Deaths,Transportation | Public Transportation Use
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,19.97068927,16.82868955,6.989661923237696,51.89652475,78.44365889312265,85.71322035940086,4.673878794
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,22.129651734648043,28.89848914714791,6.859011023591145,49.09870574692624,81.01336358646165,75.20337549642471,3.185441716304109
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,22.129651734648043,28.89848914714791,6.859011023591145,49.09870574692624,75.89253143528497,107.70468706286366,3.185441716304109
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,17.839134006142967,33.671092821428566,9.429879312042216,49.09870574692624,85.97266589792389,118.12617023080492,3.0331136508874614
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,15.345536219754367,33.671092821428566,9.578467704625826,49.098693179021254,81.80321675285714,103.0642784138375,3.015182584673963
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,15.345536219754367,33.671092821428566,9.578467704625826,49.098693179021254,76.85774321714285,163.4258281906982,3.015182584673963
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,39.89371387,64.9266329,6.668323133994724,49.09870574692624,74.56612662737639,127.47305964598603,5.423262206697717
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,32.36327321099968,48.93374463567808,6.741335030720843,49.098693179021254,77.45301809461724,95.262977087577,5.412935149096345
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,32.36327321099968,48.93374463567808,6.741335030720843,49.098693179021254,70.75045661260994,195.52539230049953,5.412935149096345
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,8.807824841,20.48891678,12.88619349619571,49.09870574692624,82.29629512527706,154.3285503544712,2.146032660251692
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,15.125692718748722,18.349884197459236,12.962741993570116,49.098693179021254,83.9422031506761,129.87404100519697,2.1390635956664488
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,15.125692718748722,18.349884197459236,12.962741993570116,49.098693179021254,79.49885943811897,208.14101085638006,2.1390635956664488
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,24.256622238571428,33.671092821428566,8.716342614702421,49.09870574692624,77.06060246857143,97.61836582857144,4.555891164462429
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,20.74383132,34.49716332333333,4.093307750796031,49.09870574692624,78.90397017956148,72.9352951290545,1.450642596410233
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,21.74475587861774,34.2203483906955,4.082799664077654,49.098693179021254,81.30939428039333,47.41311739226287,1.4735879608684819
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,21.74475587861774,34.2203483906955,4.082799664077654,49.098693179021254,75.93880211139056,87.81003212363682,1.4735879608684819
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,20.91776589,16.82868955,7.0378641005401255,51.89652475,80.50109886,85.68321313849653,4.673878794
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,22.4465771631255,28.89848925091626,6.8590110311092385,48.30912143997905,82.45927815,75.12409024402042,2.6002863450128895
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,22.4465771631255,28.89848925091626,6.8590110311092385,48.30912143997905,78.22134324,107.69725818663468,2.6002863450128895
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,18.96780418710804,30.835229497142855,9.375059298833168,48.30912143997905,85.97392063354594,118.15634988231763,3.6784601096190688
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,15.345538621864035,30.835229497142855,9.578467696075549,48.309073832102726,81.80321675285714,102.99908819567464,3.881784928400728
