,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Walking to Work,Crime Incidents | Violent Crime,Disability | People with Disabilities,Housing | Owner Occupied Housing,Language and Nativity | Primarily Speak Chinese,Population | Single-Parent Families,Substance Use | Adult Smoking
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,2.506039282,475.9452977,8.49604215,45.06290051,0.4749197914799817,10.98588611,14.1
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,2.0341706012196488,603.1274186074212,11.17577659451637,57.62763474247554,0.461092180038489,13.256883058077763,19.485703120836963
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,2.0341706012196488,603.1274186074212,11.17577659451637,57.62763474247554,0.461092180038489,13.256883058077763,19.485703120836963
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,2.4469214834880124,603.1274186074212,2.973168963,41.01678708,0.461092180038489,13.440115992692897,19.485703120836963
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,2.416386528911523,603.1259812246872,5.11102337637189,58.169719790968756,0.4610889897554711,13.494470690679112,19.48570870302772
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,2.416386528911523,603.1259812246872,5.11102337637189,58.169719790968756,0.4610889897554711,13.494470690679112,19.48570870302772
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,2.350401153664907,603.1274186074212,16.22406961,31.96699494,0.461092180038489,31.986839064662153,19.485703120836963
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,2.354587309622937,603.1259812246872,14.837432750969645,38.68740414284179,0.4610889897554711,31.93182449302387,19.48570870302772
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,2.354587309622937,603.1259812246872,14.837432750969645,38.68740414284179,0.4610889897554711,31.93182449302387,19.48570870302772
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,1.5586106353625104,603.1274186074212,7.358185112,34.62873493,0.461092180038489,27.27784874959734,19.485703120836963
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,1.5598177257329258,603.1259812246872,6.09730056112002,42.53356145119434,0.4610889897554711,27.402088349499937,19.48570870302772
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,1.5598177257329258,603.1259812246872,6.09730056112002,42.53356145119434,0.4610889897554711,27.402088349499937,19.48570870302772
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,2.582180449548468,603.1274186074212,12.20579046,50.17751479,0.461092180038489,23.462081669825633,19.485703120836963
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,1.7053351261860734,603.1274186074212,8.726448065,52.15281287,0.461092180038489,11.47551676746805,19.485703120836963
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,1.7034056910888622,603.1259812246872,12.776599418899163,66.66961480800263,0.4610889897554711,11.415222589646753,19.48570870302772
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,1.7034056910888622,603.1259812246872,12.776599418899163,66.66961480800263,0.4610889897554711,11.415222589646753,19.48570870302772
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,2.506039282,430.099799,8.49604215,45.06290051,0.48002133291731625,10.98588611,14.1
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,1.9056055234568325,670.3899854714418,10.48461927258947,57.234600488192704,0.46109218083417625,13.534778502223093,20.42847657428942
