,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Preterm Births,Deaths | Gun Deaths (Firearms),Education | Preschool Enrollment,Housing | Vacant Housing and Homelessness,Language and Nativity | Primarily Speak Spanish,"Racial Segregation Indices | Racial Segregation, White and Black",Substance Use | Opioid Overdose Deaths
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,10.299637706,7.79317832,42.98900322,8.0808951458,16.368639728399998,57.92412466,5.316296067
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,10.299637706000002,2.424252248,43.892002948,8.0808951458,16.3686397284,54.845629358,4.224055566
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,10.299637706000002,13.4383718,43.892002948,8.0808951458,16.3686397284,54.845629358,6.417004384
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,8.89047266,5.525739393699255,43.892002948,8.0808951458,16.3686397284,54.845629358,3.549613065
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,8.890472660000002,3.4364972430000003,43.892002948,8.0808951458,16.368639728399998,54.845629358,8.141904971799999
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,8.890472660000002,8.784680084284476,43.892002948,8.0808951458,16.368639728399998,54.845629358,13.0742396644
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,13.666659911999998,11.23645566,43.892002948,8.0808951458,16.3686397284,54.845629358,2.9511035330000004
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,13.666659912000002,3.931262673,43.892002948,8.0808951458,16.368639728399998,54.845629358,6.8751134189407495
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,13.666659912000002,19.61465966,43.892002948,8.0808951458,16.368639728399998,54.845629358,6.809182663
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,9.3539451144,5.094668925,43.892002948,8.0808951458,16.3686397284,54.845629358,3.28517431
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,9.3539451144,2.801331690533867,43.892002948,8.0808951458,16.368639728399998,54.845629358,3.1501171277140756
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,9.3539451144,7.145543415,43.892002948,8.0808951458,16.368639728399998,54.845629358,4.272863082
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,10.4604209624,17.8908486484,43.892002948,8.0808951458,16.3686397284,54.845629358,6.8553798562
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,9.0511434758,9.093862108,43.892002948,8.0808951458,16.3686397284,54.845629358,7.158902615
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,9.051143475800002,2.740325488,43.892002948,8.0808951458,16.368639728399998,54.845629358,5.966741308
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,9.051143475800002,15.72979042,43.892002948,8.0808951458,16.368639728399998,54.845629358,8.366898792
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,10.299637705999999,8.42025155,42.98900322,8.0808951458,16.368639728399998,57.92412466,5.043283277
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,10.299637706,2.208961446,43.892002948000005,8.0808951458,16.3686397284,54.845629358,3.29382593
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,10.299637706,15.12409835,43.892002948000005,8.0808951458,16.3686397284,54.845629358,6.809763803
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,8.89047266,5.528949607453177,43.892002948000005,8.0808951458,16.3686397284,54.845629358,9.614320766199999
