,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | All Cancer Deaths,Deaths | Injury Deaths,"Health Insurance | Uninsured, All Ages",Income Inequality | Income Inequality,Lead Poisoning | Housing Lead Risk,"Racial Segregation Indices | Racial Segregation, White and Non-White",Transportation | Longer Driving Commute Time
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,155.0121655,65.42352643,14.4686314938,0.4876,6.288232493,44.16342767,30.849101724000004
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,133.000095,44.11109397,14.468631493800002,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,189.7602695,89.25090483,14.468631493800002,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,110.2149045,27.99791817,13.144590477,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,79.0767511,26.948777208587384,13.144590477000001,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724000004
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,158.0413096,54.60338236,13.144590477000001,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724000004
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,231.6289111,68.38893885,14.5992356182,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,193.8349607,36.72725256,14.599235618200002,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724000004
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,305.9965893,101.3662228,14.599235618200002,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724000004
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,134.2368221,53.16989102,30.096834304,0.47753999999999996,13.606226469000001,44.761177782000004,30.849101724
