,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Lung Cancer Deaths,Deaths | Motor Vehicle Deaths,Heat and Disasters | Climate-related  Disasters,Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Race/Ethnicity | Minority Population,Respiratory Infection | New Tuberculosis Cases,Transportation | Public Transportation Use
558,8,1,1,1,1,0,1,1,2018,35.15588539,1.936714069,11.3,62.887484325743735,83.87840227,55.50806853115198,5.3159008733342406,24.39662884733578
559,8,1,2,1,1,0,1,1,2018,32.07496219,5.411066315,11.3,62.887484325743735,79.66625762,55.50806853115198,5.3159008733342406,24.39662884733578
560,8,0,0,1,1,0,1,1,2019,26.14490305,3.248162619,11.3,67.09363782,81.39706589,55.81827328,6.2,25.7079747
561,8,0,1,1,1,0,1,1,2019,23.16929653,1.236662113,11.300000000000002,64.29853432188037,84.13955954,55.612133779902706,4.9008335521621005,27.965641660142765
562,8,0,2,1,1,0,1,1,2019,30.67823407,5.573093661,11.300000000000002,64.29853432188037,78.60366803,55.612133779902706,4.9008335521621005,27.965641660142765
563,8,4,0,1,1,0,1,1,2019,25.7106058,2.8957906323553555,11.300000000000002,64.29853432188037,85.56479697,55.612133779902706,4.9008335521621005,28.79286901
564,8,4,1,1,1,0,1,1,2019,14.48826933,1.8572916549906413,11.3,64.29354593613903,89.59702111698451,55.61176588535294,4.900425302465005,29.61241200371281
565,8,4,2,1,1,0,1,1,2019,39.53782887,4.074155819686722,11.3,64.29354593613903,82.97514407240361,55.61176588535294,4.900425302465005,29.61241200371281
566,8,2,0,1,1,0,1,1,2019,23.38524083,3.978507837,11.300000000000002,64.29853432188037,79.41876392,55.612133779902706,4.9008335521621005,30.06161481
567,8,2,1,1,1,0,1,1,2019,25.512161644454796,3.7980265811059484,11.3,64.29354593613903,82.96801781,55.61176588535294,4.900425302465005,32.31914633659986
568,8,2,2,1,1,0,1,1,2019,29.52094118,8.531837267,11.3,64.29354593613903,75.13516429,55.61176588535294,4.900425302465005,32.31914633659986
569,8,3,0,1,1,0,1,1,2019,12.0626529,2.437230897,11.300000000000002,64.29853432188037,82.75735438,55.612133779902706,4.9008335521621005,34.10948264
570,8,3,1,1,1,0,1,1,2019,8.192836414,1.5310881801979337,11.3,64.29354593613903,87.22416964,55.61176588535294,4.900425302465005,36.988993241893134
571,8,3,2,1,1,0,1,1,2019,18.26068752,4.197880054,11.3,64.29354593613903,78.08552238,55.61176588535294,4.900425302465005,36.988993241893134
572,8,5,0,1,1,0,1,1,2019,27.414273668366867,3.9169213335340167,11.300000000000002,64.29853432188037,80.351174525206,55.612133779902706,4.9008335521621005,33.18014706
573,8,1,0,1,1,0,1,1,2019,31.64293323,3.450211301,11.300000000000002,64.29853432188037,82.45806428,55.612133779902706,4.9008335521621005,21.19077347
