,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Walking to Work,Cardiovascular Disease | Heart Disease Deaths,Deaths | Racial Disparity in Police Killings,Heat and Disasters | Longer Summers,Income-related | Service Workers,Mental Health | Suicide,"Racial Segregation Indices | Racial Segregation, White and Black",Sexually Transmitted Disease | New Gonorrhea Cases
2012,21,5,0,0,0,0,0,1,2018,1.573676681,264.4932372521823,1.4700596358898232,35.00503545829783,58.15508021,11.660938911521558,64.5792351589078,401.95709558285756
2013,21,1,0,0,0,0,0,1,2018,8.046984572,259.3338785,1.4700596358898232,35.00503545829783,35.82268507,12.1226374,64.5792351589078,401.95709558285756
2014,21,1,1,0,0,0,0,1,2018,7.176250279584994,178.9954594,1.470061013766411,35.0050262312945,36.55483298445699,9.905277661,64.57921610807718,401.95711921816354
2015,21,1,2,0,0,0,0,1,2018,7.176250279584994,269.7164858,1.470061013766411,35.0050262312945,36.55483298445699,18.87258192,64.57921610807718,401.95711921816354
2016,21,0,0,0,0,0,0,1,2019,3.296752181,304.0288416,0.901590496,25.2172619,53.45813003,9.55309826,59.31890306,409.9
2017,21,0,1,0,0,0,0,1,2019,4.221283934097712,234.3013777,1.4700596358898232,35.00503545829783,49.893911918745346,3.039110299,64.39474462571484,420.8582181512447
2018,21,0,2,0,0,0,0,1,2019,4.221283934097712,394.5703228,1.4700596358898232,35.00503545829783,49.893911918745346,17.1946605,64.39474462571484,420.8582181512447
2019,21,4,0,0,0,0,0,1,2019,11.71977302,41.77454481,1.4700596358898232,35.00503545829783,40.65815111,14.731315610553311,64.39474462571484,420.8582181512447
2020,21,4,1,0,0,0,0,1,2019,11.850547398302476,90.69599073124051,1.470061013766411,35.0050262312945,36.36600531827418,5.676248364411087,64.3947230452487,420.85768054597
2021,21,4,2,0,0,0,0,1,2019,11.850547398302476,136.11679189936672,1.470061013766411,35.0050262312945,36.36600531827418,20.97066986963153,64.3947230452487,420.85768054597
2022,21,2,0,0,0,0,0,1,2019,2.150282573,327.0592175,1.4700596358898232,35.00503545829783,55.50574423,9.661628901,64.39474462571484,420.8582181512447
2023,21,2,1,0,0,0,0,1,2019,2.5442721060290414,221.2099402,1.470061013766411,35.0050262312945,55.91874301751958,3.139065233,64.3947230452487,420.85768054597
2024,21,2,2,0,0,0,0,1,2019,2.5442721060290414,427.7699202,1.470061013766411,35.0050262312945,55.91874301751958,17.55504122,64.3947230452487,420.85768054597
2025,21,3,0,0,0,0,0,1,2019,3.277739171,125.6713028,1.4700596358898232,35.00503545829783,67.49017406,7.115417185,64.39474462571484,420.8582181512447
2026,21,3,1,0,0,0,0,1,2019,3.266725106940801,106.4210826,1.470061013766411,35.0050262312945,63.62184125110222,4.165754245427364,64.3947230452487,420.85768054597
2027,21,3,2,0,0,0,0,1,2019,3.266725106940801,158.5865344,1.470061013766411,35.0050262312945,63.62184125110222,17.883839185,64.3947230452487,420.85768054597
2028,21,5,0,0,0,0,0,1,2019,1.573676681,269.0928344243646,1.4700596358898232,35.00503545829783,58.15508021,11.995648147245353,64.39474462571484,420.8582181512447
2029,21,1,0,0,0,0,0,1,2019,8.046984572,277.2005975,1.4700596358898232,35.00503545829783,35.82268507,13.17047878,64.39474462571484,420.8582181512447
2030,21,1,1,0,0,0,0,1,2019,7.304295889783434,162.525604,1.470061013766411,35.0050262312945,35.41605276128864,9.003909295,64.3947230452487,420.85768054597
2031,21,1,2,0,0,0,0,1,2019,7.304295889783434,275.0224186,1.470061013766411,35.0050262312945,35.41605276128864,21.5042793,64.3947230452487,420.85768054597
2032,21,0,0,0,0,0,0,1,2020,3.296752181,316.1379426,0.901590496,25.2172619,53.45813003,10.56711652,59.31890306,409.9
2033,21,0,1,0,0,0,0,1,2020,4.221283934097712,242.4595504,1.4700596358898232,35.00503545829783,49.89391191874536,3.626133419,64.39474462571484,437.94346387304864
2034,21,0,2,0,0,0,0,1,2020,4.221283934097712,410.0295081,1.4700596358898232,35.00503545829783,49.89391191874536,18.56188013,64.39474462571484,437.94346387304864
2035,21,4,0,0,0,0,0,1,2020,11.71977302,64.8692055,1.4700596358898232,35.00503545829783,40.65815111,13.89491013,64.39474462571484,437.94346387304864
2036,21,4,1,0,0,0,0,1,2020,11.850547398302478,82.98310146123862,1.470061013766411,35.0050262312945,36.36600531827418,5.725772681134135,64.3947230452487,437.94316053152505
2037,21,4,2,0,0,0,0,1,2020,11.850547398302478,146.56109756542594,1.470061013766411,35.0050262312945,36.36600531827418,21.6167504923062,64.3947230452487,437.94316053152505
