,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Births | Preterm Births,Deaths | Deaths from All Causes,Education | College Graduates,Housing | Owner Occupied Housing,Language and Nativity | Primarily Speak Chinese,Physical Activity | Teen Physical Education,Respiratory Disease | Teen Asthma,Substance Use | Adult Smoking
4727,0,2,1,1,1,1,1,1,2019,12.302313478972893,676.0591533,25.27813775122812,27.17604327654244,6.155554743882005,23.08476648861642,25.090765295776997,14.842267858900293
4728,0,2,2,1,1,1,1,1,2019,12.302313478972893,1073.866761,25.27813775122812,27.17604327654244,6.155554743882005,24.620804674049253,27.347473294120515,14.842267858900293
4729,0,3,0,1,1,1,1,1,2019,9.954242326,629.6270146,21.03374693,16.79977831,6.155538251514275,14.1,28.6,14.841700601960508
4730,0,3,1,1,1,1,1,1,2019,9.937009290863378,493.2524362,19.989509776059823,16.693188604479673,6.155554743882005,21.446553737298878,24.258056915808734,14.842267858900293
4731,0,3,2,1,1,1,1,1,2019,9.937009290863378,811.9307843,19.989509776059823,16.693188604479673,6.155554743882005,22.98259192273171,28.160915129387508,14.842267858900293
4732,0,5,0,1,1,1,1,1,2019,9.16717315803921,609.7129015452739,21.06952825,19.86461251,6.155538251514275,21.917720773905206,24.600393883343905,14.841700601960508
4733,0,1,0,1,1,1,1,1,2019,6.522386483,622.9723535,62.13214712,42.20669427,6.155538251514275,17.8,16.8,14.841700601960508
4734,0,1,1,1,1,1,1,1,2019,6.68106510469665,515.2520263,60.779374636855906,42.398630864075066,6.155554743882005,19.05995264378441,20.82580470171524,14.842267858900293
4735,0,1,2,1,1,1,1,1,2019,6.68106510469665,749.1940371,60.779374636855906,42.398630864075066,6.155554743882005,18.74234268769183,21.602360825855627,14.842267858900293
4736,0,0,0,1,1,1,1,1,2020,9.345158966,663.919094,40.21267879,32.93297437,6.146297211,15.0,24.6,14.2
4737,0,0,1,1,1,1,1,1,2020,9.170954074355203,536.8865008,39.237570151381306,32.84823610857682,6.1553431910216725,29.968578941272757,23.322259825516465,14.637990245623369
4738,0,0,2,1,1,1,1,1,2020,9.170954074355203,826.6831883,39.237570151381306,32.84823610857682,6.1553431910216725,29.86901525908873,26.505705984136018,14.637990245623369
4739,0,4,0,1,1,1,1,1,2020,8.707742752,467.8674258,44.76725485,45.06997552,6.1553431910216725,32.30056106011925,19.476754828247564,14.637990245623369
4740,0,4,1,1,1,1,1,1,2020,8.674850684559575,366.1532073,46.92465305787883,44.860395395039944,6.155449756692937,26.51718192553591,21.154046045623126,14.64031712669382
4741,0,4,2,1,1,1,1,1,2020,8.674850684559575,588.4445445,46.92465305787883,44.860395395039944,6.155449756692937,25.53843064006556,23.45112171651728,14.64031712669382
4742,0,2,0,1,1,1,1,1,2020,12.77379166,882.3497594,25.93739587,27.29028461,6.1553431910216725,32.229391612417466,28.16175232158353,14.637990245623369
4743,0,2,1,1,1,1,1,1,2020,12.30897243312753,711.212483,25.292053415075795,27.17845469014303,6.155449756692937,29.018280414018676,25.09354743203001,14.64031712669382
4744,0,2,2,1,1,1,1,1,2020,12.30897243312753,1134.880323,25.292053415075795,27.17845469014303,6.155449756692937,28.28946321886001,27.626671965996312,14.64031712669382
4745,0,3,0,1,1,1,1,1,2020,10.31926563,655.8319866,21.03374693,16.79977831,6.1553431910216725,29.751667272127516,27.524084887522264,14.637990245623369
4746,0,3,1,1,1,1,1,1,2020,10.034519203120725,510.8941622,20.279054049753608,21.00658373896119,6.155449756692937,26.949856168308614,24.25657802082728,14.64031712669382
4747,0,3,2,1,1,1,1,1,2020,10.034519203120725,845.4993237,20.279054049753608,21.00658373896119,6.155449756692937,26.22103897314995,28.164340051507818,14.64031712669382
4748,0,5,0,1,1,1,1,1,2020,9.170954074355203,610.0611097374108,21.06952825,19.86461251,6.1553431910216725,21.970059348747814,24.604277953070202,14.637990245623369
4749,0,1,0,1,1,1,1,1,2020,6.625401881,636.6605117,62.13214712,42.20669427,6.1553431910216725,28.882848300997022,18.16693945376753,14.637990245623369
4750,0,1,1,1,1,1,1,1,2020,6.748772459370299,525.3798553,62.12542286390635,43.70807115172027,6.155449756692937,26.17059102752513,19.610393126479227,14.64031712669382
4751,0,1,2,1,1,1,1,1,2020,6.748772459370299,765.5529507,62.12542286390635,43.70807115172027,6.155449756692937,25.191839742054782,21.907468797373383,14.64031712669382
4752,0,0,0,1,1,1,1,1,2021,9.452885607,676.1016351,40.21267879,32.93297437,6.146297211,23.595780631803052,24.76465410826772,13.9
4753,0,0,1,1,1,1,1,1,2021,9.522132748945033,543.0212009,38.82330188152282,35.54181212761155,5.572282704766613,35.079115256015555,23.56611835016984,14.62897740383588
4754,0,0,2,1,1,1,1,1,2021,9.522132748945033,845.4618016,38.82330188152282,35.54181212761155,5.572282704766613,33.21562875903359,26.496901658310623,14.62897740383588
4755,0,4,0,1,1,1,1,1,2021,9.003666652,484.9875192,44.76725485,45.06997552,5.572282704766613,34.89680454873821,20.04710311247839,14.62897740383588
4756,0,4,1,1,1,1,1,1,2021,8.70630835953429,383.8248664,47.09692062505072,47.069977458386646,5.56195941706498,26.694545898863957,21.184241475489227,14.635421559005938
4757,0,4,2,1,1,1,1,1,2021,8.70630835953429,605.6704489,47.09692062505072,47.069977458386646,5.56195941706498,25.68135547574075,23.47787615825257,14.635421559005938
4758,0,2,0,1,1,1,1,1,2021,12.69882024,933.4897147,25.93739587,27.29028461,5.572282704766613,36.52164076229484,28.27923401300814,14.62897740383588
4759,0,2,1,1,1,1,1,1,2021,12.645602599000359,745.3156435,24.778994941228433,30.02690809166559,5.56195941706498,29.188085948171512,25.102111563147414,14.635421559005938
4760,0,2,2,1,1,1,1,1,2021,12.645602599000359,1210.028626,24.778994941228433,30.02690809166559,5.56195941706498,28.42775197078633,27.63455511133,14.635421559005938
4761,0,3,0,1,1,1,1,1,2021,10.43284457,669.0073593,21.03374693,16.79977831,5.572282704766613,34.147483256235155,27.223903770285663,14.62897740383588
4762,0,3,1,1,1,1,1,1,2021,10.203275629888964,513.1493731,20.57604974494285,25.35517354842668,5.56195941706498,27.115296211302944,24.251833709942165,14.635421559005938
4763,0,3,2,1,1,1,1,1,2021,10.203275629888964,871.9413274,20.57604974494285,25.35517354842668,5.56195941706498,26.354962233917753,28.17498770968385,14.635421559005938
4764,0,5,0,1,1,1,1,1,2021,9.522132748945033,668.9709229963609,21.06952825,19.86461251,5.572282704766613,28.65796549212313,24.889234838052953,14.62897740383588
4765,0,1,0,1,1,1,1,1,2021,6.671592399,648.9224314,62.13214712,42.20669427,5.572282704766613,32.20422019095692,18.56835853731314,14.62897740383588
4766,0,1,1,1,1,1,1,1,2021,7.071030763973414,532.0122365,61.19274292283389,45.79762923479308,5.56195941706498,26.343975119913914,19.61626715555103,14.635421559005938
4767,0,1,2,1,1,1,1,1,2021,7.071030763973414,784.7554885,61.19274292283389,45.79762923479308,5.56195941706498,25.3307846967907,21.909901838314372,14.635421559005938
4768,0,0,0,1,1,1,1,1,2022,9.628800137,601.3815196,40.21267879,32.93297437,6.146297211,31.142678198599828,24.43776668467813,13.9
4769,0,0,1,1,1,1,1,1,2022,9.768486701082793,489.8092407,39.60468776425234,37.36055023798752,5.03981292749176,39.61862564848954,22.309128450005144,15.111641241189224
4770,0,0,2,1,1,1,1,1,2022,9.768486701082793,741.8389084,39.60468776425234,37.36055023798752,5.03981292749176,36.45522938682563,25.569261461579714,15.111641241189224
4771,0,4,0,1,1,1,1,1,2022,9.245269942,436.7985009,44.76725485,45.06997552,5.03981292749176,30.917546838797023,20.817064958206014,15.111641241189224
4772,0,4,1,1,1,1,1,1,2022,8.840208027215393,356.218128,47.11573024983721,47.08612539103697,5.024101249743579,40.627255802556334,23.633776111475076,15.126078049261658
4773,0,4,2,1,1,1,1,1,2022,8.840208027215393,533.4777494,47.11573024983721,47.08612539103697,5.024101249743579,38.55382763975685,24.689782159202906,15.126078049261658
4774,0,2,0,1,1,1,1,1,2022,12.81630472,850.3705853,25.93739587,27.29028461,5.03981292749176,38.77381196454677,29.395957130199704,15.111641241189224
4775,0,2,1,1,1,1,1,1,2022,13.014775965576318,684.6058665,24.84089393667949,31.1181742948434,5.024101249743579,38.05612869810922,26.38235855263184,15.126078049261658
4776,0,2,2,1,1,1,1,1,2022,13.014775965576318,1090.235548,24.84089393667949,31.1181742948434,5.024101249743579,36.48909690667304,27.438364600359662,15.126078049261658
4777,0,3,0,1,1,1,1,1,2022,10.49861399,572.124738,21.03374693,16.79977831,5.03981292749176,38.47982461008584,24.222235539560558,15.111641241189224
4778,0,3,1,1,1,1,1,1,2022,10.178646962025194,448.2158926,20.572354316865162,25.42424945453231,5.024101249743579,37.03746001553328,25.44603479486756,15.126078049261658
4779,0,3,2,1,1,1,1,1,2022,10.178646962025194,731.4570804,20.572354316865162,25.42424945453231,5.024101249743579,34.9640318527338,26.50204084259539,15.126078049261658
4780,0,5,0,1,1,1,1,1,2022,9.768486701082795,697.4960048430662,21.06952825,19.86461251,5.03981292749176,34.07850373413619,24.3943334281956,15.111641241189224
4781,0,1,0,1,1,1,1,1,2022,6.852471435,598.8461278,62.13214712,42.20669427,5.03981292749176,36.897014435827224,19.387202379330112,15.111641241189224
4782,0,1,1,1,1,1,1,1,2022,7.133974524244869,494.6056018,61.185158212331295,45.82662229467481,5.024101249743579,35.36378526479697,21.754485636646404,15.126078049261658
4783,0,1,2,1,1,1,1,1,2022,7.133974524244869,719.8448492,61.185158212331295,45.82662229467481,5.024101249743579,33.79675347336078,22.810491684374238,15.126078049261658
4784,9,0,0,3,1,0,0,0,2010,8.826163760767395,635.802641,37.89916988,40.98873957,4.001073232148149,43.1,23.8,15.6
