,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Income-related | Unemployment,"Racial Segregation Indices | Racial Segregation, White and Non-White",Cancer | Lung Cancer Deaths,Active Transportation | Riding Bike to Work,Deaths | Deaths from All Causes,Sexually Transmitted Disease | New Gonorrhea Cases
5347,3,4,0,1,0,1,1,1,2019,4.972167777,58.55155200212356,24.71638915,1.9395660362991782,509.9381093,448.24604486823904
5348,3,4,1,1,0,1,1,1,2019,6.024046441074515,58.553293241670296,22.51311374,1.9397069880711033,424.3761448,448.2375093642026
5349,3,4,2,1,0,1,1,1,2019,6.024046441074515,58.553293241670296,27.80617245,1.9397069880711033,634.7356829,448.2375093642026
5350,3,2,0,1,0,1,1,1,2019,12.53435115,58.55155200212356,43.12111062,1.9395660362991782,1105.620162,448.24604486823904
5351,3,2,1,1,0,1,1,1,2019,13.364641171404227,58.553293241670296,36.75126191,1.9397069880711033,865.8546581,448.2375093642026
5352,3,2,2,1,0,1,1,1,2019,13.364641171404227,58.553293241670296,54.8147916,1.9397069880711033,1490.184477,448.2375093642026
5353,3,3,0,1,0,1,1,1,2019,9.389446836,58.55155200212356,21.71145919,1.9395660362991782,764.1670727,448.24604486823904
5354,3,3,1,1,0,1,1,1,2019,11.145732282355212,58.553293241670296,14.04939003,1.9397069880711033,555.1416507,448.2375093642026
5355,3,3,2,1,0,1,1,1,2019,11.145732282355212,58.553293241670296,35.6054132,1.9397069880711033,1045.988941,448.2375093642026
5356,3,5,0,1,0,1,1,1,2019,24.75386779,58.55155200212356,40.02909896572695,1.9395660362991782,916.4503462847833,448.24604486823904
5357,3,1,0,1,0,1,1,1,2019,5.295003694,58.55155200212356,42.83999822,1.9395660362991782,856.3579113,448.24604486823904
5358,3,1,1,1,0,1,1,1,2019,5.630250021418342,58.553293241670296,37.95170814,1.9397069880711033,712.0000395,448.2375093642026
5359,3,1,2,1,0,1,1,1,2019,5.630250021418342,58.553293241670296,49.8104531,1.9397069880711033,1027.126301,448.2375093642026
5360,3,0,0,1,0,1,1,1,2020,8.645335529,57.57589675,37.36399334,1.860587623,957.4319403,444.6
5361,3,0,1,1,0,1,1,1,2020,8.881225788037712,58.53095780671938,32.54994545,1.9378989547428043,764.736023,448.2464463273796
5362,3,0,2,1,0,1,1,1,2020,8.881225788037712,58.53095780671938,44.80717667,1.9378989547428043,1214.023213,448.2464463273796
5363,3,4,0,1,0,1,1,1,2020,4.972167777,58.53095780671938,22.10765534,1.9378989547428043,565.1854208,448.2464463273796
5364,3,4,1,1,0,1,1,1,2020,5.647650748316297,58.54220885109093,19.2538792,1.9388097166440903,507.3488057,448.23911109896943
5365,3,4,2,1,0,1,1,1,2020,5.647650748316297,58.54220885109093,25.49160827,1.9388097166440903,630.1933073,448.23911109896943
5366,3,2,0,1,0,1,1,1,2020,12.53435115,58.53095780671938,41.93750016,1.9378989547428043,1180.851417,448.2464463273796
5367,3,2,1,1,0,1,1,1,2020,13.347115354876602,58.54220885109093,36.07869664,1.9388097166440903,926.3499913,448.23911109896943
5368,3,2,2,1,0,1,1,1,2020,13.347115354876602,58.54220885109093,53.03564902,1.9388097166440903,1580.552983,448.23911109896943
5369,3,3,0,1,0,1,1,1,2020,9.389446836,58.53095780671938,20.8899376,1.9378989547428043,816.8238978,448.2464463273796
5370,3,3,1,1,0,1,1,1,2020,10.271836777908213,58.54220885109093,13.46705025,1.9388097166440903,578.8785886,448.23911109896943
5371,3,3,2,1,0,1,1,1,2020,10.271836777908213,58.54220885109093,36.54203709,1.9388097166440903,1202.408582,448.23911109896943
5372,3,5,0,1,0,1,1,1,2020,24.75386779,58.53095780671938,39.96301061261797,1.9378989547428043,888.8206714817815,448.2464463273796
5373,3,1,0,1,0,1,1,1,2020,5.295003694,58.53095780671938,40.11691286,1.9378989547428043,880.4886806,448.2464463273796
5374,3,1,1,1,0,1,1,1,2020,5.461123486720865,58.54220885109093,36.34723204,1.9388097166440903,722.3413752,448.23911109896943
5375,3,1,2,1,0,1,1,1,2020,5.461123486720865,58.54220885109093,45.49670166,1.9388097166440903,1067.731753,448.23911109896943
5376,3,0,0,1,0,1,1,1,2021,8.645335529,57.57589675,35.98633954,1.860587623,994.61446,444.6
5377,3,0,1,1,0,1,1,1,2021,8.867334251883042,57.97227872014909,30.50091883,1.844462324447577,785.1011052,434.9606177215309
5378,3,0,2,1,0,1,1,1,2021,8.867334251883042,57.97227872014909,44.60314321,1.844462324447577,1279.586775,434.9606177215309
