,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Prostate Cancer Deaths,Housing | Vacant Housing Units,Mental Health | Teen Mental Distress,"Racial Segregation Indices | Racial Segregation, White and Asian",Sexually Transmitted Disease | New Chlamydia Cases
25,20,3,0,2,1,0,0,0,2011,16.24989288,10.0915651186,35.5,44.388664062,603.58
26,20,3,1,2,1,0,0,0,2011,20.402052389021065,10.0915651186,34.72236803107559,44.388664062,603.58
27,20,3,2,2,1,0,0,0,2011,20.402052389021065,10.0915651186,26.854912703226734,44.388664062,603.58
28,20,5,0,2,1,0,0,0,2011,22.356669174,10.0915651186,29.360002303646173,44.388664062,603.58
29,20,1,0,2,1,0,0,0,2011,17.99304759,10.0915651186,23.4,44.388664062,603.58
30,20,1,1,2,1,0,0,0,2011,18.911320749999998,10.0915651186,29.68799116705902,44.388664062,603.58
31,20,1,2,2,1,0,0,0,2011,18.911320749999998,10.0915651186,24.84215307743106,44.388664062,603.58
32,20,0,0,2,1,0,0,0,2012,18.00300475,8.145933655,29.45,40.61898946,618.5
33,20,0,1,2,1,0,0,0,2012,21.07567277,10.0915651186,35.797401478989926,44.388664062,590.6800000000001
34,20,0,2,2,1,0,0,0,2012,21.07567277,10.0915651186,20.214818344671443,44.388664062,590.6800000000001
35,20,4,0,2,1,0,0,0,2012,11.557801799528567,10.0915651186,24.22992103654334,44.388664062,590.6800000000001
36,20,4,1,2,1,0,0,0,2012,11.557844335267866,10.0915651186,32.54210833392976,44.388664062,590.6800000000001
37,20,4,2,2,1,0,0,0,2012,11.557844335267866,10.0915651186,20.013764554601114,44.388664062,590.6800000000001
38,20,2,0,2,1,0,0,0,2012,33.48153454,10.0915651186,29.647308469613,44.388664062,590.6800000000001
39,20,2,1,2,1,0,0,0,2012,44.784515250000005,10.0915651186,33.43371796003293,44.388664062,590.6800000000001
40,20,2,2,2,1,0,0,0,2012,44.784515250000005,10.0915651186,26.974595955138547,44.388664062,590.6800000000001
41,20,3,0,2,1,0,0,0,2012,12.80946816,10.0915651186,33.15915625576668,44.388664062,590.6800000000001
42,20,3,1,2,1,0,0,0,2012,17.716509588087277,10.0915651186,35.24084417303704,44.388664062,590.6800000000001
43,20,3,2,2,1,0,0,0,2012,17.716509588087277,10.0915651186,28.78172216814266,44.388664062,590.6800000000001
44,20,5,0,2,1,0,0,0,2012,21.07567277,10.0915651186,29.360002303646173,44.388664062,590.6800000000001
45,20,1,0,2,1,0,0,0,2012,17.65340328,10.0915651186,24.26488379571446,44.388664062,590.6800000000001
46,20,1,1,2,1,0,0,0,2012,18.217011518,10.0915651186,31.372517476345678,44.388664062,590.6800000000001
47,20,1,2,2,1,0,0,0,2012,18.217011518,10.0915651186,24.9133954714513,44.388664062,590.6800000000001
48,20,0,0,2,1,0,0,0,2013,15.3586159,8.220956465,29.2,38.62390846,609.6
49,20,0,1,2,1,0,0,0,2013,19.958895226,9.207566312600001,38.5,40.263970248,580.66
50,20,0,2,2,1,0,0,0,2013,19.958895226,9.207566312600001,20.3,40.263970248,580.66
51,20,4,0,2,1,0,0,0,2013,11.998364451898903,9.207566312600001,24.069378266495193,40.263970248,580.66
52,20,4,1,2,1,0,0,0,2013,11.998440641078805,9.2075663126,34.629852048801524,40.26397024799999,580.6599999999999
53,20,4,2,2,1,0,0,0,2013,11.998440641078805,9.2075663126,20.74155820661801,40.26397024799999,580.6599999999999
54,20,2,0,2,1,0,0,0,2013,21.8688108,9.207566312600001,30.0,40.263970248,580.66
55,20,2,1,2,1,0,0,0,2013,38.15843805000001,9.2075663126,34.81953533603825,40.26397024799999,580.6599999999999
56,20,2,2,2,1,0,0,0,2013,38.15843805000001,9.2075663126,23.881035303914775,40.26397024799999,580.6599999999999
57,20,3,0,2,1,0,0,0,2013,7.348039321,9.207566312600001,37.3,40.263970248,580.66
58,20,3,1,2,1,0,0,0,2013,16.458388818780538,9.2075663126,36.161418447883236,40.26397024799999,580.6599999999999
