,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Diabetes and Obesity | Adult Obesity,Income | Poverty in Children,Physical Activity | Adult Physical Inactivity,"Respiratory Infection | COVID-19 Vaccination, Seniors",Substance Use | Teen Marijuana
32,20,0,0,2,1,0,0,0,2012,25.3,27.23602876,20.3,86.4,23.35
33,20,0,1,2,1,0,0,0,2012,30.46,25.974396036,24.799999999999997,86.39999999999999,22.94137424216095
34,20,0,2,2,1,0,0,0,2012,30.46,25.974396036,24.799999999999997,86.39999999999999,28.138513916978795
35,20,4,0,2,1,0,0,0,2012,30.46,7.837837838,24.799999999999997,86.39999999999999,9.943027945167218
36,20,4,1,2,1,0,0,0,2012,30.459999999999994,13.670753997599999,24.8,86.39999999999999,18.89658313338142
37,20,4,2,2,1,0,0,0,2012,30.459999999999994,13.670753997599999,24.8,86.39999999999999,21.988514659802853
38,20,2,0,2,1,0,0,0,2012,30.46,40.98975703,24.799999999999997,86.39999999999999,28.69435513505393
39,20,2,1,2,1,0,0,0,2012,30.459999999999994,40.174350618,24.8,86.39999999999999,26.24618883279013
40,20,2,2,2,1,0,0,0,2012,30.459999999999994,40.174350618,24.8,86.39999999999999,29.345594981706455
41,20,3,0,2,1,0,0,0,2012,30.46,40.71502173,24.799999999999997,86.39999999999999,27.038362346142335
42,20,3,1,2,1,0,0,0,2012,30.459999999999994,37.70526595,24.8,86.39999999999999,25.423754043347056
43,20,3,2,2,1,0,0,0,2012,30.459999999999994,37.70526595,24.8,86.39999999999999,28.52316019226338
44,20,5,0,2,1,0,0,0,2012,30.46,43.02884615,24.799999999999997,86.39999999999999,22.500021756658356
45,20,1,0,2,1,0,0,0,2012,30.46,5.808207008,24.799999999999997,86.39999999999999,22.97664201728296
46,20,1,1,2,1,0,0,0,2012,30.459999999999994,9.532064284199999,24.8,86.39999999999999,23.45793430272703
47,20,1,2,2,1,0,0,0,2012,30.459999999999994,9.532064284199999,24.8,86.39999999999999,26.557340451643352
48,20,0,0,2,1,0,0,0,2013,25.3,21.36937012,20.3,86.4,24.15
49,20,0,1,2,1,0,0,0,2013,30.46,23.213214269999998,24.799999999999997,86.39999999999998,26.6
50,20,0,2,2,1,0,0,0,2013,30.46,23.213214269999998,24.799999999999997,86.39999999999998,31.8
