,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Birth Control | Teen Birth Control,Dietary Quality | Teen Soda,Lead Poisoning | Child Lead Testing,Physical Activity | Teen Physical Inactivity,School Violence | Weapons in School
1192,23,2,2,0,0,0,0,1,2019,27.80648083946652,21.525287621500926,27.21384727991977,23.960684767943633,17.25962500803087
1193,23,3,0,0,0,0,0,1,2019,20.926601047995064,18.605792664640482,34.0841864889499,27.6,11.5
1194,23,3,1,0,0,0,0,1,2019,25.548100068968875,20.31298550491457,27.21384727991977,27.52124725589733,12.078589704116093
1195,23,3,2,0,0,0,0,1,2019,21.531798454631677,21.111004372670227,27.21384727991977,23.180790743934907,15.759828808014094
1196,23,5,0,0,0,0,0,1,2019,28.00005247194074,21.359981826791255,34.0841864889499,24.999993600982837,14.439981058909193
1197,23,1,0,0,0,0,0,1,2019,14.88617323835716,14.73262532923278,34.0841864889499,21.03504516019261,16.3
1198,23,1,1,0,0,0,0,1,2019,25.548100068968875,24.481405639287015,27.21384727991977,29.56878314772324,13.279567944035566
1199,23,1,2,0,0,0,0,1,2019,21.28356880340452,23.88452132223418,27.21384727991977,21.607151575594678,19.358850568094617
1200,23,0,0,0,0,0,0,1,2020,33.0,24.2,25.65607494,25.9,14.5
1201,23,0,1,0,0,0,0,1,2020,29.011407357483826,15.786863188314848,31.024534676543585,29.714824148443434,9.721930316855282
1202,23,0,2,0,0,0,0,1,2020,26.354197287441327,17.97213955045385,31.024534676543585,21.397817511491688,19.48569563664304
1203,23,4,0,0,0,0,0,1,2020,29.460946069363136,6.198269405365962,31.024534676543585,22.99109429698947,6.622523924423789
1204,23,4,1,0,0,0,0,1,2020,28.587054303024555,15.761335115990732,27.21384727991977,29.383872725805702,9.96695087494382
1205,23,4,2,0,0,0,0,1,2020,21.307186953972195,17.233124198655958,27.21384727991977,21.854244754412562,19.315419967559116
1206,23,2,0,0,0,0,0,1,2020,29.300925715823954,18.32106156156372,31.024534676543585,27.721885158583174,14.238221133165018
1207,23,2,1,0,0,0,0,1,2020,29.079953118002276,18.891769657153233,27.21384727991977,28.06979733937836,11.182509074718851
1208,23,2,2,0,0,0,0,1,2020,27.84749320003536,19.701540541194955,27.21384727991977,23.965018149437697,17.25725196578412
1209,23,3,0,0,0,0,0,1,2020,20.68646331267051,15.369136248125388,31.024534676543585,25.313307392557725,12.62414223073867
1210,23,3,1,0,0,0,0,1,2020,26.75610327921416,16.732652052159576,27.21384727991977,27.529140200761525,12.069665001753313
1211,23,3,2,0,0,0,0,1,2020,21.776473215289485,17.545273092745024,27.21384727991977,23.185794767803056,15.758745462640574
1212,23,5,0,0,0,0,0,1,2020,29.460946069363136,21.35886150974945,31.024534676543585,24.999599123151217,13.540256561183224
1213,23,1,0,0,0,0,0,1,2020,14.895555498671582,9.836428025436913,31.024534676543585,18.572800967740047,16.278907207081332
1214,23,1,1,0,0,0,0,1,2020,28.587054303024555,16.043673028740404,27.21384727991977,28.770766451973337,13.276833786664309
1215,23,1,2,0,0,0,0,1,2020,21.307186953972195,15.759025412627235,27.21384727991977,22.846458836059288,19.35157667772958
1216,23,0,0,0,0,0,0,1,2021,29.025,21.005,30.4543667825,24.634999999999998,14.069999999999999
1217,23,0,1,0,0,0,0,1,2021,26.376720430134284,14.408182546834002,31.022792780254292,29.54821601907658,9.786912334120112
1218,23,0,2,0,0,0,0,1,2021,23.455646460067268,16.80280371489695,31.022792780254292,21.595474522634994,19.349698932913125
1219,23,4,0,0,0,0,0,1,2021,28.022744332289268,6.1000000000000005,31.022792780254292,24.599999999999998,6.5600000000000005
1220,23,4,1,0,0,0,0,1,2021,25.464973777766023,14.758029299263164,31.023690465465258,29.38168191158741,9.933184591140021
1221,23,4,2,0,0,0,0,1,2021,20.55685290657416,16.374465298534425,31.023690465465258,21.83453510483495,19.286960403705514
1222,23,2,0,0,0,0,0,1,2021,28.249085918162393,17.515446950513237,31.022792780254292,27.549708976333143,14.270607048404923
1223,23,2,1,0,0,0,0,1,2021,29.133393924760853,16.975774974274703,31.023690465465258,28.096037735511313,11.189229176167531
1224,23,2,2,0,0,0,0,1,2021,27.974695120314006,17.79331249896892,31.023690465465258,23.978458352335064,17.249891854673656
1225,23,3,0,0,0,0,0,1,2021,19.072054940773153,14.368987802558257,31.022792780254292,25.851680692415258,12.703833321664813
1226,23,3,1,0,0,0,0,1,2021,26.733451743842387,16.705336026890606,31.023690465465258,27.553620570324586,12.041984583881355
1227,23,3,2,0,0,0,0,1,2021,21.37988520267513,17.522873551584823,31.023690465465258,23.201315002101204,15.755385411916235
1228,23,5,0,0,0,0,0,1,2021,28.022744332289268,21.352122694670552,31.022792780254292,24.997226300940337,13.541775167398187
1229,23,1,0,0,0,0,0,1,2021,17.896162589481747,11.311654271772431,31.022792780254292,16.515425689667214,13.269223026043916
1230,23,1,1,0,0,0,0,1,2021,25.464973777766023,14.876915271035447,31.023690465465258,25.49963653534341,13.268353658645733
1231,23,1,2,0,0,0,0,1,2021,20.55685290657416,15.918494516438727,31.023690465465258,21.28542379372119,19.329016337151856
1232,23,0,0,0,0,0,0,1,2022,29.66521739130435,21.11304347826087,30.673684580769233,24.6,14.182608695652174
1233,23,0,1,0,0,0,0,1,2022,23.05375993643943,11.117768754473273,31.01280308125691,26.4666075843752,6.576275299079568
1234,23,0,2,0,0,0,0,1,2022,22.492237741012268,14.96773463430013,31.01280308125691,18.454887674722304,14.788983936993398
1235,23,4,0,0,0,0,0,1,2022,29.482421961338904,6.1,31.01280308125691,24.599999999999998,6.56
1236,23,4,1,0,0,0,0,1,2022,22.381897740891947,10.131433067855292,31.01856885207885,27.367088726921775,6.356204864709579
1237,23,4,2,0,0,0,0,1,2022,21.181388815755245,13.489470675611475,31.01856885207885,20.94761583353302,12.989493469220157
1238,23,2,0,0,0,0,0,1,2022,27.221029993277497,15.194773895743158,31.01280308125691,24.54587725219267,10.762820104767234
1239,23,2,1,0,0,0,0,1,2022,29.074573017115902,12.669260526751424,31.01856885207885,26.72516682935803,9.211903583411132
1240,23,2,2,0,0,0,0,1,2022,25.798068834356723,15.31898049246773,31.01856885207885,22.479146048814435,13.495325280989874
1241,23,3,0,0,0,0,0,1,2022,19.07087029685424,14.075051180259713,31.01280308125691,23.798704828281334,10.509803533399694
1242,23,3,1,0,0,0,0,1,2022,24.3916779210783,12.930449952205734,31.01856885207885,25.50799532470967,8.282235636735852
1243,23,3,2,0,0,0,0,1,2022,21.06039462480069,15.580169917922042,31.01856885207885,21.88960121703288,13.611701789092594
1244,23,5,0,0,0,0,0,1,2022,29.482421961338904,21.333017639744707,31.01280308125691,24.990499168924195,14.41187754001561
1245,23,1,0,0,0,0,0,1,2022,17.967823707770616,11.312474409870145,31.01280308125691,13.871915517705608,11.461975098886736
1246,23,1,1,0,0,0,0,1,2022,22.381897740891947,10.728325978180179,31.01856885207885,24.908058232251484,9.759953457034689
1247,23,1,2,0,0,0,0,1,2022,21.181388815755245,12.822803645713732,31.01856885207885,17.738642827757428,15.127457589565175
1248,27,0,0,0,1,0,0,0,2010,14.380061685020708,15.8,19.93654579,17.84,13.240028890452736
1249,27,0,1,0,1,0,0,0,2010,13.97905002222181,14.625823739959262,17.63371569454498,22.995505994718865,7.026064120665806
1250,27,0,2,0,1,0,0,0,2010,10.513522365722109,18.887917364816932,17.63371569454498,14.782813373160199,19.280676140408374
1251,27,4,0,0,1,0,0,0,2010,14.380015230530537,8.180409895483137,17.63371569454498,20.270036031565443,7.127116744935449
1252,27,4,1,0,1,0,0,0,2010,13.977167270619638,11.528697376290499,17.633676616773613,21.38421190252016,6.902820292325768
1253,27,4,2,0,1,0,0,0,2010,10.531397754612097,13.493645111167348,17.633676616773613,16.492753716094356,15.451668316534647
1254,27,2,0,0,1,0,0,0,2010,15.586657161001128,21.711305931583826,17.63371569454498,22.82761118018793,12.527360578245473
1255,27,2,1,0,1,0,0,0,2010,15.190325954565548,18.252628585956508,17.633676616773613,24.263298647364667,9.979572216116372
1256,27,2,2,0,1,0,0,0,2010,12.303396695580773,19.242024743016216,17.633676616773613,18.233375337259474,16.152001540695807
1257,27,3,0,0,1,0,0,0,2010,19.16363644396815,16.87196924563922,17.63371569454498,19.341569483561727,16.908621252666194
1258,27,3,1,0,1,0,0,0,2010,13.820179532618173,15.767154046145427,17.633676616773613,22.539412569647386,12.85512783898677
1259,27,3,2,0,1,0,0,0,2010,11.316336444619434,16.756550203205133,17.633676616773613,16.509489259542192,19.0275571635662
1260,27,5,0,0,1,0,0,0,2010,14.380015230530537,15.8,17.63371569454498,17.840000000000003,13.240007133286454
1261,27,1,0,0,1,0,0,0,2010,7.199221184319402,11.468313548616104,17.63371569454498,11.105120773939525,13.860530453282298
1262,27,1,1,0,1,0,0,0,2010,11.79615910923292,13.76760796677633,17.633676616773613,18.129471440603183,11.147712165444059
1263,27,1,2,0,1,0,0,0,2010,8.915752426681113,15.73255570165318,17.633676616773613,12.09954813049799,19.616087158294956
1264,27,0,0,0,1,0,0,0,2011,14.720008589053517,15.8,19.93654579,17.84,13.61996954790117
1265,27,0,1,0,1,0,0,0,2011,13.917137168399568,14.634960253714352,19.31571984895334,22.95864260956117,7.023618642215661
1266,27,0,2,0,1,0,0,0,2011,10.497391360555053,18.861454853350534,19.31571984895334,14.755498816893159,19.289932538527765
1267,27,4,0,0,1,0,0,0,2011,16.219944283249053,8.171733610853206,19.31571984895334,20.274259165426738,7.281213899450165
1268,27,4,1,0,1,0,0,0,2011,13.960398342161117,11.53846928937288,19.315723821120788,21.380571535524286,6.90241879634519
1269,27,4,2,0,1,0,0,0,2011,10.526960286083137,13.49913935948676,19.315723821120788,16.4990167130765,15.461693718758069
1270,27,2,0,0,1,0,0,0,2011,16.837802817436682,21.729497277619014,19.31571984895334,22.80268054321616,12.520397692728242
1271,27,2,1,0,1,0,0,0,2011,15.18140118386599,16.49738734129909,19.315723821120788,24.26044848684908,9.976319848227973
1272,27,2,2,0,1,0,0,0,2011,12.300460915745392,18.45805741141297,19.315723821120788,18.22181852201819,16.15160876605105
1273,27,3,0,0,1,0,0,0,2011,21.86743217216732,16.859083780019674,19.31571984895334,20.265434677995398,16.896508938776215
1274,27,3,1,0,1,0,0,0,2011,13.804026731937618,15.778260276676809,19.315723821120788,22.53992013247893,12.847849426413937
1275,27,3,2,0,1,0,0,0,2011,11.308818337200607,16.75953279514996,19.315723821120788,16.501290167648044,19.02313834423701
1276,27,5,0,0,1,0,0,0,2011,16.219944283249053,15.8,19.31571984895334,17.84,13.619992481130495
1277,27,1,0,0,1,0,0,0,2011,7.178992828789773,11.453920632945694,19.31571984895334,11.084026032600685,13.872954389531785
1278,27,1,1,0,1,0,0,0,2011,11.799477789285314,13.778321750999181,19.315723821120788,18.13856852827622,11.148511379832339
1279,27,1,2,0,1,0,0,0,2011,8.919422496386115,15.73899182111306,19.315723821120788,12.099938563445331,19.610735097174025
1280,27,0,0,0,1,0,0,0,2012,16.219774342139434,15.8,19.93654579,17.84,13.61996954790117
1281,27,0,1,0,1,0,0,0,2012,16.518960203803186,14.379900684303875,17.43829565077076,21.494062714910836,7.328452178219108
1282,27,0,2,0,1,0,0,0,2012,10.694218355996806,19.413874306787626,17.43829565077076,12.968035837091906,19.965746894175293
1283,27,4,0,0,1,0,0,0,2012,14.720002120706786,8.170354808999996,17.43829565077076,19.814289400973674,7.329906966939406
1284,27,4,1,0,1,0,0,0,2012,16.607329835004734,11.539999999999997,17.438251571334625,21.38,8.055642361943326
1285,27,4,2,0,1,0,0,0,2012,10.713041209669058,13.499999999999998,17.438251571334625,16.5,18.318837706182496
1286,27,2,0,0,1,0,0,0,2012,16.89456893911471,23.029583683899375,17.43829565077076,22.12754536946044,13.034625295231603
1287,27,2,1,0,1,0,0,0,2012,13.560000000000002,18.299999999999997,17.438251571334625,22.599999999999998,9.165783929625716
1288,27,2,2,0,1,0,0,0,2012,11.659999999999998,19.12,17.438251571334625,18.139999999999997,17.658328082842562
1289,27,3,0,0,1,0,0,0,2012,20.776670917578638,18.70076565211734,17.43829565077076,18.9099669758219,15.252670829341996
1290,27,3,1,0,1,0,0,0,2012,16.607329835004734,15.799999999999997,17.438251571334625,19.6,11.49954813049799
1291,27,3,2,0,1,0,0,0,2012,10.713041209669058,16.54,17.438251571334625,17.099999999999998,17.653420524209675
1292,27,5,0,0,1,0,0,0,2012,14.720002120706786,15.8,17.43829565077076,17.840000000000003,13.619992481130495
1293,27,1,0,0,1,0,0,0,2012,7.1755871665814315,14.92319301080235,17.43829565077076,10.545435045270924,16.139819901117715
