,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Poor Air Quality,Dietary Quality | Teen Breakfast,Lead Poisoning | Child Lead Levels 10+ mcg/dL,Physical Activity | Teen Physical Education,School Violence | Fighting in School
0,20,0,0,2,1,0,0,0,2010,25.47945205,17.200000000000003,1.978053874,55.95,27.65
1,20,0,1,2,1,0,0,0,2010,43.945205478,15.002111426765737,1.5967970859546896,67.79822710565874,23.160314605559684
2,20,0,2,2,1,0,0,0,2010,43.945205478,14.03302188854648,1.5967970859546896,57.2224557278025,35.74535415346329
3,20,4,0,2,1,0,0,0,2010,43.945205478,12.324275695339342,1.5967970859546896,53.48148085426007,13.887593919191703
4,20,4,1,2,1,0,0,0,2010,43.945205478,12.901328638803765,1.596491804935392,68.66693608168171,18.694697355626108
5,20,4,2,2,1,0,0,0,2010,43.945205478,12.220165154622887,1.596491804935392,60.20696245398475,28.95061245893124
6,20,2,0,2,1,0,0,0,2010,43.945205478,18.784171292596486,1.5967970859546896,61.36472842238357,35.90712460784775
7,20,2,1,2,1,0,0,0,2010,43.945205478,15.797969561943544,1.596491804935392,64.11595354002445,24.730131614565234
8,20,2,2,2,1,0,0,0,2010,43.945205478,15.12779605645287,1.596491804935392,59.59789164946165,34.295763873564695
9,20,3,0,2,1,0,0,0,2010,43.945205478,17.818732432902305,1.5967970859546896,58.926976922650574,32.32404300068642
10,20,3,1,2,1,0,0,0,2010,43.945205478,14.982870033886531,1.596491804935392,66.44193007590334,24.07637126501834
11,20,3,2,2,1,0,0,0,2010,43.945205478,14.484942920083478,1.596491804935392,58.90573943915332,31.595849184363285
12,20,5,0,2,1,0,0,0,2010,43.945205478,17.080192420887418,1.5967970859546896,54.282677857349896,26.881234700694264
13,20,1,0,2,1,0,0,0,2010,43.945205478,7.6428711544517824,1.5967970859546896,64.88913704678467,23.255706672384523
14,20,1,1,2,1,0,0,0,2010,43.945205478,11.613213828255418,1.596491804935392,67.00080814082808,22.224137440150315
15,20,1,2,2,1,0,0,0,2010,43.945205478,10.943040322764748,1.596491804935392,61.425440001600975,27.828865426974527
16,20,0,0,2,1,0,0,0,2011,38.35616438,17.200000000000003,1.978053874,55.95,27.65
17,20,0,1,2,1,0,0,0,2011,51.287671234,16.438651104225986,1.5961945303481608,71.6,24.5
18,20,0,2,2,1,0,0,0,2011,51.287671234,14.335370966803128,1.5961945303481608,57.2,38.3
19,20,4,0,2,1,0,0,0,2011,51.287671234,12.962640263954915,1.5961945303481608,53.55330883572821,13.898263494129932
20,20,4,1,2,1,0,0,0,2011,51.28767123399999,14.014888226250358,1.5961896435493566,64.09786671302139,17.6957540924862
21,20,4,2,2,1,0,0,0,2011,51.28767123399999,13.899080537401465,1.5961896435493566,55.34210133232294,31.82654657663244
22,20,2,0,2,1,0,0,0,2011,51.287671234,18.270342820965723,1.5961945303481608,68.5,35.1
23,20,2,1,2,1,0,0,0,2011,51.28767123399999,16.622264441439818,1.5961896435493566,64.10918247554149,27.918329809233498
24,20,2,2,2,1,0,0,0,2011,51.28767123399999,15.920221956549286,1.5961896435493566,59.580331095706214,33.4987627874788
25,20,3,0,2,1,0,0,0,2011,51.287671234,17.622642226936982,1.5961945303481608,58.3,32.2
26,20,3,1,2,1,0,0,0,2011,51.28767123399999,17.285107330694974,1.5961896435493566,66.44092745643097,25.87472385448676
27,20,3,2,2,1,0,0,0,2011,51.28767123399999,16.58306484580444,1.5961896435493566,58.909582998110366,31.45515683273206
28,20,5,0,2,1,0,0,0,2011,51.287671234,17.08000307152824,1.5961945303481608,54.28004274543465,26.880019708972863
29,20,1,0,2,1,0,0,0,2011,51.287671234,8.555977994542067,1.5961945303481608,62.3,26.5
30,20,1,1,2,1,0,0,0,2011,51.28767123399999,13.318425870355867,1.5961896435493566,66.98321138407707,21.899955105973557
31,20,1,2,2,1,0,0,0,2011,51.28767123399999,12.616383385465335,1.5961896435493566,61.40253121878514,27.480388084218863
32,20,0,0,2,1,0,0,0,2012,31.96721311,17.200000000000003,1.978053874,55.95,27.65
33,20,0,1,2,1,0,0,0,2012,46.284153006,16.840349390455845,1.5961945303481608,67.44396587358754,20.355073448729755
34,20,0,2,2,1,0,0,0,2012,46.284153006,15.176081362426759,1.5961945303481608,55.82322019104754,32.52806744316334
35,20,4,0,2,1,0,0,0,2012,46.284153006,12.985669748668064,1.5961945303481608,53.56561748215783,12.36527657012214
36,20,4,1,2,1,0,0,0,2012,46.284153006,14.832441762864665,1.5961896435493566,65.92318434287259,17.975419152410925
37,20,4,2,2,1,0,0,0,2012,46.284153006,14.734558361080392,1.5961896435493566,57.46468874766031,26.974558914922675
38,20,2,0,2,1,0,0,0,2012,46.284153006,18.808416483962116,1.5961945303481608,60.45888756201113,31.828601816331705
39,20,2,1,2,1,0,0,0,2012,46.284153006,16.61155623761883,1.5961896435493566,62.013030901772304,25.601616179445823
40,20,2,2,2,1,0,0,0,2012,46.284153006,16.73396268480037,1.5961896435493566,56.476640611862834,33.35140194080658
41,20,3,0,2,1,0,0,0,2012,46.284153006,18.34449256613369,1.5961945303481608,60.38228688222903,28.579205510676122
42,20,3,1,2,1,0,0,0,2012,46.284153006,17.30705537813484,1.5961896435493566,62.08228219715777,24.959715855978057
43,20,3,2,2,1,0,0,0,2012,46.284153006,16.622064326336353,1.5961896435493566,56.5458919072483,32.709501617338816
44,20,5,0,2,1,0,0,0,2012,46.284153006,17.08000307152824,1.5961945303481608,53.46006373421094,25.84004632888426
45,20,1,0,2,1,0,0,0,2012,46.284153006,8.714822995083052,1.5961945303481608,63.070115285652,21.838029704749584
46,20,1,1,2,1,0,0,0,2012,46.284153006,13.327771046700459,1.5961896435493566,62.80963316907545,21.489442232230456
47,20,1,2,2,1,0,0,0,2012,46.284153006,12.642779994901975,1.5961896435493566,57.27324287916598,29.239227993591218
