,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Hazardous Air Quality,Diabetes and Obesity | Teen Obesity,Income-related | Public Assistance,Physical Activity | Teen Physical Activity,Respiratory Infection | Pneumonia or Influenza Deaths,Transportation | Drives Alone to Work
0,20,0,0,2,1,0,0,0,2010,2.191780822,15.3,10.18525051,59.05,10.29937244,71.70185205
1,20,0,1,2,1,0,0,0,2010,5.753424658399999,9.68797654913983,13.389746008,64.27532352383827,9.152035256,78.466791558
2,20,0,2,2,1,0,0,0,2010,5.753424658399999,12.877355815318273,13.389746008,48.83719275023351,12.23595392,78.466791558
3,20,4,0,2,1,0,0,0,2010,5.753424658399999,7.182555156940887,13.389746008,59.127785032600784,12.795170437327211,73.10620126800002
4,20,4,1,2,1,0,0,0,2010,5.753424658399999,8.038793172923555,13.389746008000001,61.95980766204135,10.758366499807256,73.106201268
5,20,4,2,2,1,0,0,0,2010,5.753424658399999,11.52929828208835,13.389746008000001,50.681500748700415,19.29494377846675,73.106201268
6,20,2,0,2,1,0,0,0,2010,5.753424658399999,15.632353154111549,13.389746008,61.77104939779958,13.21443941,77.033878664
7,20,2,1,2,1,0,0,0,2010,5.753424658399999,11.820875778968327,13.389746008000001,65.43168819302521,11.753146723666667,77.03387866399999
8,20,2,2,2,1,0,0,0,2010,5.753424658399999,13.544450606585828,13.389746008000001,54.39668832693986,20.763284265,77.03387866399999
9,20,3,0,2,1,0,0,0,2010,5.753424658399999,13.074176622721248,13.389746008,59.449971612874094,6.361817076,71.387548946
10,20,3,1,2,1,0,0,0,2010,5.753424658399999,10.623854854493187,13.389746008000001,64.40983654775117,11.19900523,71.38754894599998
11,20,3,2,2,1,0,0,0,2010,5.753424658399999,12.347429682110686,13.389746008000001,55.25876417928587,20.70059374,71.38754894599998
12,20,5,0,2,1,0,0,0,2010,5.753424658399999,15.839134106006624,13.389746008,58.84033673655298,14.043447491999999,71.09971296199998
13,20,1,0,2,1,0,0,0,2010,5.753424658399999,6.184388239070861,13.389746008,49.28631606247666,10.6373331,81.970800748
14,20,1,1,2,1,0,0,0,2010,5.753424658399999,8.261300115245469,13.389746008000001,57.288183762503145,9.317621025,81.97080074799999
15,20,1,2,2,1,0,0,0,2010,5.753424658399999,9.984874942862968,13.389746008000001,48.13711139403784,12.67401831,81.97080074799999
16,20,0,0,2,1,0,0,0,2011,3.835616438,15.3,10.18525051,59.05,10.25600055,71.70185205
17,20,0,1,2,1,0,0,0,2011,9.0410958892,11.6,13.389746008,71.8,10.01150513,78.46679155800001
18,20,0,2,2,1,0,0,0,2011,9.0410958892,13.6,13.389746008,48.1,10.86394293,78.46679155800001
19,20,4,0,2,1,0,0,0,2011,9.0410958892,7.196799181815231,13.389746008,58.99826272855225,13.372730036303048,73.106201268
20,20,4,1,2,1,0,0,0,2011,9.0410958892,9.275259392942342,13.389746008,67.60637823856408,10.518664143252611,73.10620126799999
21,20,4,2,2,1,0,0,0,2011,9.0410958892,12.523526543207293,13.389746008,52.76707044375315,17.620322819238424,73.10620126799999
22,20,2,0,2,1,0,0,0,2011,9.0410958892,17.0,13.389746008,64.5,11.70155269,77.033878664
23,20,2,1,2,1,0,0,0,2011,9.0410958892,13.332627067833347,13.389746008,63.52272722012442,12.78368645,77.03387866399999
24,20,2,2,2,1,0,0,0,2011,9.0410958892,13.545525380088868,13.389746008,54.36310573284673,17.6048182275,77.03387866399999
25,20,3,0,2,1,0,0,0,2011,9.0410958892,12.2,13.389746008,64.2,6.055384322,71.38754894600001
26,20,3,1,2,1,0,0,0,2011,9.0410958892,12.138946263872668,13.389746008,63.571171028883946,11.15738587,71.387548946
27,20,3,2,2,1,0,0,0,2011,9.0410958892,12.35184457612819,13.389746008,54.41154954160628,8.494997958,71.387548946
28,20,5,0,2,1,0,0,0,2011,9.0410958892,15.839986178122924,13.389746008,58.84000537517441,13.779428056,71.099712962
29,20,1,0,2,1,0,0,0,2011,9.0410958892,6.4,13.389746008,50.8,10.84660586,81.970800748
30,20,1,1,2,1,0,0,0,2011,9.0410958892,9.7733485350588,13.389746008,57.20401261990263,10.72930025,81.970800748
31,20,1,2,2,1,0,0,0,2011,9.0410958892,9.986246847314321,13.389746008,48.04439113262496,11.4753364,81.970800748
32,20,0,0,2,1,0,0,0,2012,2.18579235,15.3,10.18525051,59.05,10.64766581,71.70185205
33,20,0,1,2,1,0,0,0,2012,8.524590163600001,10.51776823443878,13.389746008,64.63885150656911,10.12727691,78.46679155800001
