,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Colorectal Cancer Deaths,Heat and Disasters | Number of Heat Waves,Mental Health | School Bullying,Population | Seniors,Sexually Transmitted Disease | HIV/AIDS Prevalence
0,20,0,0,2,1,0,0,0,2010,12.77803434,7.769230769,15.850000000000001,6.921902795,442.7
1,20,0,1,2,1,0,0,0,2010,11.84385819,5.2615384616,17.137026416083057,9.5609774662,126.8
2,20,0,2,2,1,0,0,0,2010,13.69767157,5.2615384616,15.768091933193,9.5609774662,755.0
3,20,4,0,2,1,0,0,0,2010,15.789913984,5.2615384616,12.870200739269054,9.5609774662,54.2
4,20,4,1,2,1,0,0,0,2010,11.592380558321311,5.261538461599999,15.124981589478775,9.560977466199999,127.1
5,20,4,2,2,1,0,0,0,2010,16.9988500876031,5.261538461599999,14.267497904678814,9.560977466199999,352.32
6,20,2,0,2,1,0,0,0,2010,21.40895751,5.2615384616,12.832247797865111,9.5609774662,1209.3
7,20,2,1,2,1,0,0,0,2010,19.47566794,5.261538461599999,15.455177092138094,9.560977466199999,600.78
8,20,2,2,2,1,0,0,0,2010,21.02780127,5.261538461599999,15.034347537933593,9.560977466199999,760.3799999999999
9,20,3,0,2,1,0,0,0,2010,14.26523017,5.2615384616,16.55958919987591,9.5609774662,449.9
10,20,3,1,2,1,0,0,0,2010,12.22439445,5.261538461599999,17.23586836777524,9.560977466199999,222.01999999999998
11,20,3,2,2,1,0,0,0,2010,18.52787179,5.261538461599999,16.815038813570744,9.560977466199999,447.23999999999995
12,20,5,0,2,1,0,0,0,2010,14.936816816,5.2615384616,15.260946069363138,9.5609774662,374.44
13,20,1,0,2,1,0,0,0,2010,11.52692511,5.2615384616,20.666723014527026,9.5609774662,347.9
14,20,1,1,2,1,0,0,0,2010,11.5943144,5.261538461599999,19.074916894397994,9.560977466199999,192.3
15,20,1,2,2,1,0,0,0,2010,11.21135897,5.261538461599999,18.634863590217783,9.560977466199999,477.53999999999996
