,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Diabetes and Obesity | Adult Obesity,Income | Poverty in Children,Physical Activity | Adult Physical Inactivity,"Respiratory Infection | COVID-19 Vaccination, Seniors",Substance Use | Teen Marijuana
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,25.3,27.23602876,20.3,86.92326569136387,23.35
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,26.118001867871545,24.628586653404152,86.9570937131093,22.945771472087937
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.071463081049398,26.118001867871545,24.628586653404152,86.9570937131093,28.272857095556578
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,7.837837838,24.628586653404152,86.9570937131093,23.085723674861452
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.071445827005235,13.660155029679816,24.628579041325835,86.95711826729038,21.392617510502603
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.071445827005235,13.660155029679816,24.628579041325835,86.95711826729038,24.059859521340414
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,40.98975703,24.628586653404152,86.9570937131093,28.023881531024433
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.071445827005235,39.93931747122027,24.628579041325835,86.95711826729038,24.358142861466284
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.071445827005235,39.93931747122027,24.628579041325835,86.95711826729038,26.91542810235398
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,40.71502173,24.628586653404152,86.9570937131093,26.83040295344679
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.071445827005235,37.3174239279005,24.628579041325835,86.95711826729038,23.186787410098777
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.071445827005235,37.3174239279005,24.628579041325835,86.95711826729038,25.74407265098648
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,43.02884615,24.628586653404152,86.9570937131093,25.442782790962067
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.071463081049398,5.808207008,24.628586653404152,86.9570937131093,23.549679160320505
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.071445827005235,10.834579905756463,24.628579041325835,86.95711826729038,22.286390303542092
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.071445827005235,10.834579905756463,24.628579041325835,86.95711826729038,24.50096416624521
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,25.3,27.23602876,20.3,86.92009457046491,23.35
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,25.5223127580947,25.771342340263104,86.95709370693984,24.0
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.07137429651855,25.5223127580947,25.771342340263104,86.95709370693984,31.0
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,7.837837838,25.771342340263104,86.95709370693984,24.299941414571794
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.07140143276904,14.402497300443411,25.771385453932126,86.9571182657292,19.85027268970025
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.07140143276904,14.402497300443411,25.771385453932126,86.9571182657292,22.992766555447748
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,40.98975703,25.771342340263104,86.95709370693984,29.8
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.07140143276904,39.18871223887141,25.771385453932126,86.9571182657292,24.35814298620499
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.07140143276904,39.18871223887141,25.771385453932126,86.9571182657292,26.915428244840374
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,40.71502173,25.771342340263104,86.95709370693984,30.1
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.07140143276904,37.6631810446697,25.771385453932126,86.9571182657292,23.186787543932468
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.07140143276904,37.6631810446697,25.771385453932126,86.9571182657292,25.744072802567857
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,43.02884615,25.771342340263104,86.95709370693984,25.442931453832088
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,31.07137429651855,5.808207008,25.771342340263104,86.95709370693984,24.8
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,31.07140143276904,8.442555110027891,25.771385453932126,86.9571182657292,22.20071254786046
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,31.07140143276904,8.442555110027891,25.771385453932126,86.9571182657292,24.757997806495837
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,25.3,27.23602876,20.3,86.9162705733933,23.35
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,24.952318962925737,25.642782361813506,86.95709370077796,23.42224889582766
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.31420991926182,24.952318962925737,25.642782361813506,86.95709370077796,28.468247177243967
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,7.837837838,25.642782361813506,86.95709370077796,21.85719584043158
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.314247815092497,13.281826326711702,25.64281975067654,86.95711826417164,21.39242852965332
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.314247815092497,13.281826326711702,25.64281975067654,86.95711826417164,24.059601715141188
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,40.98975703,25.642782361813506,86.95709370077796,28.741808040213442
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.314247815092497,39.6883217030448,25.64281975067654,86.95711826417164,24.814943456539872
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.314247815092497,39.6883217030448,25.64281975067654,86.95711826417164,26.91518084631756
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,40.71502173,25.642782361813506,86.95709370077796,26.61361177512721
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.314247815092497,37.01862778761866,25.64281975067654,86.95711826417164,23.186513238472287
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.314247815092497,37.01862778761866,25.64281975067654,86.95711826417164,25.743731545227465
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,43.02884615,25.642782361813506,86.95709370077796,25.942765119250428
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,31.31420991926182,5.808207008,25.642782361813506,86.95709370077796,23.483386714923743
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,31.314247815092497,9.423616173010755,25.64281975067654,86.95711826417164,22.200556401219043
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,31.314247815092497,9.423616173010755,25.64281975067654,86.95711826417164,24.757774707974217
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,25.3,21.36937012,20.3,86.91156893819333,24.15
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.22850327226292,22.638667943405462,25.671351293829705,86.95709369462374,26.6
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.22850327226292,22.638667943405462,25.671351293829705,86.95709369462374,31.8
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.22850327226292,8.140028889,25.671351293829705,86.95709369462374,20.342857142857138
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.228537348906087,16.431020791693083,25.67138993091583,86.9571182626177,19.783481240825623
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.228537348906087,16.431020791693083,25.67138993091583,86.9571182626177,23.142397179697856
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.22850327226292,35.90828443,25.671351293829705,86.95709369462374,33.3
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.228537348906087,35.6292225182665,25.67138993091583,86.9571182626177,24.35778220172755
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,31.228537348906087,35.6292225182665,25.67138993091583,86.9571182626177,26.914933596988003
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,31.22850327226292,32.08299318,25.671351293829705,86.95709369462374,28.9
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,31.228537348906087,33.04035812701187,25.67138993091583,86.9571182626177,23.18623909844345
