,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Birth Control | Teen Birth Control,Dietary Quality | Teen Soda,Lead Poisoning | Child Lead Testing,Physical Activity | Teen Physical Inactivity,School Violence | Weapons in School
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,18.25,23.299999999999997,10.1397925,17.450000000000003,14.2
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,18.865456305378373,21.1498619427295,5.746454045863281,20.64532277679879,11.889317713633318
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,14.504656126678416,22.96282691651413,5.746454045863281,14.734531284902339,18.71060782805093
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,16.5804948354552,21.653326052422557,5.746454045863281,17.818784324676532,14.987573303546496
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,18.036301473940128,21.00656209669413,5.554168098527549,21.01971736818113,11.117602188117308
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,13.978231271843184,22.94035540553956,5.554168098527549,13.810733931013521,18.05784835131439
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,16.284655861401372,23.413061148512394,5.746454045863281,20.705097912685215,13.629686530490682
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,18.57658247408198,24.460172716143337,5.554168098527549,21.07452869946338,10.644570561627287
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,14.824979630826288,24.10079409721073,5.554168098527549,17.29694040963111,15.939434720310176
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,18.11942539790884,21.962299506716718,5.746454045863281,17.244836315802537,15.490087116229434
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.481724253198408,21.43319657214704,5.554168098527549,20.4179726350687,11.791925378585677
