,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | High Blood Pressure,Income | Poverty and Near Poverty in All Ages,Mental Health | Teen Suicidal Ideation,Respiratory Disease | Teen Asthma,Substance Use | Adult Binge Drinking
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,23.4,37.98052897,12.25,21.7,21.4
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.652704609595485,37.749172773752754,13.295261969174257,22.089856295450602,15.99466917529006
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.652704609595485,37.749172773752754,11.3047107294433,22.66996103348142,15.99466917529006
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.652704609595485,37.749172773752754,12.618784324676534,20.67490458903472,15.99466917529006
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.709171606535673,37.717326108884244,13.374791065187662,21.94064123993314,15.942349471910452
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.709171606535673,37.717326108884244,11.374146786202706,22.373420452818717,15.942349471910452
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.652704609595485,37.749172773752754,12.404891911344965,25.42045866322504,15.99466917529006
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,31.709171606535673,37.717326108884244,13.286092771050487,24.753221138988003,15.942349471910452
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,31.709171606535673,37.717326108884244,11.42521844182845,25.039968533138538,15.942349471910452
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,31.652704609595485,37.749172773752754,13.045059690749794,20.249698443821202,15.99466917529006
