,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Prostate Cancer Deaths,Housing | Vacant Housing Units,Mental Health | Teen Mental Distress,"Racial Segregation Indices | Racial Segregation, White and Asian",Sexually Transmitted Disease | New Chlamydia Cases
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,20.3938153,8.145933655,29.45,40.61898946,565.9
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,22.546424856381307,10.201044636217937,33.305941773597084,44.10257891856146,514.2924584509251
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,22.546424856381307,10.201044636217937,24.724377652577502,44.10257891856146,514.2924584509251
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,24.523392769285714,10.201044636217937,28.10612491855161,44.10257891856146,514.2924584509251
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,24.523392769285714,10.217631443644478,32.20828749430178,44.059235293333124,512.5308157554239
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,24.523392769285714,10.217631443644478,26.226792280808386,44.059235293333124,512.5308157554239
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,37.68812958,10.201044636217937,29.774917475366713,44.10257891856146,514.2924584509251
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,50.27464989793038,10.217631443644478,33.935669935099604,44.059235293333124,512.5308157554239
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,50.27464989793038,10.217631443644478,27.659011603405165,44.059235293333124,512.5308157554239
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,28.0957801,10.201044636217937,31.975612419647067,44.10257891856146,514.2924584509251
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,20.287275493606444,10.217631443644478,35.196333548731495,44.059235293333124,512.5308157554239
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,20.287275493606444,10.217631443644478,30.188104402551062,44.059235293333124,512.5308157554239
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,33.30365781571428,10.201044636217937,29.918793633063387,44.10257891856146,514.2924584509251
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,18.27991542,10.201044636217937,27.06469507806101,44.10257891856146,514.2924584509251
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.34304043807228,10.217631443644478,31.46390582417891,44.059235293333124,512.5308157554239
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,19.34304043807228,10.217631443644478,24.768212850841454,44.059235293333124,512.5308157554239
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,19.21178866,8.145933655,29.45,40.61898946,594.2
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,22.402629591374357,10.301349802188602,36.6,43.6901704538329,615.9024133517905
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,22.402629591374357,10.301349802188602,22.6,43.6901704538329,615.9024133517905
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,20.843705889714286,10.301349802188602,28.790027542740873,43.6901704538329,615.9024133517905
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,20.843705889714286,10.333133448366066,33.463298598188814,43.584344454911346,617.7693333734343
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,20.843705889714286,10.333133448366066,23.399826324277385,43.584344454911346,617.7693333734343
22,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,37.42815559,10.301349802188602,33.2,43.6901704538329,615.9024133517905
23,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,48.4561155257244,10.333133448366066,33.26689453663377,43.584344454911346,617.7693333734343
24,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,48.4561155257244,10.333133448366066,25.677705496444126,43.584344454911346,617.7693333734343
25,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,16.24989288,10.301349802188602,35.5,43.6901704538329,615.9024133517905
26,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,18.21445423801743,10.333133448366066,35.545002480842385,43.584344454911346,617.7693333734343
27,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,18.21445423801743,10.333133448366066,28.455703180991236,43.584344454911346,617.7693333734343
28,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2011,26.62474289571428,10.301349802188602,30.04207433332463,43.6901704538329,615.9024133517905
29,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,17.99304759,10.301349802188602,23.4,43.6901704538329,615.9024133517905
30,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,18.64551241549429,10.333133448366066,30.345175873855997,43.584344454911346,617.7693333734343
31,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,18.64551241549429,10.333133448366066,23.16661153379645,43.584344454911346,617.7693333734343
32,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,18.00300475,8.145933655,29.45,40.61898946,618.5
33,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,20.351650152702707,10.10168312163405,35.537763220433554,44.631495678812186,599.1384978854486
34,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,20.351650152702707,10.10168312163405,23.120111177698334,44.631495678812186,599.1384978854486
35,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2012,20.39243458142857,10.10168312163405,28.13090847100393,44.631495678812186,599.1384978854486
36,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2012,20.39243458142857,10.103216060228759,33.38370994152047,44.66828613599771,600.4200114230746
37,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2012,20.39243458142857,10.103216060228759,23.368018713450294,44.66828613599771,600.4200114230746
38,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,33.48153454,10.10168312163405,29.19506519807402,44.631495678812186,599.1384978854486
39,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,44.600960983881365,10.103216060228759,32.74637963979347,44.66828613599771,600.4200114230746
40,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,44.600960983881365,10.103216060228759,26.375370980200838,44.66828613599771,600.4200114230746
41,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,12.80946816,10.10168312163405,32.678832840817506,44.631495678812186,599.1384978854486
42,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,17.034660047484984,10.103216060228759,34.704102126275565,44.66828613599771,600.4200114230746
43,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,17.034660047484984,10.103216060228759,28.077184209456437,44.66828613599771,600.4200114230746
44,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2012,29.113175790000003,10.10168312163405,29.818784290629548,44.631495678812186,599.1384978854486
45,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2012,17.65340328,10.10168312163405,26.13764749643529,44.631495678812186,599.1384978854486
46,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2012,18.26515519007962,10.103216060228759,29.244432247835103,44.66828613599771,600.4200114230746
47,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2012,18.26515519007962,10.103216060228759,23.86753262592999,44.66828613599771,600.4200114230746
48,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,15.3586159,8.220956465,29.2,38.62390846,609.6
49,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,19.639271718869665,8.98346815085957,38.5,40.21886689313346,573.8039217221135
50,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,19.639271718869665,8.98346815085957,20.3,40.21886689313346,573.8039217221135
51,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2013,17.42370429157143,8.98346815085957,28.014043909348445,40.21886689313346,573.8039217221135
52,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2013,17.42370429157143,8.949515924296776,33.36225292769069,40.212033462143765,572.7651844062194
53,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2013,17.42370429157143,8.949515924296776,25.274100006196175,40.212033462143765,572.7651844062194
54,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,21.8688108,8.98346815085957,30.0,40.21886689313346,573.8039217221135
55,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,38.90915851117808,8.949515924296776,32.188610453268716,40.212033462143765,572.7651844062194
56,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,38.90915851117808,8.949515924296776,24.277325549374897,40.212033462143765,572.7651844062194
57,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,7.348039321,8.98346815085957,37.3,40.21886689313346,573.8039217221135
58,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,16.17639205757974,8.949515924296776,34.27751831249656,40.212033462143765,572.7651844062194
59,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,16.17639205757974,8.949515924296776,27.921446274164232,40.212033462143765,572.7651844062194
60,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2013,21.434573028571425,8.98346815085957,29.86312328767123,40.21886689313346,573.8039217221135
61,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2013,16.59025859,8.98346815085957,24.5,40.21886689313346,573.8039217221135
62,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2013,17.590402023592954,8.949515924296776,31.055548824144964,40.212033462143765,572.7651844062194
63,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2013,17.590402023592954,8.949515924296776,22.022288924381783,40.212033462143765,572.7651844062194
64,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,16.24080437,8.220956465,29.2,38.62390846,635.9
65,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,19.195694975911486,9.014400361669312,34.23315510229361,39.778929535156486,609.4476710828293
66,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,19.195694975911486,9.014400361669312,22.183017816222467,39.778929535156486,609.4476710828293
67,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2014,25.12969769142857,9.014400361669312,28.124514630747797,39.778929535156486,609.4476710828293
68,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2014,25.12969769142857,8.98513455121118,33.44837494508371,39.70544293206644,609.6821526171957
69,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2014,25.12969769142857,8.98513455121118,22.62215253175797,39.70544293206644,609.6821526171957
70,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,35.307629184999996,9.014400361669312,28.841299366213175,39.778929535156486,609.4476710828293
71,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,34.589436520510645,8.98513455121118,33.016449105249905,39.70544293206644,609.6821526171957
72,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,34.589436520510645,8.98513455121118,25.50800523122162,39.70544293206644,609.6821526171957
73,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,11.34481357,9.014400361669312,31.741161047915938,39.778929535156486,609.4476710828293
74,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,14.65615141156942,8.98513455121118,34.281733776308414,39.70544293206644,609.6821526171957
75,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,14.65615141156942,8.98513455121118,26.989828360694354,39.70544293206644,609.6821526171957
76,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2014,19.619829067142856,9.014400361669312,29.612538320998357,39.778929535156486,609.4476710828293
77,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2014,17.45746021,9.014400361669312,29.008817275335993,39.778929535156486,609.4476710828293
78,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2014,17.08255776995906,8.98513455121118,32.86272673365447,39.70544293206644,609.6821526171957
79,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2014,17.08255776995906,8.98513455121118,25.334597545224884,39.70544293206644,609.6821526171957
80,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,17.64174367,8.220956465,29.2,38.62390846,674.8
81,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,19.203685444347418,9.16469183306123,40.2,41.40768617165159,656.7638166983812
82,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,19.203685444347418,9.16469183306123,17.7,41.40768617165159,656.7638166983812
83,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2015,19.731179427142852,9.16469183306123,28.38525541248054,41.40768617165159,656.7638166983812
84,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2015,19.731179427142852,9.158196089774414,32.02470442587434,41.58096606013087,653.1949122780688
85,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2015,19.731179427142852,9.158196089774414,21.412454348498915,41.58096606013087,653.1949122780688
86,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,38.69610373,9.16469183306123,28.8,41.40768617165159,656.7638166983812
87,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,34.27763045332429,9.158196089774414,32.67730949105915,41.58096606013087,653.1949122780688
88,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,34.27763045332429,9.158196089774414,25.28851719394773,41.58096606013087,653.1949122780688
89,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,13.21755816,9.16469183306123,28.2,41.40768617165159,656.7638166983812
90,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,15.332876930800497,9.158196089774414,32.00030261348005,41.58096606013087,653.1949122780688
91,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2015,15.332876930800497,9.158196089774414,24.378228335625856,41.58096606013087,653.1949122780688
92,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2015,23.332780221428568,9.16469183306123,29.721025467247088,41.40768617165159,656.7638166983812
93,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2015,16.93059486,9.16469183306123,33.9,41.40768617165159,656.7638166983812
94,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2015,17.34567957646847,9.158196089774414,33.677292984869325,41.58096606013087,653.1949122780688
