,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Deaths | Police Killings,Income | Poverty in All Ages,Oral Health | Dental Care,"Respiratory Infection | COVID-19 Vaccination, Adults",Substance Use | Teen Alcohol
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.695747522,19.39894657,62.4,73.47968480164242,31.1
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.7179161690430387,17.723608767620725,59.04209783631233,73.50146065966939,32.66043781489663
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.7179161690430387,17.723608767620725,59.04209783631233,73.50146065966939,32.8002208930034
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,1.202328398857143,16.84774675,59.04209783631233,73.50146065966939,30.262422042260084
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,1.202328398857143,14.138440071051273,59.03635542984383,73.51769355419518,30.725090411791523
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,1.202328398857143,14.138440071051273,59.03635542984383,73.51769355419518,30.365661753532894
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,4.656013707,27.08774905,59.04209783631233,73.50146065966939,30.84989699932988
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,2.098422269706256,27.71807162898949,59.03635542984383,73.51769355419518,31.27739162194814
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,2.098422269706256,27.71807162898949,59.03635542984383,73.51769355419518,31.488618548591017
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.356257811,29.58054448,59.04209783631233,73.50146065966939,34.50015884440694
