,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Diabetes and Obesity | Adult Obesity,Income | Poverty in Children,Physical Activity | Adult Physical Inactivity,"Respiratory Infection | COVID-19 Vaccination, Seniors",Substance Use | Teen Marijuana
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,25.3,27.23602876,20.3,88.23813779361151,23.35
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.373667293822514,25.668931837594076,24.65260269677015,88.25554323439151,22.31487677148743
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.373667293822514,25.668931837594076,24.65260269677015,88.25554323439151,26.38528703680723
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.373667293822514,7.837837838,24.65260269677015,88.25554323439151,23.46876105370939
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.360587367977608,13.662446692201787,24.630271116059337,88.26851818509184,22.674338246467105
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.360587367977608,13.662446692201787,24.630271116059337,88.26851818509184,25.36463759307096
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.373667293822514,40.98975703,24.65260269677015,88.25554323439151,25.475190489191135
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,30.360587367977608,39.39576145558796,24.630271116059337,88.26851818509184,25.476596521787986
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,30.360587367977608,39.39576145558796,24.630271116059337,88.26851818509184,27.522038041187873
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,30.373667293822514,40.71502173,24.65260269677015,88.25554323439151,25.315060435332956
