,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Colorectal Cancer Deaths,Heat and Disasters | Number of Heat Waves,Mental Health | School Bullying,Population | Seniors,Sexually Transmitted Disease | HIV/AIDS Prevalence
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,12.77803434,7.769230769,15.850000000000001,6.921902795,442.7
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,11.84385819,4.931109342299074,16.30505820158348,9.634764966129822,126.8
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,13.69767157,4.931109342299074,15.624687895559804,9.634764966129822,755.0
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,13.726006001428573,4.931109342299074,16.19378199757982,9.634764966129822,54.2
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,14.881100848857143,4.8810473371933005,17.48062300562225,9.645944217540968,111.05714285714286
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,17.415465947142856,4.8810473371933005,16.3904026743656,9.645944217540968,334.98571428571427
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,21.40895751,4.931109342299074,14.024687895559804,9.634764966129822,1209.3
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,19.47566794,4.8810473371933005,15.799008231955725,9.645944217540968,484.95714285714286
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,21.02780127,4.8810473371933005,14.496575169274857,9.645944217540968,555.7857142857143
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,14.26523017,4.931109342299074,17.194832592886755,9.634764966129822,449.9
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,12.22439445,4.8810473371933005,16.71960497850701,9.645944217540968,206.5
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,18.52787179,4.8810473371933005,15.892832860393897,9.645944217540968,422.40000000000003
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,18.977788711428573,4.931109342299074,17.1313692637066,9.634764966129822,212.55069207373845
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,11.52692511,4.931109342299074,19.47526123755864,9.634764966129822,347.9
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,11.5943144,4.8810473371933005,18.663203438878433,9.645944217540968,158.67142857142855
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,11.21135897,4.8810473371933005,17.83643132076532,9.645944217540968,293.35714285714283
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,13.0556767,7.769230769,15.850000000000001,6.921902795,449.3
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,11.44185867,5.036393152213415,18.5,9.604604238697078,124.2
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,14.88582644,5.036393152213415,18.8,9.604604238697078,771.1
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,17.906378417030698,5.036393152213415,16.45491178878936,9.604604238697078,61.4
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,13.61251872442857,5.00228227848494,17.662361989827563,9.611213958135085,116.34285714285714
