,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Crime Incidents | Homicides,Diabetes and Obesity | Diabetes Deaths,"Housing | Homeless, Total",Language and Nativity | Foreign Born Population,Population | Population Density,"Sexually Transmitted Disease | Syphilis, Newborns"
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,1.458997071,3.955670262,17.18095968,160.832269314,19.08120494,2685.086346,0.0
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,2.598894685,16.74117481,160.83226931400003,14.0432321798,2024.09454426,7.179999999999999
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.47488833880000003,5.251540797,17.84771037,160.83226931400003,14.0432321798,2024.09454426,7.179999999999999
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,6.8083542526,23.563704896964854,160.83226931400003,14.0432321798,2024.09454426,7.179999999999999
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,4.5395329432,27.9850981,160.83226931399997,14.0432321798,2024.09454426,7.179999999999999
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.47488833880000003,17.5748674238,26.806238054000005,160.83226931399997,14.0432321798,2024.09454426,7.179999999999999
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,10.4743466,36.59403803,160.83226931400003,14.0432321798,2024.09454426,7.179999999999999
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,6.462583405,44.61118082,160.83226931399997,14.0432321798,2024.09454426,7.179999999999999
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,0.47488833880000003,15.81001622,25.54371488,160.83226931399997,14.0432321798,2024.09454426,7.179999999999999
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,0.47488833880000003,4.851729185,25.88104985,160.83226931400003,14.0432321798,2024.09454426,7.179999999999999
