,encoded_strata_race_label_0,encoded_strata_race_label_1,encoded_strata_race_label_2,encoded_strata_race_label_3,encoded_strata_race_label_4,encoded_strata_race_label_5,encoded_strata_sex_label_0,encoded_strata_sex_label_1,encoded_strata_sex_label_2,encoded_geo_strata_region_0,encoded_geo_strata_region_1,encoded_geo_strata_region_2,encoded_geo_strata_region_3,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Lung Cancer Deaths,Deaths | Motor Vehicle Deaths,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Income | Per-capita Household Income,Mental Health | Adult Mental Distress,Respiratory Infection | New Tuberculosis Cases
0,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,35.9764409,8.533844633,28.32369942,31387.0,10.1,6.5
1,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,27.7824158,4.109670849,32.690283848,27726.0,12.14,5.1
2,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,47.84770899,13.02870944,32.690283848,27726.0,12.14,5.1
3,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2010,23.765764035741146,12.158418422,32.690283848,31998.0,12.14,5.1
4,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2010,34.58565009715123,4.8438974486,32.690283848,27317.0,12.14,5.1
5,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2010,49.9932373021233,14.6277147814,32.690283848,27317.0,12.14,5.1
6,False,False,True,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,51.94070369,9.57577561225,32.690283848,19782.0,12.14,5.1
7,False,False,True,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,42.64307796,3.695052457,32.690283848,18175.2,12.14,5.1
8,False,False,True,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,66.93026818,15.556556774999999,32.690283848,18175.2,12.14,5.1
9,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,22.17212176,9.725707294,32.690283848,16570.0,12.14,5.1
10,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,17.24144602,3.736869326,32.690283848,14187.8,12.14,5.1
11,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,27.95463135,15.59411179,32.690283848,14187.8,12.14,5.1
12,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,2010,48.124681194000004,9.4588654218,32.690283848,19801.0,12.14,5.1
13,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2010,38.94136296,8.509247251,32.690283848,44166.0,12.14,5.1
14,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2010,29.5733417,5.043600583,32.690283848,38129.6,12.14,5.1
15,False,True,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2010,52.31478343,11.93549962,32.690283848,38129.6,12.14,5.1
16,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0,0,2011,34.39627128,8.901790665,28.32369942,31387.0,10.1,4.9
17,True,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0,0,2011,26.77719818,3.928297747,32.690283848,27726.0,12.14,3.94
18,True,False,False,False,False,False,False,False,True,False,False,True,False,1,0,0,0,2011,45.4904748,14.01044392,32.690283848,27726.0,12.14,3.94
19,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0,0,0,2011,22.72011999,9.570331671195197,32.690283848,31998.0,12.14,3.94
20,False,False,False,False,True,False,False,True,False,False,False,True,False,1,0,0,0,2011,30.022690652281867,5.2806557024,32.690283848,27317.0,12.14,3.94
21,False,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,2011,29.5138234,13.174109465,32.690283848,27317.0,12.14,3.94
